title,description,relevance_score,matched_keywords,matched_groups,keyword_frequencies
GEOG 683 - Advanced Geographic Information Systems,"Units: LTR: Letter Graded. The class will be offered for letter grade with no option to take it for Cr/NC Two lectures and three hours of laboratory. GEOG 484 and CS 160 and CS 160L, or permission of instructor. Advanced GIS analysis and scripting techniques for automating geoprocessing tasks and developing spatial analysis and modeling tools.",2.5,Geographic Information Systems,engineering_capabilities-2,"{""geographic information systems"": 1}"
GEOG 593 - GIS for Business Location Decisions,"Units: LCR: Letter Grade with Cr/NC available. The grading default for the class will be letter grade, but students can opt to take it for Cr/NC Two lectures and three hours of laboratory. or graduate standing. Recommended: , . Geographic Information Systems (GIS) and location analysis methods to include modeling and spatial analysis. Applications of GIS and location analysis in business site selection, market segmentation, retail marketing, and service area analysis. 9",2.5,Geographic Information Systems,engineering_capabilities-2,"{""geographic information systems"": 1}"
GEOG 589 - GIS-Based Decision Support Methods,"Units: LCR: Letter Grade with Cr/NC available. The grading default for the class will be letter grade, but students can opt to take it for Cr/NC . Integration of Geographic Information Systems (GIS) with discrete and continuous multiple criteria decision making (MCDM) methods. Applications of MCDM in land use planning, site selection, and resource management spatial decision problems. 3",4.0,Geographic Information Systems;Resource Management,technical_skills-1;engineering_capabilities-2,"{""geographic information systems"": 1, ""resource management"": 1}"
GEOG 584 - Geographic Information Systems Applications,"Units: LCR: Letter Grade with Cr/NC available. The grading default for the class will be letter grade, but students can opt to take it for Cr/NC Two lectures and three hours of laboratory. . Spatial analysis methods in GIS, to include terrain, raster, and network analysis. Feature distributions and patterns. GIS data processing techniques to include spatial interpolation, geocoding, and dynamic segmentation. Designing and executing analytical procedures. 3",2.5,Geographic Information Systems,engineering_capabilities-2,"{""geographic information systems"": 1}"
GEOG 580 - Data Management for Geographic Information Systems,"Units: LCR: Letter Grade with Cr/NC available. The grading default for the class will be letter grade, but students can opt to take it for Cr/NC Two lectures and three hours of laboratory. or ; , and ; or graduate standing. PostgreSQL, PostGIS, and open source databases to store, manage, and query geospatial data. 3",2.5,Geographic Information Systems,engineering_capabilities-2,"{""geographic information systems"": 1}"
GEOG 576 - Advanced Watershed Analysis,"Units: LCR: Letter Grade with Cr/NC available. The grading default for the class will be letter grade, but students can opt to take it for Cr/NC , , or . Recommended: and . Theory and techniques in watershed analysis. Use of GIS and statistical programming for analyses of geomorphology, hydrology, and water quality data. 9",1.5,Water Quality,technical_skills-1,"{""water quality"": 1}"
GEOG 484 - Geographic Information Systems,"Units: LCR: Letter Grade with Cr/NC available. The grading default for the class will be letter grade, but students can opt to take it for Cr/NC Two lectures and three hours of laboratory. Three units from , , , or from computer programming. Procedures for encoding, storage, management, and display of spatial data; theory of computer-assisted map analysis; examination of important geographic information systems. 3",3.0,Geographic Information Systems,engineering_capabilities-2,"{""geographic information systems"": 2}"
GEOG 454 - Sustainable Cities,"Units: LCR: Letter Grade with Cr/NC available. The grading default for the class will be letter grade, but students can opt to take it for Cr/NC . Political and economic forces shaping the structure and organization of cities; physical and human consequences of urbanization; environmental, economic and social sustainability of cities. Housing, transportation, land use, urban services, employment, segregation, and social inequality. 6",4.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 1}"
GEOG 381 - Computerized Map Design,"Units: LCR: Letter Grade with Cr/NC available. The grading default for the class will be letter grade, but students can opt to take it for Cr/NC Two lectures and three hours of laboratory. or or . Art and science of creating digital maps as media for describing and analyzing geographic phenomena. Computer laboratory instruction and practice in cartographic techniques with emphasis on thematic maps and geographic information systems. 3",2.5,Geographic Information Systems,engineering_capabilities-2,"{""geographic information systems"": 1}"
GEOG 375 - Environmental Hydrology,"Units: LCR: Letter Grade with Cr/NC available. The grading default for the class will be letter grade, but students can opt to take it for Cr/NC or or [or ] or . Hydrological processes to include precipitation, surface water, groundwater, water quality, and ecohydrology. Impact of human activities on water resources. 6",1.5,Water Quality,technical_skills-1,"{""water quality"": 1}"
GEOG 348 - Environment and Development,"Units: LCR: Letter Grade with Cr/NC available. The grading default for the class will be letter grade, but students can opt to take it for Cr/NC or or or or or . Geographic analysis of environmental and social issues in the global south. How colonialism, development, and globalization have shaped equity and sustainability issues and access to resources, environmental health, migration, and poverty around the world. Field trips may be arranged. 3",4.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 1}"
GEOG 341 - Feeding the World,"Units: GE - CSU Upper Division D - Explorations of Human Experience - Social and Behavioral Sciences LCR: Letter Grade with Cr/NC available. The grading default for the class will be letter grade, but students can opt to take it for Cr/NC or . Food sustainability and security. Geographic relationship between environment and food to include impacts of food production and consumption on environmental resources and climate, influence of environmental factors on food security, role of economic, political, and social factors. 3 Not open to students with credit in .",4.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 1}"
GEOG 321 - United States,"Units: GE - CSU Upper Division D - Explorations of Human Experience - Social and Behavioral Sciences LCR: Letter Grade with Cr/NC available. The grading default for the class will be letter grade, but students can opt to take it for Cr/NC Prerequisite(s) recommended: or . Systematic and regional analysis of physical, cultural, environmental, and economic landscapes of the United States. Current and relevant regional process and issues to include sustainability, physical processes, socioeconomic change and development, cultural dynamics. 3",4.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 1}"
GEOG 170 - Sustainable Places and Practices,"Units: GE - CSU D - Foundations of Learning - Social and Behavioral Sciences LCR: Letter Grade with Cr/NC available. The grading default for the class will be letter grade, but students can opt to take it for Cr/NC Sustainability from a geographic perspective, focusing on role of everyday practices in creating sustainable places. Case studies illustrate geographic variations in the social organization of people/nature relationships and emphasize connections across global, local, and individual scales. 3",4.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 1}"
GEOG 104 - Geographic Information Science and Spatial Reasoning,"Units: GE - CSU B4 - Foundations of Learning - Natural Sciences and Quantitative Reasoning - Mathematics/Quantitative Reasoning LCR: Letter Grade with Cr/NC available. The grading default for the class will be letter grade, but students can opt to take it for Cr/NC Fundamental concepts in geographic information systems, cartography, remote sensing, spatial statistics, and global positioning systems. Use of critical technologies in addressing human and environmental problems. 3",2.5,Geographic Information Systems,engineering_capabilities-2,"{""geographic information systems"": 1}"
GEOL 551 - Hydrogeology,"Units: LCR: Letter Grade with Cr/NC available. The grading default for the class will be letter grade, but students can opt to take it for Cr/NC Two discussions and three hours of laboratory. or Theory of ground water flow. Exploration for and development of the ground water resource. Aquifer tests, water quality, and water resource management. Occurrence of water in alluvial, sedimentary, volcanic, plutonic, and metamorphic terrains.",2.0,Water Quality;Resource Management,technical_skills-1,"{""water quality"": 1, ""resource management"": 1}"
GEOL 505 - Remote Sensing and GIS in Geological and Environmental Sciences,"Units: LCR: Letter Grade with Cr/NC available. The grading default for the class will be letter grade, but students can opt to take it for Cr/NC Two discussions and three hours of laboratory. Applications of remote sensing and Geographic Information Systems in the geological and environmental sciences.",2.5,Geographic Information Systems,engineering_capabilities-2,"{""geographic information systems"": 1}"
GEOG 780 - Seminar in Techniques of Spatial Analysis,"Units: LTR: Letter Graded. The class will be offered for letter grade with no option to take it for Cr/NC Six units of upper division or graduate level courses in spatial analytic techniques. Spatial analytic techniques from image processing, remote sensing, geographic information systems, cartography or quantitative methods. May be repeated with new content. 6 six units applicable to a master’s degree. See for specific content.",2.5,Geographic Information Systems,engineering_capabilities-2,"{""geographic information systems"": 1}"
ENV E 554 - Process Fundamentals of Environmental Systems,"Units: LCR: Letter Grade with Cr/NC available. The grading default for the class will be letter grade, but students can opt to take it for Cr/NC with a grade of C (2.0) or better, , , and . Proof of completion of prerequisite(s) required: Copy of transcript. Equilibrium and kinetics of chemical and biological reactions of environmental systems. Considerations of mass-transfer and fluid dynamics in water quality management and air pollution control. 3",1.5,Water Quality,technical_skills-1,"{""water quality"": 1}"
ENV E 445 - Water and Wastewater Treatment Systems,"Units: LCR: Letter Grade with Cr/NC available. The grading default for the class will be letter grade, but students can opt to take it for Cr/NC and credit or concurrent registration in . Water chemistry, water quality criteria and standards, water usage and distribution, wastewater collection. Biological, chemical, and physical processes to treat water and wastewater. Design of water and wastewater treatment unit processes. Water reuse. Not open to students with credit in ENV E 441 and ENV E 442.",2.0,Water Quality;Water Usage,technical_skills-1,"{""water quality"": 1, ""water usage"": 1}"
THEA 558 - Welding and Metal Fabrication for Theatre,"Units: LCR: Letter Grade with Cr/NC available. The grading default for the class will be letter grade, but students can opt to take it for Cr/NC One hour discussion and two hours of laboratory. and or admission to the Design and Technology MFA program. This course covers the fundamentals of welding and fabrication techniques for the construction of theatrical scenery.",4.0,Welding,delivery_and_storage-3,"{""welding"": 2}"
THEA 553 - Technical Direction,"Units: LTR: Letter Graded. The class will be offered for letter grade with no option to take it for Cr/NC Two lectures and two hours of activity. or . Modern technical direction including project management (budgeting and procurement, managing employees); design and engineering; automation, rigging, advanced stagecraft (metalcraft, CNC machinery, composite construction), and safety. 6",4.0,Automation;Project Management,technical_skills-1;engineering_capabilities-2,"{""project management"": 1, ""automation"": 1}"
THEA 544 - Advanced Stage Technologies,"Units: LTR: Letter Graded. The class will be offered for letter grade with no option to take it for Cr/NC Four hours of activity. Design and fabrication of stage machinery and special effects. Computer-based automation and controls, electro-mechanical systems, and programmable logic controllers. Current U.S. and European machinery standards and safety systems. 6",1.5,Automation,technical_skills-1,"{""automation"": 1}"
AFRAS 200 - Intermediate Expository Writing and Research Fundamentals,"Units: GE - CSU A3 - Communication and Critical Thinking - Critical Thinking LTR: Letter Graded. The class will be offered for letter grade with no option to take it for Cr/NC Satisfaction of the SDSU Written Communication Assessment requirement and completion of one of the following courses with a grade of C- or better: or or or or [or or ] or . Development of intermediate expository writing skills and application of practical research principles. Not open to students with credit in AMIND 225, CCS 200, LING 200, or RWS 200 [or ECL 200].",3.5,CCS,production-3,"{""ccs"": 1}"
A E 530 - Rocket and Space Propulsion,"Units: LCR: Letter Grade with Cr/NC available. The grading default for the class will be letter grade, but students can opt to take it for Cr/NC . Equilibrium combustion thermodynamics. Performance of rocket propelled vehicles. Rocket propulsion fundamentals. Topics in chemical (solid and liquid) and electrical propulsion systems. 3",2.5,Combustion,engineering_capabilities-2,"{""combustion"": 1}"
A E 430 - Aircraft Propulsion Systems,"Units: LCR: Letter Grade with Cr/NC available. The grading default for the class will be letter grade, but students can opt to take it for Cr/NC . Theory and performance of aircraft propulsion systems. Modeling of ramjet, turbofan, and turbojet engine components. Design of turbomachinery to include axial and centrifugal compressors and turbines. 3",3.5,Compressors,delivery_and_storage-3,"{""compressors"": 1}"
A E 340 - Fluid Mechanics,"Units: LCR: Letter Grade with Cr/NC available. The grading default for the class will be letter grade, but students can opt to take it for Cr/NC Credit or concurrent registration in and for aerospace or mechanical engineering majors, [or ] or for construction management, and civil, construction, or environmental engineering majors, . Dimensional analysis and modeling, drag forces on moving or immersed objects, fluid dynamic equations and the first law of thermodynamics, fluid statics. Laminar and turbulent flow of liquids and gases in channels, nozzles, and pipes. Reversible and irreversible processes. Not open to students with credit in Mechanical Engineering 360. 3",2.5,Construction Management,engineering_capabilities-2,"{""construction management"": 1}"
ANTH 495 - Internship in Applied Anthropology,"Units: CNC: Credit/No Credit , , , . Supervised field placement of students in campus or community organization, museums, cultural resource management firms, social service and development agencies, forensic laboratories and other offices including business firms where concepts and principles of anthropology can be put into practice. May be repeated for maximum credit three units. 3",1.5,Resource Management,technical_skills-1,"{""resource management"": 1}"
ANTH 353 - Sustainability and Culture,"Units: GE - CSU Upper Division D - Explorations of Human Experience - Social and Behavioral Sciences LCR: Letter Grade with Cr/NC available. The grading default for the class will be letter grade, but students can opt to take it for Cr/NC Examination of efforts of anthropology to understand sustainability and provide solutions to human-environmental problems. Compares and explores sustainability in a variety of contexts and scales, from San Diego region to diverse communities around the world. 3 This course satisfies the general education cultural diversity requirement.",5.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 3}"
AMIND 380 - Re-Indigenizing Cultural Heritage/Cultural Resources Management,"Units: LCR: Letter Grade with Cr/NC available. The grading default for the class will be letter grade, but students can opt to take it for Cr/NC Completion of the General Education requirement in Foundations of Learning II.B., Social and Behavioral Sciences. . Historical, geographical, political, social, and regulatory context of cultural/environmental resource management and its impact on Native peoples. Economic and political pressures of development, government to government consultation, activism. Creative and effective approaches to tribal cultural heritage preservation. 3",1.5,Resource Management,technical_skills-1,"{""resource management"": 1}"
AMIND 225 - Expository Writing and Research,"Units: GE - CSU A3 - Communication and Critical Thinking - Critical Thinking LTR: Letter Graded. The class will be offered for letter grade with no option to take it for Cr/NC Satisfaction of the SDSU Written Communication Assessment requirement and completion of one of the following courses with a grade of C- or better: or or or or [or or ] or . Intermediate writing development to include rhetoric of spoken, written, and visual texts drawn from interdisciplinary sources. Not open to students with credit in AFRAS 200, CCS 200, LING 200, or RWS 200 [or ECL 200].",3.5,CCS,production-3,"{""ccs"": 1}"
ART 352 - Methods and Materials of Interior Design,"Units: LCR: Letter Grade with Cr/NC available. The grading default for the class will be letter grade, but students can opt to take it for Cr/NC or Codes, contractual issues, design practices, legal liabilities, professional ethics, and project management. Selection of materials and methods of installation.",2.5,Project Management,engineering_capabilities-2,"{""project management"": 1}"
ANTH 562 - Archaeological GIS and Geospatial Technologies,"Units: LCR: Letter Grade with Cr/NC available. The grading default for the class will be letter grade, but students can opt to take it for Cr/NC Two discussions and three hours of laboratory. or graduate standing. Computational spatial research in anthropology and archaeology to include applications of computer modeling, digital imagery analysis, and geographic information systems.",2.5,Geographic Information Systems,engineering_capabilities-2,"{""geographic information systems"": 1}"
ART 540 - Advanced Photographic Projects,"Units: LCR: Letter Grade with Cr/NC available. The grading default for the class will be letter grade, but students can opt to take it for Cr/NC Six hours. Grade of C (2.0) or better in , or and . Visual and creative expression using photographic media, including traditional and digital processes. Emphasis on conceptual project development and portfolio. 6 six units with consent of instructor.",2.5,Project Development,engineering_capabilities-2,"{""project development"": 1}"
BIOL 336 - Principles of Human Physiology,"Units: GE - CSU Upper Division B - Explorations of Human Experience - Natural Sciences LCR: Letter Grade with Cr/NC available. The grading default for the class will be letter grade, but students can opt to take it for Cr/NC Completion of the General Education requirement in Foundations of Learning II.A.2. Life Sciences. If a biological sciences course is not taken to satisfy General Education II.A.2. Life Sciences, a college course in biological sciences is required. Systems of the human body, their interrelationships and control systems which regulate them. 3 Not open to students with credit in a college course in human physiology. Not applicable to biological sciences majors.",1.5,Control Systems,technical_skills-1,"{""control systems"": 1}"
BIOL 315 - Ecology and Human Impacts on the Environment,"Units: GE - CSU Upper Division B - Explorations of Human Experience - Natural Sciences LCR: Letter Grade with Cr/NC available. The grading default for the class will be letter grade, but students can opt to take it for Cr/NC Completion of the General Education requirement in Foundations of Learning II.A.2. Life Sciences. If a biological science course is not taken to satisfy General Education II.A.2. Life Sciences, a college course in biological science is required. Ecological characteristics of natural ecosystems and basic effects of human society upon those systems, emphasizing resource management, food production, global environmental problems, and future directions. 3 Not applicable to biological sciences majors.",1.5,Resource Management,technical_skills-1,"{""resource management"": 1}"
BDA 603 - Smart Cities and Sustainability,"Units: LTR: Letter Graded. The class will be offered for letter grade with no option to take it for Cr/NC Graduate standing. Undertakes a problem-based approach by analyzing, comparing, and contrasting a problem relative to the UN-Sustainable-Development-Goals through the use of big data analytics in smart cities and developing practical big data application tools that can be used by city-professionals.",4.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 1}"
AAS 150 - Writing Composition and Rhetoric,"Units: GE - CSU A2 - Communication and Critical Thinking - Written Communication LTR: Letter Graded. The class will be offered for letter grade with no option to take it for Cr/NC Satisfaction of the SDSU Written Communication Assessment requirement. (See “Graduation Requirements” section of catalog.) Proof of completion of prerequisite(s) required. Development of critical college-level writing and reading skills for the 21st century. Focus on communication and critical thinking skills through exploration of Asian American texts and readings. Satisfies Written Communication, CSU subarea A2. Not open to students with credit in a higher-numbered composition course or AFRAS 120 or AMIND 120 or CCS 111B or LING 100B or RWS 100 [or ECL 100] or RWS 105B.",3.5,CCS,production-3,"{""ccs"": 1}"
B A 602 - Statistics for Business Decisions,"Units: LTR: Letter Graded. The class will be offered for letter grade with no option to take it for Cr/NC Statistics and production operations management. Data analysis, central tendency and variability, probability, distributions, sample inference, association analysis. Applications in engineering, manufacturing and service, and an overview of decision theory, queuing, total quality control, and project management. 3",2.5,Project Management,engineering_capabilities-2,"{""project management"": 1}"
B A 350 - Management and Organizational Behavior,"Units: LCR: Letter Grade with Cr/NC available. The grading default for the class will be letter grade, but students can opt to take it for Cr/NC Approved upper division business major, business minor, or major in construction management, HTM, RTM, ECON - international econ, or MUSIC - entrepreneurship and business. Proof of completion of prerequisite(s) required: Copy of transcript. Human behavior at individual, interpersonal, and group levels including effect of organization structure on behavior. Emphasis on managerial roles, historical evolution of management, ethics, and behavior in multicultural contexts.",2.5,Construction Management,engineering_capabilities-2,"{""construction management"": 1}"
BQS 745 - Document Control Quality System,"Units: LTR: Letter Graded. The class will be offered for letter grade with no option to take it for Cr/NC . Regulatory requirements for developing and manufacturing documentation, supporting the quality assurance function. 3",1.5,Quality Assurance,technical_skills-1,"{""quality assurance"": 1}"
BQS 740 - Statistical Process Control,"Units: LTR: Letter Graded. The class will be offered for letter grade with no option to take it for Cr/NC and basic statistics. Statistical methods for quality control and improvement, focusing on control charts, measurement systems analysis, process improvement, and process capability assessment. 3",1.5,Process Control,technical_skills-1,"{""process control"": 1}"
"BQS 730 - Good Manufacturing, Laboratory, and Clinical Practices","Units: LTR: Letter Graded. The class will be offered for letter grade with no option to take it for Cr/NC . Roles and responsibilities of a Quality Assurance (QA) function in the biopharmaceutical, medical device, and pharmaceutical industries. Equip middle and upper level biomedical professionals with “real world” skills, approaches, and solutions to multifaceted quality issues. 3",1.5,Quality Assurance,technical_skills-1,"{""quality assurance"": 1}"
BQS 603 - Foundational Quality Systems,"Units: LTR: Letter Graded. The class will be offered for letter grade with no option to take it for Cr/NC . Roles and responsibilities of a typical quality assurance (QA) department in biopharmaceutical, medical device, and pharmaceutical industries. Practical skills, approaches, and solutions to multifaceted auditing, change control, compliance, documentation, laboratory, material, and production control issues. 3",1.5,Quality Assurance,technical_skills-1,"{""quality assurance"": 1}"
CHEM 765 - Molecular Mechanisms of Human Disease,"Units: LCR: Letter Grade with Cr/NC available. The grading default for the class will be letter grade, but students can opt to take it for Cr/NC for biology majors, for biochemistry and chemistry majors, or graduate standing. Protein dysfunction in cancer, HIV, and prion disorders. Altered catalytic function to include drug design/pharmacokinetics/ADME, global kinetics fitting software, hydrogen-deuterium exchange mass spectrometry, pre-steady-state kinetics, x-ray crystallography, and structural manipulation programs. 3",5.5,Hydrogen,hydrogen_phrases-5,"{""hydrogen"": 1}"
CHEM 411 - Chemical Thermodynamics,"Units: LCR: Letter Grade with Cr/NC available. The grading default for the class will be letter grade, but students can opt to take it for Cr/NC Chemical thermodynamics and statistical thermodynamics, including entropy, reaction enthalpy and free energy, electrochemical processes, engines and other thermodynamic cycles. Not open to students with credit or concurrent enrollment in CHEM 711.",2.5,Electrochemical,engineering_capabilities-2,"{""electrochemical"": 1}"
CCS 799B - Thesis Extension,Units: CNC: Credit/No Credit Prior registration in Thesis 799A with an assigned grade symbol of RP. Registration required in any semester or term following assignment of RP in Course 799A in which the student expects to use the facilities and resources of the university; also student must be registered in the course when the completed thesis is granted final approval. 0,3.5,CCS,production-3,"{""ccs"": 1}"
CFD 135 - Principles of Family Development,"Units: GE - CSU E - Lifelong Learning and Self-Development LCR: Letter Grade with Cr/NC available. The grading default for the class will be letter grade, but students can opt to take it for Cr/NC Family development in society to include applications of theory and research, lifelong learning, and self-reflection. Divorce, family dynamics and resource management, marriage, and parenting. 3",1.5,Resource Management,technical_skills-1,"{""resource management"": 1}"
CCS 799A - Thesis,"Units: RPC: Available grades are RP, CR or NC An officially appointed thesis committee and advancement to candidacy. Preparation of a project or thesis for the master’s degree. 3",3.5,CCS,production-3,"{""ccs"": 1}"
CCS 798 - Special Study,"Units: RPC: Available grades are RP, CR or NC Consent of graduate adviser. Independent study. 6 six units applicable to a master’s degree.",3.5,CCS,production-3,"{""ccs"": 1}"
CCS 696 - Topics in Chicana and Chicano Studies,Units: LTR: Letter Graded. The class will be offered for letter grade with no option to take it for Cr/NC Graduate standing. Key issues in Chicana and Chicano studies. May be repeated with new content. 12 See for specific content. Credit for 596 and 696 applicable to a master’s degree with approval of the graduate adviser.,3.5,CCS,production-3,"{""ccs"": 1}"
CCS 596 - Topics in Chicana and Chicano Studies,"Units: LCR: Letter Grade with Cr/NC available. The grading default for the class will be letter grade, but students can opt to take it for Cr/NC Consent of instructor. Advanced topics in Chicana and Chicano studies. May be repeated with new content. 9 See for specific content. Limit of nine units of any combination of 296, 496, 596 courses applicable to a bachelor’s degree. Credit for 596 and 696 applicable to a master’s degree with approval of the graduate adviser.",3.5,CCS,production-3,"{""ccs"": 1}"
CCS 585 - Methods in Ethnic Studies Teaching: Decolonial Pedagogies in K-12 Schools,"Units: LCR: Letter Grade with Cr/NC available. The grading default for the class will be letter grade, but students can opt to take it for Cr/NC , , and . , , , , or graduate standing. Approaches, methods, and theories of instruction and assessment to include decolonial, humanizing, and liberatory pedagogies. Development of ethnic studies curricula. Ethnicity, race, and racism. 3",3.5,CCS,production-3,"{""ccs"": 1}"
CCS 580 - Chicanas and Chicanos and the Schools,"Units: LCR: Letter Grade with Cr/NC available. The grading default for the class will be letter grade, but students can opt to take it for Cr/NC Prerequisite(s) recommended: or graduate standing. Experiences of Chicana and Chicano youth in the school system from preschool through high school. Historical and sociopolitical context of educational opportunities for Chicana and Chicano youth to include cultural, emotional, social growth and development. 3 This course satisfies the ethnic studies [ES] requirement.",3.5,CCS,production-3,"{""ccs"": 1}"
CCS 554 - United States-Mexico Transborder Populations and Globalization,"Units: LCR: Letter Grade with Cr/NC available. The grading default for the class will be letter grade, but students can opt to take it for Cr/NC Upper division or graduate standing. An interdisciplinary analysis of the U.S.-Mexican border population. Demographic dynamics and social change in border communities. International migration and transmigration. Transborder families and transnational families. Gender, class, and racial systems in border communities. 3",3.5,CCS,production-3,"{""ccs"": 1}"
CCS 572 - From Haciendas and Plantations to Prisons,"Units: LCR: Letter Grade with Cr/NC available. The grading default for the class will be letter grade, but students can opt to take it for Cr/NC Upper division or graduate standing. Spanish, British, French colonialism in Caribbean and Americas; Atlantic Slave Trade; encomienda, hacienda, plantation, coerced labor systems, to include history of captivity; sharecropping; 13th Amendment, prison industrial complex; convict labor, leasing and disenfranchisement; racialized incarceration; prison privatization and migrant detention. 3",3.5,CCS,production-3,"{""ccs"": 1}"
CCS 548 - Race and Ethnicity in United States History,"Units: LCR: Letter Grade with Cr/NC available. The grading default for the class will be letter grade, but students can opt to take it for Cr/NC Upper division or graduate standing. Race and ethnicity in America from colonial period through twentieth century to include historical construction of identity; colonization, slavery, state formation; labor, immigration, politics of whiteness; applicability of black/white binary of a multiethnic society. 3",3.5,CCS,production-3,"{""ccs"": 1}"
CCS 498 - Internship in US-Mexico Border,"Units: LCR: Letter Grade with Cr/NC available. The grading default for the class will be letter grade, but students can opt to take it for Cr/NC Nine to 12 hours per week plus four class meetings. Upper division standing, [or ], and consent of instructor. Internship in public or private sector institution, agency, or organization engaged in US-Mexican binational relations or border-related issues. 3",3.5,CCS,production-3,"{""ccs"": 1}"
CCS 499 - Special Study,"Units: LCR: Letter Grade with Cr/NC available. The grading default for the class will be letter grade, but students can opt to take it for Cr/NC Consent of instructor. Individual study. 6",3.5,CCS,production-3,"{""ccs"": 1}"
