title,description,relevance_score,matched_keywords,matched_groups,keyword_frequencies
BEE 5750 - Environmental Systems Analysis,"(CU-SBY) Fall. 3 credits. Letter grades only. Prerequisite: or , or equivalent, or equivalent; or permission of instructor. Co-meets with . V. Srikrishnan. Applications of mathematical modeling, simulation, and optimization to environmental systems planning and management. Fate and transport models for contaminants in air, water, and soil. Optimization methods (search techniques, linear programming, integer programming) to evaluate alternatives for power systems, solid waste management and water and air pollution control. Introduction to the impact of uncertainty on solutions and risk assessment through simulation.",1.5,Risk Assessment,technical_skills-1,"{""risk assessment"": 1}"
BEE 5270 - Water Measurement and Analysis Methods,"Fall. 3 credits. Letter grades only. Co-meets with . B. Richards, T. Steenhuis. Managing soil and water resources requires monitoring. In this field-based lab course, you learn techniques to quantify water flow in surface and subsurface environments and monitor water quality in lakes, rivers, and groundwater. Soil health considerations, measurement accuracy, and water sampling quality assurance are discussed. The final project involves designing a water quality monitoring plan for a research or industrial site. Graduate students review the literature on the accuracy of the lab methods and present the results in class.",2.5,Water Quality;Quality Assurance,technical_skills-1,"{""water quality"": 2, ""quality assurance"": 1}"
BEE 5280 - Systems and Synthetic Biology for Sustainable Energy,"Fall. 3 credits. Student option grading. Prerequisite: at least one of the following courses or their equivalent: , , , and . Recommended prerequisite: and , or permission of instructor. Co-meets with . B. Barstow. The world today is in a state of enormous transition. In the coming few decades, billions of people will leave poverty and enter the developed world. This unprecedented development will be one of the greatest opportunities ever presented to improve global public health and quality of life, but it will only be realized if it’s done right. The challenge of sustainable energy is not just to provide energy without polluting the atmosphere with fossil carbon, but to do so at a global scale at a cost that everyone can afford. Thanks to capabilities ranging from room temperature and pressure catalysis to self-assembly, biology offers first draft solutions to problems in sustainable energy from the safe use of nuclear energy, the capture and storage of solar power, mining and purifying elements critical for sustainable energy technologies like rare earths and even in the construction of advanced materials. In each class we will discuss a set of scientific journal articles and use these discuss the advantages, disadvantages and potential of biology in applications in sustainable energy. In each of the past two years we have used these discussions to write a scientific article with students as co-authors. Outcome 1: Find, evaluate, and integrate biochemical data on enzymatic reactions from multiple online sources. Outcome 2: Combine integrated biochemical data, numerical models, and back of the envelope calculations to assess the feasibility of a chosen sustainability technology. Outcome 3: Graduate students will learn how to lead a group writing project that describes mathematical assessment of the mathematical assessment of a chosen sustainability technology.",8.5,Catalysis;Sustainability,sustainability_and_policy-4;production-3,"{""catalysis"": 1, ""sustainability"": 2}"
BEE 4880 - Applied Modeling and Simulation for Renewable Energy Systems,"(crosslisted) (CU-SBY) Spring. 3 credits. Letter grades only. Enrollment limited to: seniors in Engineering, or permission of instructor. Co-meets with / . J. Mays. This course will provide an applied introduction to modeling, simulation and optimization techniques for various renewable energy systems. The course will be modular in nature. Each module will focus on a particular renewable energy application and relevant modeling/simulation tools. Some modules are independent and some will build on previous modules. The instructional format of the course will include lectures, scientific paper reviews, and some AMPL programming. Students will have an opportunity to apply new techniques to a relevant modeling project. The course will culminate with a modeling project relevant to renewable energy. Undergraduates will work in teams of 2-3 students to complete the term project.",6.0,Renewable Energy,sustainability_and_policy-4,"{""renewable energy"": 4}"
BEE 4670 - Applied Water Research in NYS,"Spring. 1 credit. S/U grades only. Co-meets with . B. Rahm. Every year, the New York State Water Resources Institute (NYSWRI) at Cornell supports applied research that addresses critical water resource problems in the New York State and the nation. This seminar series brings together researchers who work with NYSWRI and state agency partners to support and improve water management in the state. Speakers will present on a broad range of water related topics including water engineering and infrastructure, climate and flood resilience, water quality monitoring and assessment and aquatic ecosystems. The seminar will focus on ways in which robust science can support and influence on-ground management and policy outcomes, and center collaborative and interdisciplinary work between academics, water resource scientists, educators, managers, and policymakers in New York State. Outcome 1: Evaluate the relevance of research questions, study design, and data collection methods in the context of water policy in New York State. Outcome 2: Engage in discussions on water-related topics and actively participate in question-and-answer sessions with guest speakers. Outcome 3: Synthesize and connect information from presentations to analyze the connections between different topics in water management. Outcome 4: Demonstrate an expanded knowledge of the complexities of real-world water problems and their implications for water resource management.",2.0,Water Quality;Resource Management,technical_skills-1,"{""water quality"": 1, ""resource management"": 1}"
BEE 4550 - Biologically Inspired Microsystems Engineering,"Spring. 2-3 credits, variable. Letter grades only. Prerequisite: one year of biology ( , , or or equivalent), or equivalent, or co-registration in ; or permission of instructor. Co-meets with . M. Wu. Covers fundamental mechanisms that nature uses to build and control living systems at micro- and nano-meter length scales; engineering principles for fabricating micro/nano-meter scale devices; examples of solving contemporary problems in the health sector and environment. The lab sessions will provide students with hands on experiences in cell culture, microfluidic device and live cell imaging techniques. Lecture only for 2 credits; lecture and lab for 3 credits.",2.5,Systems Engineering,engineering_capabilities-2,"{""systems engineering"": 1}"
BEE 4270 - Water Measurement and Analysis Methods,"Fall. 3 credits. Letter grades only. Satisfies EnvE laboratory experience requirement. Co-meets with . B. Richards, T. Steenhuis. Managing soil and water resources requires monitoring. In this field-based lab course, you learn techniques to quantify water flow in surface and subsurface environments and monitor water quality in lakes, rivers, and groundwater. Soil health considerations, measurement accuracy, and water sampling quality assurance are discussed. The final project involves designing a water quality monitoring plan for a research or industrial site. Outcome 1: Students will display an ability to communicate effectively with a range of audiences (ABET 3). Outcome 2: Students will improve their ability to develop and conduct appropriate experimentation, analyze and interpret data, and use engineering judgement to draw conclusions (ABET 6).",2.5,Water Quality;Quality Assurance,technical_skills-1,"{""water quality"": 2, ""quality assurance"": 1}"
BEE 2510 - Engineering Processes for Environmental Sustainability,"(crosslisted) (CU-SBY) Fall. 3 credits. Letter grades only. Prerequisite: or or AP Chem. Prerequisite or corequisite: . N. Cápiro. Students will quantitatively understand and analyze environmental issues such as: the impact of industrial contaminants and excess nutrients on water quality; the global carbon cycle; improving global access to clean water. This course integrates principles from chemistry, biology, math and engineering to understand and solve real-world problems that impact three major environmental compartments: air, water, and soil. Students will solve mass and energy balances beginning with simple, closed systems, then progress through reactive, open systems to describe environmental fate and transport of pollutants, natural environmental cycles and remediation scenarios. Students will be exposed to technical and lay material from interdisciplinary sources to understand the environmental externalities – social, political, economic and cultural – that must be considered when proposing solutions to today’s most pressing environmental issues. BE and EnvE students must complete either BEE 2510 or according to their academic plan. Students who complete both BEE 2510 and receive engineering credit toward their degree for only one of these courses. Outcome 1: Students will improve their ability to identify, formulate, and solve complex engineering problems by applying principles of engineering, science, and mathematics (ABET 1). Outcome 2: Students will demonstrate improved ability to apply engineering design to produce solutions that meet specified needs with consideration of public health, safety and welfare, as well as relevant global, cultural, social, environmental, and economic factors (ABET 2). Outcome 3: Students will display an ability to communicate effectively with a range of audiences (ABET 3). Outcome 4: Students will demonstrate an ability to recognize ethical and professional responsibilities in engineering situations and make informed judgements which consider the impact of engineering solutions in global, economic, environmental, and societal contexts (ABET 4). Outcome 5: Students will demonstrate an ability to function effectively on a team whose members together provide leadership, create a collaborative and inclusive environment, establish goals, plan tasks, and meet objectives (ABET 5). Outcome 6: Students will improve their ability to develop and conduct appropriate experimentation, analyze and interpret data, and use engineering judgement to draw conclusions (ABET 6). Outcome 7: Students will demonstrate the ability to acquire and apply new knowledge as needed, using appropriate learning strategies (ABET 7). Outcome 8: Students will improve their capacity to integrate modern biology with engineering principles (ABET-BE).",6.0,Water Quality;Sustainability,sustainability_and_policy-4;technical_skills-1,"{""sustainability"": 1, ""water quality"": 1}"
BANA 6420 - Supply Chain Analytics,"Spring. 1.5 credits. Letter grades only (no audit). Offered online. L. Chen. A supply chain is a network of organizations that are involved in the different processes and activities that produce value in the form of products and services. Supply chain management is an essential tool for firms to achieve profit maximization as well as social responsibility. Innovations arise from three main sources: application of information technology, reconfiguration of the supply chain network, and modification of incentives. In this course, students will explore analytical methods and innovative designs of supply chain management, and be acquainted with some practical applications. Specifically, we will address the following issues: demand forecast and seasonality, supply chain inventory analysis, cross-docking and automation, supply chain coordination, dynamic pricing and revenue management, sustainability and responsible supply chains.",6.0,Sustainability;Automation,sustainability_and_policy-4;technical_skills-1,"{""sustainability"": 1, ""automation"": 1}"
ARTH 2255 - [Ecocriticism and Visual Culture],"(ALC-AS) Fall. Not offered: 2024-2025. Next offered: 2026-2027. 3 credits. Letter grades only. J. Rickard. This course attempts to reconcile the split between art and science through a pluralistic perspective of environmental artistic processes. What is the role of visual culture in sustainable development? Cataclysmic change in the world has forced a turn in environmental art from isolated practices to having a fundamental role in shaping the transformation of our relationships to nature. Informed by Western and Indigenous philosophies, trace how artists enact ecological micro-utopias from earth art to ecological art as a catalyst for social change.",3.5,Catalyst,production-3,"{""catalyst"": 1}"
ART 6000 - Graduate Seminar: Contemporary Theory and Art,"Fall, Spring, Summer. 3 credits. Letter grades only (no audit). Enrollment limited to: M.F.A. Visual Arts students. Repeat up to four times for credit. Staff. Seminar exploring selected writings on current issues in the visual arts. Designed to introduce graduate students to several approaches to critical inquiry and analysis of contemporary artistic practice. Topics vary but may include related issues in areas such as critical theory, identity politics, institutional frames, sustainability, urbanization, and globalization.",4.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 1}"
ARTH 6520 - Reading Race Early Modern Art,"Spring. 3 credits. Student option grading. Co-meets with ARTH 4520. A. Howie. This seminar explores the ways in which artists and craftspeople created representations of non-Europeans that shaped, negotiated, and challenged pluralistic biological and symbolic conceptions of race between 1450 and 1700. Against the backdrop of increasing global contact, European colonial enterprises, and the explosion of the Atlantic slave trade, this seminar will critically explore constructions of Blackness, whiteness, and racialized “otherness” and will consider the roles played by art and material culture in practices of race-making. Thinking materially, students will assess the impact of different artistic media on understandings of racialized difference. Considering race at its intersections with gender, class, religion, science, and disability, this seminar will analyze how artworks reveal and obscure the real, complex experiences of non-Europeans in Europe.",1.5,Explosion,technical_skills-1,"{""explosion"": 1}"
"AEM 7852 - Sustainable Environment, Energy and Resource Economics Research Seminar","(CU-SBY) Fall, Spring. 1.5 credits. S/U grades only (no audit). Enrollment limited to: Ph.D. students or written permission of instructor. C. Kling. The goal of this weekly seminar is to provide a formal and organized venue for PhD students and faculty to interact and discuss research on environmental, energy and resource economics and the economics of sustainability, and to be exposed to the frontier in the area. Outcome 1: Present original research in sustainable environment, energy and resource economics. Outcome 2: Effectively communicate research ideas through writing and speech. Outcome 3: Use and evaluate scientific and economic information to reach defensible conclusions. Outcome 4: Be able to specify the original contribution of the research to the existing literature.",4.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 1}"
AEM 7040 - Applied Macroeconomics,"Fall. 3.5 credits. Letter grades only (no audit). Prerequisite: multivariable calculus, differential equations, and graduate-level microeconomics. C.-Y.C. Lin Lawell. AEM 7040 covers analytical concepts and techniques of dynamic analysis, with a focus on optimal control theory as applied to problems in applied macroeconomics. The course also covers macroeconomic applications of these methods that are relevant to the environment, energy, natural resources, agriculture, development, management, finance, marketing, accounting, industrial organization, innovation, entrepreneurship, organizations, technology, and business economics. Topics covered include optimal control theory, capital theory, the maximum principle, the stationary rate of return to capital, investment, dynamic competitive equilibrium, calculus of variations, q-theory, optimal economic growth, optimal savings, optimal growth with pollution, the environmental Kuznets curve, optimal multisector growth, limits to growth, national income accounting, sustainability, natural capital, discounting, structural uncertainty, catastrophes, the dismal theorem, climate change, innovation, endogenous technical change, and productivity. Outcome 1: Students will learn and apply analytical concepts and techniques of dynamic analysis. Outcome 2: Students will examine and analyze macroeconomic applications of these methods that are relevant to the environment, energy, natural resources, agriculture, development, management, finance, marketing, accounting, industrial organization, innovation, entrepreneurship, organizations, technology and business economics. Outcome 3: Students will be able to discuss and apply optimal control theory, capital theory, the maximum principle, the stationary rate of return to capital, investment, dynamic competitive equilibrium, calculus of variations, q-theory, optimal economic growth, optimal savings, optimal growth with pollution, the environmental Kuznets curve, optimal multisector growth, limits to growth, national income accounting, sustainability, natural capital, discounting, structural uncertainty, catastrophes, the dismal theorem, climate change, innovation, endogeneous technical change, and productivity. Outcome 4: Students will develop the creative and critical thinking skills needed for research in the area.",5.0,Sustainability,sustainability_and_policy-4,"{""sustainability"": 2}"
AEM 6993 - CEMS Masters in International Management Project,"Spring. 6 credits. Letter grades only (no audit). Forbidden Overlap: due to an overlap in content, students will not receive credit for both / and AEM 6993. Enrollment limited to: students in the CEMS program. P.D. Perez, S. Shu. The CEMS Masters in International Management Project requires students to work in culturally and functionally diverse teams to solve real international business strategy and management problems for actual organizations engaged in activities that span national borders. Student teams are matched with corporate and social partners and given a consulting assignment, which the teams resolve with interaction with their corporate and social partners and supervision from the professor. In addition to the actual consulting work, the course includes a set of skill building and debriefing meetings referring to information acquisition and analysis, critical thinking in an organizational environment, consulting practice, project management, and processes of team formation and management. The result of the project is a comprehensive report and formal presentation to the corporate or social partner. Outcome 1: Students will be able to develop a substantiated and implementable solution to a present business and/or organizational problem that encompasses national borders. Outcome 2: Students will be able to present in written and oral form the substantiated and implementable solution described above. Outcome 3: Students will be able to demonstrate healthy team formation and maintenance dynamics; with emphasis on psychological safety. Outcome 4: Students will be able to develop and execute a project plan. Outcome 5: Students will be able to apply sound critical thinking and problem solving methodologies for business and organizational problems. Outcome 6: Students will be able to recognize the complexities of decision making in conditions of organizational inertia and of high levels of risk and uncertainty. Outcome 7: Students will be able to practice the tools and behaviors to plan and execute a consulting intervention.",2.5,Project Management,engineering_capabilities-2,"{""project management"": 1}"
AEM 6490 - Financial Markets and Sustainability,"Fall. 3 credits. Letter grades only (no audit). Co-meets with . S. Thakor, J. Tobin. This course provides a broad overview of the financial markets, including the structure and function of these markets, the financial products that are transacted on them, and the institutions that operate within them, while addressing how financial markets are evolving in response to the challenges of sustainability. Through the use of case studies, lectures, readings, and project work, students learn how the leading actors in the financial services industry operate, what motivates them, and how they facilitate the flow of capital between those who can provide financing and those who need it. In parallel with this, the course explores how the tools of finance can be used to generate social and environmental returns in addition to financial returns. Outcome 1: Describe the structure of the financial markets, explain the role of key market actors, and discuss the attributes of the main products and services transacted on the financial markets. Outcome 2: Recognize and assess the negative externalities likely to result from particular financial transactions. Outcome 3: Illustrate how financial products and services are utilized by sustainable finance practitioners to generate social and environmental co-benefits such as ecosystem conservation, poverty reduction, and improved education. Outcome 4: Evaluate proposed sustainable finance transactions and weigh their potential to generate both financial returns and nonfinancial returns. Outcome 5: Identify sources of unused natural or social capital and propose strategies to unlock cash flows currently locked within such sources.",6.0,Sustainable Finance;Sustainability,sustainability_and_policy-4,"{""sustainability"": 2, ""sustainable finance"": 2}"
AEM 6090 - Environmental Finance and Markets,"(CU-CEL, CU-SBY) Spring. 3 credits. Letter grades only. Prerequisite: or equivalent. Co-meets with . J. Tobin. This course provides an overview of environmental finance and markets, with particular emphasis on the development and use of financial instruments and investment strategies that seek to further the long-term sustainability of ecosystems. The course will explore the uses of such products as debt-for-nature swaps, environmental impact bonds, structured notes, and green bonds, and seek to illustrate both their potential and their limitations through a review of market transactions. The course will also explore how investment decisions can influence environmental outcomes, and the role that sustainable asset management strategies can have in achieving desired conservation objectives. Outcome 1: Describe how the tools of finance can be used to address societal challenges such as ensuring the long-term sustainability of ecosystems. Outcome 2: Identify opportunities to leverage the power of the investment markets to achieve particular outcomes by identifying potential cash flows inherent to preserved or sustainably-managed ecosystems. Outcome 3: Examine proposed investment blueprints and assess their potential to achieve desired conservation outcomes. Outcome 4: Propose ways in which financial products and services may be used to better manage environmental risks and deliver both financial and environmental returns.",9.5,Sustainability;Green Bond,sustainability_and_policy-4;clean_energy_markets-4,"{""sustainability"": 2, ""green bond"": 1}"
AEM 5620 - Digital Innovation in Media Markets & Creative Industries,"Spring. 3 credits. Letter grades only (no audit). Prerequisite: , or equivalent. Co-meets with . I. Reimers. In this course we will examine the market dynamics and technological innovations that have challenged the traditional foundations and created opportunities for content producers in media and creative industries. The goal of the course is to develop strategies to identify and exploit new opportunities arising from technological changes, and to motivate regulatory solutions to address emerging market failures. To integrate a market-based approach with practical implications for firms and entrepreneurs, the course will consist of three components: theoretical frameworks, insights from academic literature, and basic data analysis. Outcome 1: Describe the ways in which advances in technology affected the costs of production and distribution of creative content. Outcome 2: Analyze the effects of the digital transformation on firm size and market structure in media industries. Outcome 3: Evaluate the consequences of (free) digital distribution for the profitability and sustainability of traditional content creators. Outcome 4: Formulate optimal strategies for entrepreneurs to extract value from creative content consumers and monetize digital platforms. Outcome 5: Estimate the welfare gains to creative content consumers from enhanced information and variety.",4.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 1}"
AEM 5605 - Predictive Analytics for Business Strategy,"Spring. 3 credits. Student option grading (no audit). Enrollment limited to: graduate students. Co-meets with . I. Reimers. This course teaches students how data analysis informs business strategy, using a framework of logical reasoning and practical communication. We will develop analytical skills and gather hands-on experience with data to understand how strategic decisions affect firm performance, for example in the context of economic consulting. The material will focus on a subdivision of predictive analytics called active prediction, and students will learn the basics of identification to determine what data are most useful when answering a given empirical question. Outcome 1: Perform and explain both deductive and inductive reasoning in the context of data analysis. Outcome 2: Distinguish data mining from causal analysis, as well as passive prediction from active prediction. Outcome 3: Use statistical software to perform data analysis. Outcome 4: Write clearly and concisely about data analysis to establish causal relationships among strategic variables and outcomes. Outcome 5: Explain to a non-technical audience the key components of data analysis establishing causality and its implications.",2.0,Predictive Analytics,technical_skills-1,"{""predictive analytics"": 2}"
