title,description,relevance_score,matched_keywords,matched_groups,keyword_frequencies
CEGR 467 - Transportation Infrastructure Engineering Systems,Advanced topics in the systems approach to transportation infrastructure civil engineering management. Topics and methods to include: constrained optimization; marginal analysis; linear programming; sensitivity analysis; dynamic programming; multi-objective optimization. completed with grades of “C” or higher (AS NEEDED),2.5,Engineering Management,engineering_capabilities-2,"{""engineering management"": 1}"
CEGR 465 - Traffic Engineering,"The principles of traffic engineering involving the analysis, planning and design of roads, streets and highways, and their related networks. Coverage includes the dynamics of traffic flows; traffic studies and data collection; capacity analysis of freeways and arterials; the analysis and design of traffic control systems, including signalized and unsignalized intersections. completed with grades of “C” or higher (FALL)",1.5,Control Systems,technical_skills-1,"{""control systems"": 1}"
CEGR 463 - Physical – Chemical Treatment of Wastewater,Theory and application of physical and chemical operation and processes for wastewater treatment. Topics and discussion will include sedimentation; flotation; disinfection; coagulation; flocculation; filtration; carbon absorption; reverse osmosis; ion exchange and thickening. and completed with grades of “C” or higher (SPRING),3.5,Ion Exchange,production-3,"{""ion exchange"": 1}"
"CEGR 400 - Project Management, Finance & Entrepreneurship","The principles and techniques of project management in the planning, design and operation of civil engineering infrastructure and service systems. Specific topics and project management techniques covered include: Project manager and Team building and leadership, Economic analysis in project selection, Project Financing and entrepreneurship, project planning, project organization Project cost estimation, Network analysis and related applications to Project scheduling (i.e. PERT -CPM), Project Monitoring and control using Microsoft project software and project termination process. or and or completed with grades of “C” or higher (FALL/SPRING)",3.5,Project Management,engineering_capabilities-2,"{""project management"": 3}"
CEGR 338 - Environmental Engineering I and Laboratory,"This course integrates lectures and laboratory sessions to provide students with a comprehensive understanding of environmental processes. Lectures cover unit operations in water, wastewater, air, and solid waste treatment, as well as remediation and sustainable watershed protection. In the laboratory, students apply principles of general chemistry and biology to analyze water and wastewater quality, including assessments of the various forms of solids in wastewater, pH measurements, and salinity. Additionally, they gain hands-on experience with environmental analysis instruments. Through this combination of theoretical learning and practical experimentation, students develop a deep understanding of environmental engineering principles and techniques. This prepares them to address complex environmental challenges and contribute to sustainable solutions in their future careers. (Formerly CEGR 328) and and completed with grades of “C” or higher (FALL/SPRING)",1.5,Water Quality,technical_skills-1,"{""water quality"": 1}"
CYBR 150 - Cybersecurity Fundamentals,"This course is an introductory course and will cover foundational and some core topics of cybersecurity defense. It will cover threats and adversaries and examine vulnerabilities and essential risk management like backups and recovery. It will introduce the following concepts: common attacks, risk assessment, security life-cycle, access control models, confidentiality, integrity, availability, access, authentication, and counter-measures. It will also introduce the principles of isolation, encapsulation, modularity, and others. It will also deal with the I.T. systems components and miscellaneous basic cybersecurity operations. (FALL/SPRING)",1.5,Risk Assessment,technical_skills-1,"{""risk assessment"": 1}"
CMGT 499 - Construction Management Capstone,"This course will provide the business and construction practices related to operation of a construction company. Special emphasis will be placed on construction documentations for a building project including cost estimating, scheduling, development drawings, site plan drawings and building processes and review. Written and oral work is formally presented and critiqued among construction faculty; students and industry professionals. and and completed with grades of “C” or higher (SPRING)",2.5,Construction Management,engineering_capabilities-2,"{""construction management"": 1}"
CMGT 498 - Construction Management Internship,Supervised professional experiences in firms or companies involved in the construction industry. A presentation by the student will be held to summarize his/her internship experience. Approval of Program Director. (SUMMER),2.5,Construction Management,engineering_capabilities-2,"{""construction management"": 1}"
CMGT 300 - Construction Project Management,"This course will provide detailed knowledge about the skills, tools, management processes, quality, time management, and risk management required to undertake a project successfully. It will focus on the key personnel, relationships, and duties amongst all parties that are involved in constructing a successful project. Relevant contract administration software will be utilized. Students must be at least junior standing to register. (FALL)",2.5,Project Management,engineering_capabilities-2,"{""project management"": 1}"
CMGT 242 - Construction Operations,"The course introduces students to all facets of construction jobsite management from the contractor’s perspective. It includes theories of project management and field supervision, jobsite layout, requirements of field scheduling, job recording and documentation. labor relations and control, subcontracting and purchasing, progress payments and project closeout. completed with a grade of “C” or higher (SPRING)",2.5,Project Management,engineering_capabilities-2,"{""project management"": 1}"
CMGT 101 - Introduction to Construction Management,"This course is an introduction to basic principles and skills required to organize and manage large construction projects, including the issues of liability and coordination responsibilities of the owner, project manager, general contractor, sub-contractor, and design professionals. Students will be introduced to building information modeling technology for construction managers. Formerly ARCH 451, ARCH 341, ARCH 241 and CMGT 241) (FALL)",2.5,Construction Management,engineering_capabilities-2,"{""construction management"": 1}"
COSC 472 - Introduction to Machine Learning,"This data science course is an introduction to machine learning and data mining. You will develop a basic understanding of the principles of machine learning, data mining, statistical learning theory, supervised and unsupervised learning, decision trees, deep learning and derive practical solutions using predictive analytics. We will also examine why algorithms play an essential role in Big Data Analysis. and completed with grades of “C” or higher (FALL OR SPRING)",1.5,Predictive Analytics,technical_skills-1,"{""predictive analytics"": 1}"
COSC 354 - Operating Systems,"Principles underlying computer operating systems are presented from a computer designer’s perspective. Concepts explained include process concurrence, synchronization, resource management, input/ output scheduling, job and process scheduling, scheduling policies, deadlock, semaphore, consumer/ producer relationship, storage management (real storage management policies in a multiprogramming environment), virtual memory management (segmentation and paging), and an overview of contemporary operating systems with these principles. Students program in a high level language. and completed with grades of “C” or higher (FALL OR SPRING)",1.5,Resource Management,technical_skills-1,"{""resource management"": 1}"
EEGR 431 - Linear Control Systems,"Analysis of time and frequency response of closed loop systems, Routh-Hurwitz and Nyquist criteria for stability, root-locus method, and system specifications. completed with a grade of “C” or higher (AS NEEDED)",1.5,Control Systems,technical_skills-1,"{""control systems"": 1}"
FACS 351 - Family Resource Management,"This course is a comprehensive approach to utilizing effective management processes of one of the most vital segments of our lives - the home. These management processes will include communication, decision-making, feedback, goal setting, planning, implementing and evaluating through current readings, class problems and projects. (FALL/SPRING)",1.5,Resource Management,technical_skills-1,"{""resource management"": 1}"
FACS 102 - Adulting,"This course explores components of skills needed for life success. Topics will include study skills, interpersonal relationships, career assessment, employability skills, decision making, home maintenance and ownership, and personal finance management. Additional areas will also incorporate healthy food choices, apparel management, meal planning and preparation, physical and community well-being across the lifespan, citizenship skills, maintaining a healthy lifestyle, and resource management. (FALL/SPRING)",1.5,Resource Management,technical_skills-1,"{""resource management"": 1}"
HLTH 301 - Discovering Environmental Health,"This course focuses on how natural and built environments affect human health by examining the impact of physical, chemical and biological factors. Understanding disease prevention and management through assessing and controlling environmental factors that pose a threat to human health whether it involves air quality, natural disasters, radiation, water quality, UV exposure, indoor air pollutants, climate change, healthy communities and work environments, or the effects of toxic substances is included. (SPRING)",1.5,Water Quality,technical_skills-1,"{""water quality"": 1}"
HLTH 300 - Environmental Health Citizenship,"This course is designed to introduce and expand upon the concept of environmental health citizenship as a duty-based set of ideas and actions. The course will include the theory, principles, and practices of environmental citizenship centered around sustainability. There is emphasis placed on maintaining ecological and environmental health, creating economic welfare, and ensuring social justice as an aspect of overall public health. (FALL)",4.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 1}"
GEOG 105 - Introduction to Weather and Climate,"This course is designed to provide a fundamental understanding of the elements of weather and climate, their geographic patterns of variation, and environmental outcomes around the globe. In addition to nature’s processes such as solar radiation, atmospheric moisture, air pressure and circulation, and storm formation, the course emphasizes the human dimensions of global climate change where vulnerability, adaptation, and resilience to weather and climate extremes are examined using geospatial technologies like geographic information systems. (FALL/SPRING)",2.5,Geographic Information Systems,engineering_capabilities-2,"{""geographic information systems"": 1}"
FACS 482 - Global Sourcing,"In the contemporary global fashion industry, sourcing has emerged as a significant competitive strategy for fashion manufacturers and retailers. The goal of this course is to offer students insights into the dynamic nature of the global fashion industry, encompassing supply chain management, risk assessment, ethical considerations, and the utilization of technology in sourcing process. This course will also emphasize the ‘why’ and ‘how’ of global sourcing. Must be Junior standing or higher. completed with a grade of “C” or higher (FALL)",1.5,Risk Assessment,technical_skills-1,"{""risk assessment"": 1}"
IEGR 452 - Project Management,"The concept of project planning and organization, project life cycle, project scheduling, organizational forms and conflict resolution will be addressed. The use of schedule and technical planning and control methods such as WBS and network models as AOA, AON, and CPM/PERT will be stretched. Proposal writing and the use of project management software tools for creating a typical project plan will be explored. completed with a grade of “C” or higher (AS NEEDED)",3.0,Project Management,engineering_capabilities-2,"{""project management"": 2}"
IEGR 435 - Quantitative Methods in Systems Engineering,"This course provides quantitative modeling and analysis techniques, as well as the application to decision making in systems engineering. Topics include introduction to operations management, matrix algebra, formulation of optimization models, probabilistic methods and decision analysis, quality assurance and reliability, introduction to stochastic models, system simulation, network analysis and logistics management and computer-based solution by software. and completed with grades of “C” or higher (AS NEEDED)",4.5,Quality Assurance;Systems Engineering,engineering_capabilities-2;technical_skills-1,"{""systems engineering"": 2, ""quality assurance"": 1}"
SUEE 493 - Senior Project,"The capstone course sequence in Civil Engineering (SUEE 492 and 493) provide the culminating experience in undergraduate education for these two programs. In these courses, students to draw upon previous coursework to solve real world design problems in a team setting. Projects include the challenges of project management, optimizing limited resources, meeting strict schedules, and working productively within a team structure - all while dealing with CE systems, designs, and components representative of those encountered in real environments.",2.5,Project Management,engineering_capabilities-2,"{""project management"": 1}"
SUEE 492 - Senior Review and Project Proposal,"The capstone course sequence in Civil Engineering (SUEE 492 and 493) provide the culminating experience in undergraduate education for these two programs. In these courses, students to draw upon previous coursework to solve real world design problems in a team setting. Projects include the challenges of project management, optimizing limited resources, meeting strict schedules, and working productively within a team structure - all while dealing with CE systems, designs, and components representative of those encountered in real environments.",2.5,Project Management,engineering_capabilities-2,"{""project management"": 1}"
SUEE 463 - Physical/Chemical Treatment of Wastewater,Theory and application of physical and chemical operation and processes for wastewater treatment. Topics and discussion will include sedimentation; flotation; disinfection; coagulation; flocculation; filtration; carbon absorption; reverse osmosis; ion exchange and thickening. and completed with grades of “C” or higher (SPRING),3.5,Ion Exchange,production-3,"{""ion exchange"": 1}"
SUEE 220 - Introduction to Urban Sustainability,"This course introduces students to the field of urban sustainability. Principles of urban sustainability in engineering practice shall be investigated, especially by considering how sustainability is embedded in planning and designing urban infrastructures, organizing for sustainable communities, and mitigating environmental risks and vulnerabilities. The course will focus on urban infrastructure from an engineering perspective, with an emphasis on sustainability. Bringing together both fundamental principles and practical knowledge from civil engineering, environmental engineering, urban planning, electrical engineering, mechanical engineering, and computer science, the course transcends disciplinary boundaries by viewing urban infrastructures as integrated networks. The course will feature problem-based and place-based approaches, scenarios analysis, group projects, site visits and interdisciplinary skills. completed with a grade of “C” or higher (FALL/SPRING)",6.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 5}"
IEGR 417 - Systems Engineering: Principles and Techniques,"Introduction to systems engineering concepts. Systems structure, open-loop and closed-loop systems, positive and negative feedback. Applications to production and inventory systems, population and physical systems. Analytical foundation of systems engineering, calculus of finite differences, Fourier analysis, and use of transform techniques in linear systems analysis. completed with a grade of “C” or higher and Junior standing required to register (FALL)",3.5,Systems Engineering,engineering_capabilities-2,"{""systems engineering"": 3}"
IEGR 406 - Industrial Safety and Health,"Survey of procedures and practices in industrial safety including government regulations (OSHA), life safety, electrical safety, air contamination, noise, radiation, ventilation, illumination, toxicology, and safety engineering organization. and completed with a grade of “C” or higher and Junior standing required to register (AS NEEDED)",2.0,Industrial Safety,technical_skills-1,"{""industrial safety"": 2}"
TRSS 495 - Special Topics in Transportation and Infrastructure Studies,"This course focuses on emerging technological applications in transportation and infrastructure studies to foster sustainability in the context of equity, multimodalism, intermodalism, environmental stewardship, safety and efficiency, and/or alternative energy. Relevant topics include Artificial Intelligence, Connected & Autonomous Systems, Machine Learning & Big Data Analytics, Green Energy, and/or Smart & Resilient Infrastructure Systems. Experiential learning and case study approach will be emphasized. Topics are selected based on faculty and student interest and may vary from semester to semester. This course is repeatable for up to nine (9) credits. Department Chair approval and Junior or Senior classification required to register. (AS NEEDED)",5.0,Environmental Stewardship;Sustainability,sustainability_and_policy-4,"{""sustainability"": 1, ""environmental stewardship"": 1}"
SWAN 336 - Practicum in Animation Writing,"This course emphasizes development, pre-visualization, and scripting of original concepts for animation as features, series, and shorts.The course incorporates a study of current practice in the industry and stresses the techniques and process of getting original work into the creative pipeline of a leading childrens or adult animated series. or or permission of Instructor required to register (AS NEEDED)",3.5,Pipeline,delivery_and_storage-3,"{""pipeline"": 1}"
RELG 240 - Cities and the Good Life,"This course invites you to reflect on theories of the good life, to shape your vision of it, & to work to bring it to life. In addition to engaging theories of and approaches to the good life (e.g. flourishing, utopia, eden, heaven, zion, salvation, liberation, pleasure and joy, holistic health and wellbeing, quality of life, “the American dream”) we will explore various topics related to the fields of philosophy, religious studies, social justice, mental health, and task/project management. (AS NEEDED)",2.5,Project Management,engineering_capabilities-2,"{""project management"": 1}"
TRSS 420 - Transportation Systems Evaluation,"This course will focus on analytical methods commonly used in transportation planning. Discussions will include transit, highway and traffic-intersection capacity analysis, the transportation planning process, benefit-cost analysis, and environmental impact assessment process. or and or higher completed with grades of “C” and Junior standing required to register (SPRING)",4.5,Environmental Impact Assessment,sustainability_and_policy-4,"{""environmental impact assessment"": 1}"
TRSS 319 - Geographic Information Systems (Gis),"This course will expose the student to the concept of spatial analysis using GIS tools. Topics covered will include GIS need assessment, mapping of spatial entities, linear referencing, development of a GIS-based decision support system, and applications in asset management and planning. (FALL)",2.5,Geographic Information Systems,engineering_capabilities-2,"{""geographic information systems"": 1}"
IEGR 363 - Manufacturing Processes,"Defining the role of manufacturing processes in product development and manufacturing. Review of elements of materials engineering as related to manufacturing processes. Introduction of different processes including how they are done, when they are done, what are the tools and equipment required, design considerations, safety, product applications, and future trend and research interests for each process. Processes covered include casting, rolling, forging, extrusion, and CNC machining (mill & lathe). Other discussions include heat treatment, powder metallurgy, sheet metal forming, plastic and composite processing technology and welding and joining processes. Brief introduction to nontraditional manufacturing processes including mechanical, electrical, thermal and chemical processes. Review of common aspects of manufacturing such as metrology and instrumentation, quality assurance, testing and inspection, human factors engineering, safety, and product liability. completed with a grade of “C” or higher (FALL)",7.5,Materials Engineering;Quality Assurance;Welding,technical_skills-1;engineering_capabilities-2;delivery_and_storage-3,"{""welding"": 1, ""materials engineering"": 1, ""quality assurance"": 1}"
IEGR 309 - Materials Engineering,"Fundamentals of materials including the structure of metals, mechanical behavior, testing, manufacturing properties, and physical properties. Metal alloys including their structure and strengthening by heat treatment. Production, general properties, and use of steels, nonferrous metals, polymers, ceramics, graphite, diamond, and composite materials. and completed with a grade of “C” or higher and Junior Standing required to register and (SPRING)",2.5,Materials Engineering,engineering_capabilities-2,"{""materials engineering"": 1}"
HRMG 465 - Issues in Human Resource Management,"This course is an in-depth investigation of selected current trends and issues of importance in HR and industrial relations. It is an integrative, case-oriented approach to the study of problems and policy in HR and industrial relations. Simulation exercises and case analysis are used in addition to lecture and student presentations. (Formerly MGMT 465) Senior standing in the GSBM required to register. This is a course with “Honors” designation. (SPRING)",1.5,Resource Management,technical_skills-1,"{""resource management"": 1}"
HRMG 329 - Human Resource Management,"This course examines principles and practices involved in recruiting, interviewing, selecting, hiring and developing employees. Separations, transfers, promotions, EEO considerations, privacy and affirmative action are considered. (Formerly MGMT 329) completed with a grade of “C” or higher (FALL/SPRING)",1.5,Resource Management,technical_skills-1,"{""resource management"": 1}"
MATH 436 - Quality Control,"Statistical process control, including principles of control charts, control charts for attributes and variables, and special control charts; process capability studies; methods for quality improvement; acceptance sampling, including single, double, sequential and multiple attribute sampling plans, and sampling plans by variables; reliability, life testing and exposure to industrial experimentation. Computer projects via statistical software systems completed with a grade of “C” or higher (AS NEEDED)",1.5,Process Control,technical_skills-1,"{""process control"": 1}"
MGBU 375 - Change Management,"In this course you will learn how to plan, implement, and effectively manage change in organizations using an evidence-based approach (ask, acquire, appraise, aggregate, apply, assess). You will use change management (CM) concepts (e.g., relationship to strategic management, types of change, relationship to project management, organizational and individual change, CM roles and responsibilities, organizational alignment and CM) and processes (i.e., evaluate change impact and organizational readiness, formulate the CM strategy, develop the CM plan, execute the CM plan, complete the CM effort) to: 1] increase organizational readiness, flexibility and adaptability, 2] increase stakeholder engagement, morale, and preparedness for change, 3] minimize any productivity/performance declines during change, 4] accelerate performance during and after change, 5] minimize the learning curve, 6] increase the likelihood of benefits realization, and 7] optimize long-term sustainability of the future state. (Formerly MGMT 375) completed with a grade of “C” or higher (FALL/SPRING)",7.0,Sustainability;Project Management,sustainability_and_policy-4;engineering_capabilities-2,"{""sustainability"": 1, ""project management"": 1}"
MLS 300 - Principles of Medical Technology,"This is an integrated lecture and laboratory course to introduce concepts and techniques in the clinical laboratories. Topics include laboratory safety and mathematics, glassware, pipets, principles of instrumentation and quality assurance. Students will develop basic laboratory techniques and skills in the laboratory sessions. MDTC 300 completed with a grade of “C” or higher (FALL)",1.5,Quality Assurance,technical_skills-1,"{""quality assurance"": 1}"
MEGR 450 - Cyber-Physical Systems Security,"Cybersecurity Principles for cyber-physical systems including network security, communications security, risk assessment, privacy, applications include industrial control systems and internet-of-things (IOT) applications. completed with a grade of “C” or higher (AS NEEDED)",2.0,Risk Assessment;Control Systems,technical_skills-1,"{""risk assessment"": 1, ""control systems"": 1}"
MEGR 431 - Linear Control Systems,This course provides students with fundamental backgrounds and theory that are necessary to analyze and design of linear control systems from both classical and modern viewpoints with strong emphasis on the design of performance-oriented controllers under typical practical implementation constraints. with a grade of “C” or higher (FALL/SPRING),2.0,Control Systems,technical_skills-1,"{""control systems"": 2}"
INTD 412 - Business and Professional Practice for Interior Designers,"This course explores the current best practices of Interior Design including business ethics, business management, business marketing, and practice sustainability. and and completed with grades of “C” or higher (FALL)",4.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 1}"
INTD 335 - Building Codes,"This course concentrates on building codes, code officials, and the code process. This includes how to work with code officials in the design, review, and construction aspects of a project. It also covers working with performance codes, accessibility requirements, and sustainability requirements. and and completed with grades of “C” or higher (FALL)",4.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 1}"
INSS 496 - IT Project Management,"This course discusses the processes, methods, techniques and tools that organizations use to manage their information systems projects. The course covers a systematic methodology for initiating, planning, executing, controlling, and closing projects. The course covers all project management knowledge areas as outlined by Project Management Institute. completed with a grade of “C” or higher (SPRING)",3.5,Project Management,engineering_capabilities-2,"{""project management"": 3}"
INSS 490 - Information Systems Project Development and Management,No Description Found,2.5,Project Development,engineering_capabilities-2,"{""project development"": 1}"
INSS 435 - Applied Predictive Analytics,"This course prepares students to apply analytical models to organizational data sets to gain insights and solve business problems. Students will use current point-and-click analytical tools. Topics include multivariate regression model, classification models, clustering models, forecasting models, outliers’ model, and time-series models. completed with a grade of “C” or higher (AS NEEDED)",1.5,Predictive Analytics,technical_skills-1,"{""predictive analytics"": 1}"
IEGR 488 - Flexible Manufacturing Systems,"Introduction of Flexible Manufacturing systems (FMS), including manufacturing cells, physical planning, human resources, Just-In–Time (JIT) manufacturing, processing and quality assurance equipment and systems, system support equipment, FMS computer hardware, software, and communication network and FMS installation and implementation aspects. and and completed with grades of “C” or higher (AS NEEDED)",1.5,Quality Assurance,technical_skills-1,"{""quality assurance"": 1}"
IEGR 478 - Computer Aided Manufacturing,"Introduction to the use of CAM systems, including integration of Computer Aided Design (CAD) in part-design specification and intermediate analysis, Concurrent Engineering (CE), Design for Manufacturing (DFM), Process Engineering, Fixed Automation, Group Technology (GT), Computer Aided Process Planning (CAPP) / Computer Managed Process Planning (CMPP), NC Programming, Computer Numerical Control (CNC), and introduction to electronics manufacturing. and completed with grades of “C” or higher (AS NEEDED)",4.0,Automation;Process Engineering,engineering_capabilities-2;technical_skills-1,"{""process engineering"": 1, ""automation"": 1}"
