title,description,relevance_score,matched_keywords,matched_groups,keyword_frequencies
TEC 3610 - Computer Applications for Renewable Energy Systems (3),"This course will introduce students to a variety of software packages and will help develop proficiency in their use. Software packages may include Excel, SAM, HOMER, WindCAD, and RETScreen. Successful students will learn how to calculate the performance of a variety of solar heating technologies, photovoltaics, wind turbines, and solar house designs. The economics and environmental benefits of renewable energy systems will also be analyzed. Data analysis techniques will be introduced. File formats and memory allocation schemes, as they relate to understanding data storage, will be discussed. Quantitative problem solving skills will be emphasized throughout the course.",5.0,Renewable Energy,sustainability_and_policy-4,"{""renewable energy"": 2}"
TEC 3606 - Sustainable Water and Wastewater Technology (3),"This course will introduce students to both traditional and alternative water and wastewater treatment methods and technologies. Students will study how to analyze the water cycle and how to develop water management strategies which are both economically and environmentally sustainable. Topics may include water availability, water quality and purification techniques, water quality assessment, water pumping, efficiency, grey water, composting toilets, “living machines”, and water policy. Students will complete a significant independent project.",2.0,Water Quality,technical_skills-1,"{""water quality"": 2}"
TEC 3605 - Sustainable Resource Management (3),"This course will introduce students to material efficiency strategies, recycling, composting, and the concept of life cycle design. A range of resource management philosophies, technologies and techniques will be discussed and analyzed. Students will complete a significant independent project.",2.0,Resource Management,technical_skills-1,"{""resource management"": 2}"
TEC 3604 - Sustainable Transportation (3),"This course will introduce students to emerging technologies and strategies for creating sustainable transportation systems. Specific topics may include: public transportation strategies, bicycle technologies, electric vehicles, energy efficient transportation options, and alternative fuels such as biodiesel, alcohol, natural gas, and hydrogen. The environmental, social, economic, and technological aspects of these options will be explored. Students will complete a significant independent project. Lecture three hours.",5.5,Hydrogen,hydrogen_phrases-5,"{""hydrogen"": 1}"
TEC 2601 - Energy Issues and Technology (3),"This course will explore the various forms of energy and will examine the complete range of energy conversion systems existing in the world today. Students will examine energy resources, their economic and environmental impacts, and technologies used to exploit them. The course consists of three major sections: principles of power and energy, conventional energy resources, and renewable energy resources. Lecture three hours.",4.5,Renewable Energy,sustainability_and_policy-4,"{""renewable energy"": 1}"
S_D 4900 - Internship/Practicum (1-9),"Supervised work in an appropriate field experience. A critical means to apply theoretical constructs, methods and techniques learned in the classroom to real-world settings. The practicum offers ways of acquiring practical work experience and it provides opportunities to engage in community organizations, non-governmental and governmental organizations, and businesses that seek to advance sustainability in specific ways. The internship/practicum may occur at the local, regional, state, national or international levels. The practicum is an important part of the program’s commitment to sustainable development in the wider world.",4.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 1}"
S_D 4550 - Senior Seminar (3) [CAP],"Review, synthesis, reflection, and elaboration on aspects of sustainable development. Designed as a final on-campus opportunity for students to synthesize and integrate the theories and practices that inform sustainable development, to test their ideas in conversation, to connect their individual work with the work and ideas of others, and to examine career opportunities related to sustainability. Variable content. Ideally should be taken during the final semester of on-campus study.",4.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 1}"
S_D 3800 - Voices in Sustainable Development (3) [WID],"This course examines landmark texts and traditions of thought in the field of sustainable development. Students examine how authors take up and interweave central threads of thinking and action in the fields of development and environmental protection. We pay special attention to the lived experiences of people who struggle for self-determination and justice across multiple scales of socio-ecological life. Selected texts highlight the influence of diverse voices in discourses of sustainable development as they explore concepts such as identity and belonging, the good life, writing as a form of political engagement, and the role of language and culture in shaping habits of mind.",4.5,Environmental Protection,sustainability_and_policy-4,"{""environmental protection"": 1}"
S_D 3675 - Outreach Skills for Sustainability (3),"This practicum-style course develops students’ outreach skills to help them contribute more effectively to the transformations that create sustainable communities. We explore approaches to engaging with communities on shared concerns and actions related to addressing climate change and other sustainability challenges. Students practice skills that are essential to outreach, such as program/event planning, crafting outreach messages and pieces, community organizing, working with partner organizations, and media outreach.",5.0,Sustainability,sustainability_and_policy-4,"{""sustainability"": 2}"
S_D 3610 - Issues in Environmental Sustainability (3) [WID],"This course examines humanity’s demands on nature, the status of critical life support functions of natural systems, growing and emerging threats to those systems-particularly climate change and biodiversity loss-and the significance to sustainable development. Through exploration of global scale assessments of natural systems, case studies, and current sustainability science literature on the Anthropocene, planetary boundaries and more, this course deepens student understanding of the natural sciences that inform sustainable development.",5.0,Sustainability,sustainability_and_policy-4,"{""sustainability"": 2}"
S_D 3420 - Agroecology for Climate Action (3) [WID],"The climate crisis threatens the wellbeing of all life on earth for generations to come. Modern, high-input agriculture has increased greenhouse gas emissions, reduced the resilience of ecosystems, and resulted in uneven development. This course takes as a given that transformational change to our agricultural systems must play a role in securing a just and livable climate future. Students examine how agroecological transformations can provide equitable strategies for climate adaptation and just transitions. Students also synthesize evidence for the effectiveness, adoption, and equity of different agroecology for climate action strategies, and they engage in writing for research, policy, and advocacy.",4.5,Greenhouse Gas Emissions,sustainability_and_policy-4,"{""greenhouse gas emissions"": 1}"
S_D 3375 - Sustainable Economics and Community Development (3),"What does it mean for economies or development initiatives to be just and sustainable? How are communities around the world mobilizing to advance their own visions of just and sustainable economic development? And what are the prospects for creating alternative economies in today’s world? This course provides the theoretical and practical tools needed to explore economic issues from the perspective of sustainable development. Students will examine multiple perspectives on sustainable development, engage critiques of development and sustainability, and analyze case studies of sustainable economic initiatives, alternate economies, and community development.",4.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 1}"
S_D 3200 - Agroforestry and Farm Forestry Systems (3),"Agroforestry has been defined by the World Agroforestry Center (2000) as “a dynamic, ecologically based management practice that integrates trees and other tall woody plants in the agricultural landscape to diversify production for increased social, economic and environmental benefits.” This course will focus on how the principles, complexity and diversity of agroforestry systems enhance land productivity and sustainability. The social and economic benefits of such systems for farmers, communities and society will also be discussed. Emphasis will be on temperate zone agroforestry systems, in particular those suitable for, or having potential for, northwest North Carolina. As these systems are much more extensive in (sub)tropical areas, agroforestry systems in those areas will also be briefly reviewed. The main emphasis of the course will be plant (crop) and soil aspects and component interactions, both above and below ground and from spatial and temporal perspectives.",4.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 1}"
S_D 2700 - Development Theory and Practice (3),"This course provides an overview of major contemporary perspectives on development and underdevelopment, examined through the critical lens of sustainability. Applications to particular topics and alternative models are considered in terms of their effects on people and environment.",4.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 1}"
S_D 2610 - Science for Sustainability (3),"Conventional development approaches are not sustainable because they degrade natural systems that are essential to planetary well-being, justice, and equity. An understanding of natural systems, including climate, biosphere, watersheds, and more, is thus necessary to shift interactions between nature and society toward more sustainable trajectories. This course is a survey of the natural sciences that support sustainable development.",4.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 1}"
SCM 3670 - Six Sigma and Quality Management (3),"This course will cover topics on the quality system, quality conformance, the management system for quality, the Six Sigma system, organizing for Six Sigma, selecting winning Six Sigma projects, leading a Six Sigma project team, and the Six Sigma tool kit. Also, the course will discuss several methods for Six Sigma and quality management including quality assurance, measurement, reliability, process control charts, and sampling techniques. In order to understand the real life applications of quality management, various real-world cases will be discussed.",2.0,Process Control;Quality Assurance,technical_skills-1,"{""process control"": 1, ""quality assurance"": 1}"
GES 3110 - Environmental Regulation and Enforcement (3),"The purpose of this course is to equip students with an understanding of environmental regulation in the U.S., from its origin as environmental policy to its application and enforcement. This course will provide students with an overview of 1) the role and responsibilities of regulators, 2) the various aspects of industry regulation (with special emphasis on the surface mining industry), and 3) aspects of environmental and safety regulation applicable to industry consultants. The course will conclude a survey of the different mechanisms of regulatory enforcement. Throughout the course, students will be asked to consider and evaluate the varying and often competing interests of industry, regulatory agencies, and private citizens who are impacted by environmental regulation (or the lack of it). This course will benefit any student who intends to work in environmental consulting, industry, government, or environmental advocacy.",5.5,Environmental Regulation,sustainability_and_policy-4,"{""environmental regulation"": 3}"
GES 1010 - Introduction to Environmental Sciences (3),"An introduction to the interdisciplinary field of environmental science through case studies that emphasize the application of the scientific method toward understanding human and natural systems, analyzing the human-nature interface, and developing sustainable solutions. Topics include information literacy; environmental economics, policy, and planning; ecology and complex systems; natural resources management; energy; and sustainability.",4.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 1}"
GHY 4812 - GIS Analysis and Modeling (3),"Geographic Information Systems (GIS) provide powerful capabilities for modeling real-world phenomena in support of decision-making and in scientific research. This advanced GIS course will focus on concepts and strategies for raster modeling within a GIS. Objectives of the course include understanding fundamental and advanced GIS analysis methods, and the application of spatial concepts and procedures through computer-based exercises and projects.",2.5,Geographic Information Systems,engineering_capabilities-2,"{""geographic information systems"": 1}"
GHY 3812 - Geographic Information Systems (3),"The course covers principles of geographic information science and applied practice with geographic information systems (GIS). Emphasis will be on the primary functions of GIS use, map design, and spatial analysis relevant to social and environmental issues through laboratory exercises and projects. The course is comprised of both lecture and laboratory components for three hours a week.",3.0,Geographic Information Systems,engineering_capabilities-2,"{""geographic information systems"": 2}"
GHY 3110 - Ecoregions and Dynamic Landforms (3),"The course examines changes in natural and human environments that are illustrative of the broad principles of physical geography. Students will apply laboratory and field methods to analyze changing environments around the world. The course is a comprehensive study of our physical earth, emphasizing the patterns and interrelations of natural vegetation and landforms in North America and globally. Students will study the interactions between physical systems and human activities, and human effects on environmental quality and sustainability.",4.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 1}"
GHY 2812 - Geospatial Technology in a Changing World (3),"An introduction to geospatial data and technology used by geographers, planners and others. This includes the collection, management and output of geospatial data. Topics include computing fundamentals, Geographic Information Systems (GIS), Global Positioning System (GPS), remote sensing, and database management systems. Lecture two hours, laboratory two hours.",2.5,Geographic Information Systems,engineering_capabilities-2,"{""geographic information systems"": 1}"
GHY 2700 - Food Justice: Geographic Perspectives (3) [GenEd: SS],"We are undergoing a Food Justice revolution as food systems respond to climate change. This course examines the critical role of Food Justice in the political, social, and cultural revolutions in bringing change to human society. What foods we produce, and what foods we consume, are dictated by the specific conditions of place and our shared values. This course will take a broad view of food production and consumption with an eye towards issues of global sustainability, gender, and justice. While remaining mindful of the global context of food, we will be taking advantage of our location in the southern Appalachians, many of the examples we use in this class will be rooted in the specifics of Watauga County, North Carolina.",4.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 1}"
GHY 1010 - Global Environmental Systems (3),"This course takes an Earth Systems approach to introduce students to Earth’s atmospheric processes, physical landscapes, and biological systems through a lens of human interaction and sustainability. Students will explore a suite of topics including weather patterns, storms, and climate change, weathering of the Earth’s surface, ecological disturbance and biodiversity, and human impacts to Earth’s environmental systems.",4.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 1}"
GCM 3518 - Sustainability for Graphic Communications (3),"This course investigates sustainability from multiple perspectives, including historical background, economic, financial, social, and moral perspectives, within the context of (or in relation to) graphic communications. Lecture two hours, laboratory two hours.",5.0,Sustainability,sustainability_and_policy-4,"{""sustainability"": 2}"
IND 4557 - Design for Manufacture (3),"The theoretical design, development, and mass production of a manufactured product. To include market survey, design selection, prototype, construction, development of jigs and fixtures, and implementation of process planning and control systems. Lecture two hours, laboratory two hours.",1.5,Control Systems,technical_skills-1,"{""control systems"": 1}"
IND 3004 - Welding (3),"This course covers information about welding safety, equipment, materials, and applications of arc, oxy-acetylene, and inert gas techniques to include typical welding positions and welding ferrous and nonferrous metals. Lecture one hour, laboratory four hours.",5.0,Welding,delivery_and_storage-3,"{""welding"": 4}"
"HOS 3300 - Animals, Tourism, and Sustainability (3)","The course addresses the environmental effects of animal production, animal agency and sentience, the supply chain for animal experiences, the cache of exotic or endangered animals, the imagery or portrayal of animals in media and marketing, methods of demand reduction, and cultural interpretations of animals within tourism. The triple-bottom line of economics, society, and environment will provide a connective thread throughout the topics. We will explore contradicting and paradoxical ethical perspectives, whether those contradictions exist between government and industries, between tourism and other industries, or within ourselves. Examples of the ways that animals are leveraged in tourism include: Wildlife-watching, Hunting & Fishing, Entertainment, Sport or racing, Beasts of Burden/Transport, Animals as Food, Animals parts within souvenirs and art, Religious ceremonies and Cultural practices, Animal Selfies, Sanctuaries, Hawkers and street vendors, Wildlife trafficking, Tourism-based conservation programs, and Last Chance Tourism.",4.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 1}"
HOS 3100 - Sustainable Tourism (3),"The course will introduce the issues associated with the sustainable management of destinations and tourist attractions. Students will: learn the variety of ways that sustainability can manifest in the hospitality and tourism industry; understand the roles of international stakeholders involved in sustainable tourism; analyze case studies in key areas related to social, economic, and environmental impacts and consequences; and learn broad perspectives on how tourism relates to ecosystems, poverty, health, education, and social equity.",4.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 1}"
MKT 3290 - Services Marketing (3),"This course examines service organizations’ distinctive approach to marketing strategy development and execution. Services marketing explores the unique characteristics and challenges of service organizations and applies the expanded marketing mix (7Ps) in examining marketing strategies and processes for service planning, delivery, evaluation and recovery of service quality with the focus on customer satisfaction and retention. The course broadens the view of marketing and provides an understanding of services marketing theories and of how marketing can be practiced in organizations in local, national and international markets. Sustainability issues related to services marketing will be emphasized.",4.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 1}"
MKT 3215 - Professional Selling (3),"Focus is on the development of selling skills, from prospecting for new customers to making a sales presentation, closing the sale and following up, as well as the development of an understanding of the economic and psychological buying motivations affecting the sales of industrial and consumer goods and services. The course will also include the application of a sales force automation software to facilitate the selling process, and to increase retention of existing customers.",1.5,Automation,technical_skills-1,"{""automation"": 1}"
MGT 4640 - The Strategy and Practice of Human Resource Management (3),"This course examines human resource management from a strategic perspective. It is an interactive course which explores the intersection of human resource management, business policy, and competitive strategy. The goal is to provide students with the skills and core competencies needed to be successful managers of human capital in organizations.",2.5,Resource Management,technical_skills-1,"{""resource management"": 3}"
MGT 4000 - Organizational Innovation (3),"This course focuses on the practices and processes that leaders use to manage innovation effectively across the organization. The class explores the innovation process and its relation to markets, technology, sustainability, and social responsibility. It investigates the optimal organizational structures and cultures that enhance collaboration and coordination across functional boundaries within the organization. The course design is driven by four core principles: 1) Innovation processes should be aligned to organizational goals that emphasize multi-stakeholder value creation, 2) Innovations processes should be ongoing to enable an organization to be agile and responsive, 3) Collaboration within and across functions is the fuel that drives innovation, and 4) Innovation processes should align to an organization’s strategy.",4.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 1}"
MGT 3800 - Systems Thinking and Global Awareness (3),"Systems Thinking and Global Awareness studies management as practiced in different nations and cultures. It introduces the systems thinking framework in the context of international business to examine how differences in the political, economic, institutional, social, legal, and technological environments influence management functions (planning, organizing, motivating, and controlling) and management effectiveness. Strategic decision making in the global context is explored (mode of entry, organization structure, human resource management, international alliances) within the lens of system thinking and global interconnections.",1.5,Resource Management,technical_skills-1,"{""resource management"": 1}"
MGT 3670 - International Human Resource Management (3),"A study of human resource management with emphasis on the global economy. Topics will include human resource practices of multinational firms involved in international strategic alliances, joint ventures, and cross-border mergers and acquisitions. Attention will be given to managing expatriate assignments in terms of selection, preparation, retention, and inter-cultural adjustment. Additional topics will include managing host country nationals on their own soil and immigrant workers on U.S. domestic soil.",2.0,Resource Management,technical_skills-1,"{""resource management"": 2}"
MGT 3620 - Human Resource Management (3),"A study of basic personnel policies, practices, objectives, functions and the organization of personnel programs. Emphasis is placed on recruiting, selection, placement, training and development, employee evaluation, compensation, accident prevention, and union management relations in a modern business corporation.",1.5,Resource Management,technical_skills-1,"{""resource management"": 1}"
MGT 3300 - Sustainable Business-Theory and Practice (3),"The course provides a comprehensive exploration of business sustainability issues. Environmental and social concerns are converging to alter business strategies and practices, leading to new opportunities to create value for all of an organization’s stakeholders. Using lecture, case analysis, site visits, and guest speakers, students will learn about sustainable business practices that are both local and national in scope.",4.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 1}"
"MGT 3000 - Business Futures: Foundations in Ethics, Sustainability, and Inclusion (3)","A study of the placement and role of ethics, sustainability, and inclusion within organizations; examined critically in historical, present, and future contexts.",5.0,Sustainability,sustainability_and_policy-4,"{""sustainability"": 2}"
HCM 3680 - Human Resource Management in Health Service Organizations (3),"This course provides an overview of human resource management, particularly the functions, structure, laws and principles of effective human resource management in the health services industry. Instruction emphasizes the management of health care personnel focusing on the unique nature of health care specialization, professional licensure, and employee productivity and satisfaction. Additionally, the course addresses current issues in human resource management, such as managing health labor shortages.",3.0,Resource Management,technical_skills-1,"{""resource management"": 4}"
GCM 4591 - Advanced Printing and Finishing (3),"This course is designed to build on the basics covered in: Introduction to Graphic Communications, Introduction to Printing and Finishing, Introduction to Flexographic Printing and Packaging, and Electronic Imaging. Students will gain experience in advanced techniques in electronic prepress, halftones, duotones, process color, process stripping, process press work, and process control. Lecture two hours, laboratory two hours.",1.5,Process Control,technical_skills-1,"{""process control"": 1}"
INT 4108 - Studio VII Pre-Design (2),"This course focuses on pre-design phases for the senior project. Content may include project proposals, comprehensive research, programming, codes analysis, project management, site analysis, building identification and other pre-design issues. The course stresses the importance of pre-design work in the overall design process, with emphasis on current periodicals, references and literature. Lecture two hours.",2.5,Project Management,engineering_capabilities-2,"{""project management"": 1}"
INT 2200 - Interior Design Systems I (3),"Provides basic understanding of interior building products with focus on materials and finishes. Also includes systems furniture, architectural wall systems, and ceiling systems. Investigation and analysis of properties, selection criteria, costs, maintenance, specifications, codes, performance testing, sustainability, and life-cycle costing. Lecture three hours.",4.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 1}"
GCM 1022 - Digital Media Composition I (3),"This course is an introduction to digital media layout and production workflow relevant to the graphic communications industry using software applications. Specific topics may include page layout principles; appropriate graphic technologies such as production hardware page layout and imposition; illustration and image processing software; digital file storage; proofing technologies; and project management. Lecture two hours, laboratory two hours.",2.5,Project Management,engineering_capabilities-2,"{""project management"": 1}"
"GWS 3400 - Women, Food, and Nature (3)","This course brings food studies and environmental studies together to examine gender and sustainability. The course thus considers women as the majority of the world’s agricultural workers, and further considers gender in issues of the production, consumption, processing, and organization of food. Contemporary issues such as famine, genetically-modified foods, and the “slow food” movement are discussed.",4.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 1}"
ART 4013 - Topics in Arts & Cultural Leadership (3),"This seminar is a focused examination of contemporary issues impacting arts and cultural agencies including equity, ethics and sustainability. Course content will prepare students with leadership and professional skills necessary to work in and collaborate with a variety of institutional and community stakeholders.",4.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 1}"
ART 2601 - Textile Design (3),"An introduction to weaving and surface design techniques. Emphasis is on material selection, color theory and image sources as applicable to the development of individual textile designs. Studio six hours.",1.5,Material Selection,technical_skills-1,"{""material selection"": 1}"
ART 2201 - Sculpture: Fabrication (3),"Sculptural concepts are introduced through various fabrication processes emphasizing metal and wood. Students will develop their work by exploring steel fabrication, welding, and advanced wood construction with an emphasis on how these techniques can enhance design, concept, and structural logistics in sculpture and across other disciplines. Studio six hours.",3.5,Welding,delivery_and_storage-3,"{""welding"": 1}"
ADM 4010 - Sustainability in the Apparel Industry (3),"Introduction to the many facets of the apparel industry that have had environmental, social, and economic impact; a presentation of practices, solutions, and innovations used in the industry currently to affect change; and an exploration of opportunities and possibilities that further cultivate sustainability all along the supply and use chain. Lecture one hour, laboratory four hours.",5.0,Sustainability,sustainability_and_policy-4,"{""sustainability"": 2}"
ADM 3050 - Twentieth and Twenty-first Century Fashion and Popular Culture (3),"Evaluation and evolution of the 20th and 21st century apparel with emphasis on the significance of the social, economic, political and technological factors impacting apparel production, consumption, sustainability and display of dress.",4.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 1}"
CTE 2355 - Family Resource Management (3),"Identification and management of a variety of resources most often found in family systems. Emphasis on clarifying values, setting goals, decision making and allocating resources as they relate to individual and family choice across the lifespan.",1.5,Resource Management,technical_skills-1,"{""resource management"": 1}"
BSC 4659 - Integrated Project Design and Delivery (4),"This is an advanced level course exploring the broad field of how architectural building design, engineering, and construction management interface with one another. It investigates Integrated Project Delivery methods using Computer-aided Drafting and Design (CADD), Building Information Modeling (BIM) and physical model building. Required course projects include a full set of construction drawings, cost estimates, project planning, and scheduling. Lecture two hours, laboratory two hours.",2.5,Construction Management,engineering_capabilities-2,"{""construction management"": 1}"
BSC 4435 - Sustainable Building Design and Construction (3),"This course emphasizes concepts and best practices related to sustainable building design and construction. Provides exposure to green building certification programs, high performance construction assemblies, resource efficient material selection, sustainable site planning, water efficiency, energy efficiency, indoor environmental quality, building commissioning, and facility operations. Reinforces application of passive design strategies and analysis of sustainable construction practices.",1.5,Material Selection,technical_skills-1,"{""material selection"": 1}"
BSC 3965 - Construction Management Field Study (1-3),"Travel, tours, and study of areas of interest within the construction industry. Conferences, large construction sites, and construction firms are typical destinations.",2.5,Construction Management,engineering_capabilities-2,"{""construction management"": 1}"
BSC 3630 - Planning and Scheduling (3),"This course emphasizes the complex process of planning and scheduling for construction projects. The course covers project management basics, determining project resources, planning, scheduling, and cost control. Special attention will be given to the use of building information modeling (BIM) and specialized scheduling software for construction management activities. Lecture two hours, laboratory two hours.",3.0,Project Management;Construction Management,engineering_capabilities-2,"{""construction management"": 1, ""project management"": 1}"
BSC 1310 - Materials and Structures I (3),"This course introduces the structure, characteristics, analysis, and real-world application of engineering materials in the built environment, with an emphasis on the relationship between their properties and performance. Topics include structure, mechanical properties, strengthening mechanisms, failure analysis, corrosion and degradation, and materials characterization techniques of commonly used construction materials. Lecture two hours, laboratory two hours.",1.5,Corrosion,technical_skills-1,"{""corrosion"": 1}"
BSC 1110 - Construction Methods I (3),"This course introduces the fundamentals of the design and construction process, building materials and methods, project management systems, and building code requirements. Introduces contemporary trends in residential and light construction with a focus on high performance buildings and codes. Includes a lab component in which students are introduced to construction management techniques and participate in hands-on construction activities. Lecture two hours, laboratory two hours.",3.0,Project Management;Construction Management,engineering_capabilities-2,"{""construction management"": 1, ""project management"": 1}"
BIO 4620 - Landscape Ecology (4),"Introduction to the study of plant and animal populations, communities and ecosystems embedded within natural and human-dominated landscapes, with applications of landscape ecology principles to natural resource management and conservation. Emphasis will be on understanding the causes and consequences of land use change and pattern, how to quantify and interpret that pattern, and the ecological implications of spatial and temporal resource dynamics. The lab is designed to enhance comprehension of lecture material, introduce and apply pertinent software, and provide opportunities for students to propose, design and complete their own landscape-oriented research projects. Lecture 3 hours, laboratory 3 hours.",1.5,Resource Management,technical_skills-1,"{""resource management"": 1}"
BIO 4575 - Ecotoxicology (4) [CAP],"This course introduces the various classes of toxicants, their fate within organisms and ecosystems, and the chemical transformations and mechanisms of toxicity. This course will also introduce students to standard lab and field toxicity tests, analysis of toxicity and quantification of toxins, data reduction and analysis, and the power of statistical analyses to identify significant effects. A case study approach will be utilized in lecture and labs to examine the toxic effects of heavy metals, organic compounds, insecticides, and environmental endocrine disrupters. Students will learn about important endpoints and bio-indicators of toxin exposure specific to each class of toxin and how they are used in ecological risk assessment. A service-learning component of the course will require students to conduct group toxicology projects with a local community partner. Lecture three hours, laboratory three hours with some required field trips.",1.5,Risk Assessment,technical_skills-1,"{""risk assessment"": 1}"
PLN 4030 - Planning for Climate Resilience (3),"City planners have many tools to address the impacts of local growth, environmental protection, economics and social equity. What is currently lacking are plans that account for climate change and build the capacity for resilience and adaptation in the face of the negative outcomes. In this course, we will gain a better understanding of climate change and the ways in which the cultural and political discourse influences our capability to address the climate change challenge at the local, regional, national and international level.",4.5,Environmental Protection,sustainability_and_policy-4,"{""environmental protection"": 1}"
PLN 2812 - Geospatial Technology in a Changing World (3),"An introduction to geospatial data and technology used by geographers, planners and others. This includes the collection, management and output of geospatial data. Topics include computing fundamentals, Geographic Information Systems (GIS), Global Positioning System (GPS), remote sensing, and database management systems. Lecture two hours, laboratory two hours.",2.5,Geographic Information Systems,engineering_capabilities-2,"{""geographic information systems"": 1}"
