title,description,relevance_score,matched_keywords,matched_groups,keyword_frequencies
ART 3090 - Sculpture,"3 Credits (6 Contact Hours) Continuation of ART 2090 with increased emphasis on personal expression and content of work. Further exploration of materials and processes, including an introduction to foundry casting and advanced welding techniques. Individual investigation into current and historical aspects of sculpture is required. Preq: .",3.5,Welding,delivery_and_storage-3,"{""welding"": 1}"
AUE 4030 - Automotive Project Tools and Prototyping,"3 Credits (3 Contact Hours) This course introduces the concept of mobility systems engineering and new product development. Students learn through project-based learning and application of product development, innovation management, and concept validation through engineering tools. The project follows the automotive industry standard APQP/PPAP process and culminates with a prototype build and final demonstration. Preq: (or and and ) and .",2.5,Systems Engineering,engineering_capabilities-2,"{""systems engineering"": 1}"
AUE 3010 - Energy for Mobility,"3 Credits (3 Contact Hours) This course is designed to help students understand the energy transfer process within a single vehicle and between a vehicle and its surrounding environment such as electric charging infrastructure, renewable energy sources, and the power grid. Basic energy components are introduced along with an overview of vehicle charging, grid integration, and fossil fuels versus renewable low-carbon fuels. The concept of life-cycle CO emissions and the impact of each energy carrier on life-cycle CO are discussed. Preq: and .",4.5,Renewable Energy,sustainability_and_policy-4,"{""renewable energy"": 1}"
AUE 3020 - Propulsion Systems Design,"3 Credits (3 Contact Hours) This course provides an in-depth analysis of a vehicle’s powertrain components and the energy conversion processes, including combustion engines, batteries, electric motors, and fuel cells. The details of energy conversion and storage in hybrids and EVs and propulsion systems and sub-system design is discussed. Powertrain operational requirements are discussed in the context of vehicle-level performance, fuel economy, and emissions. Preq: and .",6.0,Fuel Cell;Combustion,use-3;engineering_capabilities-2,"{""fuel cell"": 1, ""combustion"": 1}"
BIOL 4480 - Marine Ecology,"3 Credits (3 Contact Hours) Study of ecological principles underlying the relationships of marine organisms to their ocean environment. Includes physiological, behavioral, population, and community ecology with applications to conservation and sustainability of marine resources. Includes Honors sections. Preq: or . This 4000-level course has a 6000-level counterpart. Students should refer to the Graduate Catalog for the 6000-level description and requirements.",4.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 1}"
"BIOL 2040 - Environment, Energy and Society","3 Credits (3 Contact Hours) Examines power and energy production, the resultant environmental effects, and the relationship between this technology and society. Introduces historical and contemporary sources of energy and power; the economic, social, and political forces important for types and patterns of development; and the resultant impacts to ecosystems and the environment.",4.5,Energy and Society,sustainability_and_policy-4,"{""energy and society"": 1}"
BIOE 4390 - Introduction to Medical Device Reprocessing,"3 Credits (3 Contact Hours) Detailed overview of regulations and best practices in the medical device reprocessing industry. Covers device design, usability, material selection, and manufacturing techniques with an emphasis on remanufacturing, reprocessing and sustainability. Addresses Quality System Regulations and compliance with global standards for process verification and validation in healthcare and industry settings. Preq: Senior standing in the College of Engineering, Computing and Applied Sciences or the College of Science. This 4000-level course has a 6000-level counterpart. Students should refer to the Graduate Catalog for the 6000-level description and requirements.",6.0,Material Selection;Sustainability,sustainability_and_policy-4;technical_skills-1,"{""sustainability"": 1, ""material selection"": 1}"
BIOE 4380 - Engineering Controls and Validation for Microbiological Systems,"3 Credits (2 Contact Hours) Detailed overview of cleaning, disinfection/sterilization, and packaging requirements for reprocessing medical devices. Emphasizes biocompatibility, process controls, and cleaning/disinfection/sterilization systems in manufacturing and healthcare sectors. It includes a laboratory for developing skills and techniques for working with bacteria safely and applying fundamental concepts of biology and biochemistry to problems related to medical device cleaning, disinfection, and sterilization. Addresses compliance with global regulations and standards, including instructions for use, methods for cleaning and sterilization validation, equipment design, and packaging processes. Coreq: . This 4000-level course has a 6000-level counterpart. Students should refer to the Graduate Catalog for the 6000-level description and requirements.",1.5,Process Control,technical_skills-1,"{""process control"": 1}"
BIOL 3110 - Introduction to Toxicology,"3 Credits (3 Contact Hours) This course provides a first introduction to the field of toxicology and covers the basic concepts of toxicology, followed by typical examples of toxicological issues in medical and pharmaceutical fields, food toxicology and pesticides, occupational exposures, natural toxins, environmental toxicology, and risk assessment. Special attention is given to the interactions between the science of toxicology and societal implications. Preq: and ; or . Preq or concurrent enrollment: or .",1.5,Risk Assessment,technical_skills-1,"{""risk assessment"": 1}"
BIOE 3020 - Biomaterials,"3 Credits (2 Contact Hours) Study of metallic, ceramic, and polymer materials used for surgical and dental implants; materials selection, implant design, physical and mechanical testing; corrosion and wear in the body. In addition, physical and mechanical properties of tissue as related to microstructure are studied. Preq: One of the two following combinations: (1) and ; and either both and , or both and ; or (2) and ; and either or . Coreq: .",1.5,Corrosion,technical_skills-1,"{""corrosion"": 1}"
CH 1020 - General Chemistry,"4 Credits (3 Contact Hours) Continuation of CH 1010, treating solutions, rates of reactions, chemical equilibrium, electrochemistry, chemistry of selected elements, and an introduction to organic chemistry. Credit toward a degree will be given for only one of CH 1020 or . Includes Honors sections. Preq: with a C or better. Coreq: .",2.5,Electrochemistry,engineering_capabilities-2,"{""electrochemistry"": 1}"
CHE 4950 - Honors Research II,3 Credits (9 Contact Hours) Individual research under the direction of a chemical engineering faculty member. Preq: .,2.5,Chemical Engineering,engineering_capabilities-2,"{""chemical engineering"": 1}"
CHE 4910 - Special Projects in Chemical Engineering,"1-3 Credits (1-3 Contact Hours) Topics requested by students or offered by faculty as the need arises. Topics may include review of current research in an area, technological advances, and national engineering goals. Includes Honors sections. May be repeated for a maximum of six credits, but only if different topics are covered.",2.5,Chemical Engineering,engineering_capabilities-2,"{""chemical engineering"": 1}"
CHE 4650 - Pharmaceutical Engineering Processes,"3 Credits (3 Contact Hours) An overview of the pharmaceutical engineering processes used in large scale production of drug products, recognizing that the great majority of modern drug products are chemicals. Topics covered include pathophysiology, medicinal chemistry, dosage forms, and the unique unit operations involved in scaling up drug products. This course helps prepare chemical engineering students to enter the pharmaceutical industry. Preq: . This 4000-level course has a 6000-level counterpart. Students should refer to the Graduate Catalog for the 6000-level description and requirements.",2.5,Chemical Engineering,engineering_capabilities-2,"{""chemical engineering"": 1}"
CHE 4500 - Chemical Reaction Engineering,"3 Credits (3 Contact Hours) Review of kinetics of chemical reactions and an introduction to the analysis and design of chemical reactors. Topics include homogeneous and heterogeneous reactions, batch and continuous flow reaction systems, catalysis, and design of industrial reactors. Preq: and . This 4000-level course has a 6000-level counterpart. Students should refer to the Graduate Catalog for the 6000-level description and requirements.",3.5,Catalysis,production-3,"{""catalysis"": 1}"
CHE 4530 - Process Dynamics and Control,3 Credits (3 Contact Hours) Mathematical analysis of the dynamic response of process systems. Basic automatic control theory and design of control systems for process applications. Preq: and . Preq or concurrent enrollment: . This 4000-level course has a 6000-level counterpart. Students should refer to the Graduate Catalog for the 6000-level description and requirements.,1.5,Control Systems,technical_skills-1,"{""control systems"": 1}"
CHE 4450 - Selected Topics in Chemical Engineering,"3 Credits (3 Contact Hours) Topics not covered in other courses, emphasizing current literature, research, and practice of chemical engineering. Topics vary from year to year. May be repeated, but only if different topics are covered. Preq: Consent of instructor. This 4000-level course has a 6000-level counterpart. Students should refer to the Graduate Catalog for the 6000-level description and requirements.",3.0,Chemical Engineering,engineering_capabilities-2,"{""chemical engineering"": 2}"
"CHE 4430 - Safety, Environmental and Professional Practice I","3 Credits (3 Contact Hours) Preparation of senior chemical engineering students for entry into the profession with an emphasis on process safety. Timely information is presented on career options for chemical engineers, professional practice, and a host of safety-related topics. Outside speakers are used frequently. Preq or concurrent enrollment: .",3.0,Chemical Engineering;Process Safety,engineering_capabilities-2,"{""chemical engineering"": 1, ""process safety"": 1}"
CHE 4160 - Energy Storage,"3 Credits (3 Contact Hours) This course covers the fundamentals of electrical energy storage systems for transportation, with a focus on advanced batteries, super capacitors and fuel cells. Students develop skills and knowledge necessary for a career in electrical transportation, which includes the essential engineering background. Primary course topics are basic principles of energy storage devices and systems; packaging and thermal management; and battery sizing, integration, and hybrid system comprising various types of devices. It is recommended that students have general knowledge of chemistry and materials prior to enrolling in this course. Preq: Junior standing. This 4000-level course has a 6000-level counterpart. Students should refer to the Graduate Catalog for the 6000-level description and requirements.",3.5,Fuel Cell,use-3,"{""fuel cell"": 1}"
CHE 4140 - Green Engineering,"3 Credits (3 Contact Hours) Green chemistry/engineering principles are applied to process and product design. Green engineering metrics are applied to quantify the sustainability, life cycle and environmental impact of chemical technologies, processes and products. Emphasis is placed on industrial sustainability, product innovation, risk assessment, policy and societal implications. Preq: and .",6.5,Risk Assessment;Sustainability,sustainability_and_policy-4;technical_skills-1,"{""sustainability"": 2, ""risk assessment"": 1}"
CHE 3950 - Honors Research I,3 Credits (9 Contact Hours) Individual research under the direction of a Chemical Engineering faculty member. Preq: .,2.5,Chemical Engineering,engineering_capabilities-2,"{""chemical engineering"": 1}"
CHE 3210 - Chemical Engineering Thermodynamics II,"3 Credits (3 Contact Hours) Continuation of CHE 2200. Topics include thermodynamics of power cycles and refrigeration/liquefaction, thermodynamic properties of homogeneous mixtures, phase equilibria, and chemical reaction equilibria. Preq: and .",6.0,Chemical Engineering;Liquefaction,delivery_and_storage-3;engineering_capabilities-2,"{""liquefaction"": 1, ""chemical engineering"": 1}"
CHE 3070 - Unit Operations Laboratory I,"3 Credits (2 Contact Hours) Laboratory work in the unit operations of fluid flow, heat transfer, and evaporation. Stress is on the relation between theory and experimental results and the statistical interpretation of those results and on report preparation and presentation. Preq: and . Coreq: .",1.5,Heat Transfer,technical_skills-1,"{""heat transfer"": 1}"
CHE 2301 - Fluids/Heat Transfer Laboratory,0 Credits (2 Contact Hours) Non-credit laboratory to accompany . Coreq: .,1.5,Heat Transfer,technical_skills-1,"{""heat transfer"": 1}"
CHE 2300 - Fluids/Heat Transfer,"4 Credits (3 Contact Hours) General principles of chemical engineering and study of fluid flow, fluid transportation, and heat transmission. Special emphasis is placed on theory and its practical application to design. Preq: . Preq or concurrent enrollment: and . Coreq: .",4.0,Chemical Engineering;Heat Transfer,technical_skills-1;engineering_capabilities-2,"{""chemical engineering"": 1, ""heat transfer"": 1}"
CHE 2200 - Chemical Engineering Thermodynamics I,"3 Credits (3 Contact Hours) Topics include first and second laws of thermodynamics, ideal gases, PVT properties of real fluids, energy balances with chemical reactions, and thermodynamic properties of real fluids. Preq: and .",2.5,Chemical Engineering,engineering_capabilities-2,"{""chemical engineering"": 1}"
CHE 2110 - Mass and Energy Balances,"4 Credits (3 Contact Hours) Introduction to fundamental concepts of chemical engineering, including mass and energy balances, PVT relationships for gases and vapors, and elementary phase equilibria; problem-solving and computer skills are developed in lab. Preq: with a C or higher; and and and . Coreq: .",2.5,Chemical Engineering,engineering_capabilities-2,"{""chemical engineering"": 1}"
CHE 1300 - Introduction to Chemical Engineering,"3 Credits (3 Contact Hours) Tools and methods for analyzing engineering problems with applications in chemical and biochemical processes, including development of process flow diagrams, numerical methods, graphing, and applied statistics. Problem-solving and computer skills are developed in the lecture and laboratory activities. Preq: with a C or better and either or with a C or better. Preq or concurrent enrollment: or ; and .",2.5,Chemical Engineering,engineering_capabilities-2,"{""chemical engineering"": 1}"
BT 2400 - Biosystems Technology II,"3 Credits (2 Contact Hours) Introduces basic unit operations used in bioprocessing for biofuels and other bioproducts. Covers operation and selection of pumps, heat exchangers, separation systems and sensors used in bioprocessing. Laboratory includes hands-on exercises, problem-solving/computer sessions, and oral presentations. Preq: . Coreq: .",3.5,Biofuels,use-3,"{""biofuels"": 1}"
BT 2200 - Biosystems Technology I,"3 Credits (2 Contact Hours) Introduces fundamental and applied concepts used in bioprocessing for biofuels and other high value compounds. Topics include operation of batch and continuous flow bioreactors, microbial growth in anaerobic and aerobic environments, fermentation for biofuel production, and use of renewable energy in bioprocessing. Laboratory includes hands-on exercises, problem-solving/computer sessions and oral presentations. Preq: and and . Coreq: .",8.0,Renewable Energy;Biofuels,use-3;sustainability_and_policy-4,"{""biofuels"": 1, ""renewable energy"": 1}"
BE 4990 - Creative Inquiry in Biosystems Engineering IV,"1-3 Credits (1-3 Contact Hours) In consultation with and under the direction of a faculty member, students pursue scholarly activities individually or in teams. These creative inquiry projects may be interdisciplinary. Arrangements with mentors must be established prior to registration. To be taken Pass/No Pass only. May be taken twice for a maximum of six credits.",2.5,Systems Engineering,engineering_capabilities-2,"{""systems engineering"": 1}"
BE 4740 - Biosystems Engineering Design Project Management,"1 Credit (1 Contact Hour) Study of biological systems design using hydrology principles, fluid mechanics, bioprocessing, heat/mass transfer, instrumentation, mechanical unit operations, and structural principles for project design, scheduling, and cost estimation. Topics also include engineering ethics, professional development, written and oral communication, and job skills. Senior portfolios are also developed. Preq: Senior standing in Biosystems Engineering. Coreq: .",3.5,Systems Engineering;Project Management,engineering_capabilities-2,"{""project management"": 1, ""systems engineering"": 2}"
BE 4750 - Biosystems Engineering Capstone Design,"3 Credits (6 Contact Hours) Students apply engineering knowledge to develop solutions to open-ended biosystems engineering problems. Designs are evaluated by faculty and practicing engineers based on appropriate use of engineering principles, consideration of ecological, economic and societal impacts, and clear communication. A final presentation and report are required. Preq: with a grade of or higher; and , , , and . Preq or concurrent enrollment: . Coreq: .",3.0,Systems Engineering,engineering_capabilities-2,"{""systems engineering"": 2}"
BE 4730 - Special Topics in Biosystems Engineering,"1-3 Credits (1-3 Contact Hours) Comprehensive study of special topics not covered in other courses. Emphasizes independent pursuit of detailed investigations. May be repeated for a maximum of six credits, but only if different topics are covered. Preq: Consent of instructor.",2.5,Systems Engineering,engineering_capabilities-2,"{""systems engineering"": 1}"
"BE (EES, FOR) 4510 - Biosystems Engineering Seminar","1 Credit (2 Contact Hours) Topics dealing with development and protection of land, air, water, and related resources are covered by seminar with instructor and invited lecturers. Current environmental and/or resource conservation issues are addressed. Includes Honors sections. May also be offered as or . May be repeated for a maximum of six credits. Preq: Senior standing. This 4000-level course has a 6000-level counterpart. Students should refer to the Graduate Catalog for the 6000-level description and requirements.",2.5,Systems Engineering,engineering_capabilities-2,"{""systems engineering"": 1}"
BE 4400 - Sustainable Energy Engineering,"3 Credits (2 Contact Hours) Investigation into merging renewable energy resources, including detailed study of solar, wind, and bioenergy alternatives. Also includes principles, technologies, and performance evaluation of components for these technologies and an introduction to tidal, hydro, geothermal, and other energy; energy conservation; cogeneration; financial, economical, and other issues related to alternative energy sources. Preq: with a or better. Coreq: . This 4000-level course has a 6000-level counterpart. Students should refer to the Graduate Catalog for the 6000-level description and requirements.",4.5,Renewable Energy,sustainability_and_policy-4,"{""renewable energy"": 1}"
BE 4381 - Bioprocess Engineering Design Laboratory,0 Credits (2 Contact Hours) Non-credit laboratory to accompany . Coreq: . This 4000-level course has a 6000-level counterpart. Students should refer to the Graduate Catalog for the 6000-level description and requirements.,2.5,Process Engineering,engineering_capabilities-2,"{""process engineering"": 1}"
BE 4380 - Bioprocess Engineering Design,"3 Credits (2 Contact Hours) Design and analysis of systems for processing biological materials. Topics include biotechnology, thermodynamics, transport processes, and biological properties related to bioprocess design and computational simulation. Unit operations include basic bioreactor operation, bioseparations, and preservation techniques. Preq or concurrent enrollment: or or . Coreq: . This 4000-level course has a 6000-level counterpart. Students should refer to the Graduate Catalog for the 6000-level description and requirements.",2.5,Process Engineering,engineering_capabilities-2,"{""process engineering"": 1}"
BE 4280 - Biochemical Engineering,"3 Credits (3 Contact Hours) Use of microorganisms and enzymes for the production of chemical feedstocks, single-cell protein, antibiotics, and other fermentation products. Topics include kinetics and energetics of microbial metabolism, design and analysis of reactors for microbial growth and enzyme-catalyzed reactions, and considerations of scale-up, mass transfer, and sterilization during reactor design. Preq or concurrent enrollment: or . This 4000-level course has a 6000-level counterpart. Students should refer to the Graduate Catalog for the 6000-level description and requirements.",2.5,Chemical Engineering,engineering_capabilities-2,"{""chemical engineering"": 1}"
BE 4170 - Applied Instrumentation and Control for Biosystems,"2 Credits (1 Contact Hours) Hardware and software implementation of digital data acquisition and control systems for application to agriculture, aquaculture, biotechnology, and other biosystems. Topics include digital electronic circuits and components, microcomputer architecture, interfacing, and programming. Preq: . Coreq: . This 4000-level course has a 6000-level counterpart. Students should refer to the Graduate Catalog for the 6000-level description and requirements.",1.5,Control Systems,technical_skills-1,"{""control systems"": 1}"
BE 4150 - Instrumentation and Control for Biosystems Engineers,"3 Credits (2 Contact Hours) Overview of modern instrumentation techniques and digital electronic components and subsystems to integrate them into digital data acquisition and control systems for biosystems. Laboratory use of equipment is emphasized. Topics include characteristics of instruments, signal conditioning, transducer theory and applications, programmable logic controllers, and digital data acquisition and control. Preq: and . Coreq: . This 4000-level course has a 6000-level counterpart. Students should refer to the Graduate Catalog for the 6000-level description and requirements.",1.5,Control Systems,technical_skills-1,"{""control systems"": 1}"
BE 4141 - Biosystems Engineering Unit Operations Laboratory,0 Credits (3 Contact Hours) Non-credit laboratory to accompany . Coreq: . This 4000-level course has a 6000-level counterpart. Students should refer to the Graduate Catalog for the 6000-level description and requirements.,2.5,Systems Engineering,engineering_capabilities-2,"{""systems engineering"": 1}"
BE 4140 - Biosystems Engineering Unit Operations,"3 Credits (2 Contact Hours) Applies the basic principles of statics, dynamics, and thermodynamics to design of mechanical and electrical systems supporting biological operations and processes. Preq: and . Coreq: . This 4000-level course has a 6000-level counterpart. Students should refer to the Graduate Catalog for the 6000-level description and requirements.",2.5,Systems Engineering,engineering_capabilities-2,"{""systems engineering"": 1}"
BE 4120 - Heat and Mass Transport in Biosystems Engineering,"3 Credits (3 Contact Hours) Fundamentals of heat and mass transport used in engineering design and analysis of biological systems; principles of steady state and transient energy and mass balances, including chemical and biological generation terms. Preq: . This 4000-level course has a 6000-level counterpart. Students should refer to the Graduate Catalog for the 6000-level description and requirements.",2.5,Systems Engineering,engineering_capabilities-2,"{""systems engineering"": 1}"
BE 4000 - Biosystems Engineering Honors Thesis,3 Credits (6 Contact Hours) Individual research projects are conducted under the supervision and guidance of a faculty member. Senior honors thesis is required. Preq or concurrent enrollment: .,2.5,Systems Engineering,engineering_capabilities-2,"{""systems engineering"": 1}"
BE 3990 - Creative Inquiry in Biosystems Engineering III,"1-3 Credits (1-3 Contact Hours) In consultation with and under the direction of a faculty member, students pursue scholarly activities individually or in teams. These creative inquiry projects may be interdisciplinary. Arrangements with mentors must be established prior to registration. To be taken Pass/No Pass only. May be taken twice for a maximum of six credits.",2.5,Systems Engineering,engineering_capabilities-2,"{""systems engineering"": 1}"
BE 3700 - Practicum,"1-3 Credits (1-3 Contact Hours) Preplanned internship with an approved employer involved with biosystems engineering endeavors. A minimum 130 hours of supervised responsibility is required per credit hour. Evaluation is based on activity journal, written/oral report, and an evaluation from the supervisor. To be taken Pass/No Pass only. May be repeated for a maximum of three credits. Preq: Junior standing and consent of department.",2.5,Systems Engineering,engineering_capabilities-2,"{""systems engineering"": 1}"
BE 3140 - Biosystems Engineering Mechanical Design,3 Credits (3 Contact Hours) Study of basic mechanical design of biosystems. Includes an introduction to biomechanics and biomaterial properties. Studies applications of machine components and their selection related to specific types of biosystems. Team design project is required. Preq: .,2.5,Systems Engineering,engineering_capabilities-2,"{""systems engineering"": 1}"
BE 3010 - Biosystems Engineering Honors Thesis Research,"3 Credits (6 Contact Hours) Honors thesis project proposal, initial research, report, and presentation of biosystems engineering project for completion of junior requirements of the Biosystems Engineering Honors program. Preq: .",3.5,Systems Engineering,engineering_capabilities-2,"{""systems engineering"": 3}"
BE 3100 - Biosystems Engineering Thermodynamics,"3 Credits (3 Contact Hours) Introduction of basic thermodynamic principles pertaining to biosystems engineering with emphasis on biochemical, biomechanical, and ecological problems. Preq: .",3.0,Systems Engineering,engineering_capabilities-2,"{""systems engineering"": 2}"
BE 3000 - Biosystems Engineering Honors Seminar,0 Credits (0 Contact Hours) Introduces undergraduate students to current faculty research. Project ideas are then developed to prepare students in choosing a research topic for the senior honors thesis. Students are required to attend senior honors thesis presentations. To be taken Pass/No Pass only. Preq: Junior standing in departmental honors program.,2.5,Systems Engineering,engineering_capabilities-2,"{""systems engineering"": 1}"
BE 2990 - Creative Inquiry in Biosystems Engineering II,"1-3 Credits (1-3 Contact Hours) In consultation with and under the direction of a faculty member, students pursue scholarly activities individually or in teams. These creative inquiry projects may be interdisciplinary. Arrangements with mentors must be established prior to registration. To be taken Pass/No Pass only. May be taken twice for a maximum of six credits.",2.5,Systems Engineering,engineering_capabilities-2,"{""systems engineering"": 1}"
BE 2121 - Fundamentals of Biosystems Engineering Laboratory,0 Credits (3 Contact Hours) Non-credit laboratory to accompany . Coreq: .,2.5,Systems Engineering,engineering_capabilities-2,"{""systems engineering"": 1}"
BE 2120 - Fundamentals of Biosystems Engineering,"2 Credits (1 Contact Hour) Introduction to fundamental concepts in biosystems engineering, including mass, energy, and momentum balances; mass, heat, and momentum transfer; biological response to environmental variables, biological materials, biological kinetics, and techniques of measurement and analysis of engineering and biological data. Laboratory includes hand-on exercises, problem solving and computer sessions, and oral presentations. Preq: and , each with a grade of or higher. Coreq: .",3.0,Systems Engineering,engineering_capabilities-2,"{""systems engineering"": 2}"
BE 2101 - Introduction to Biosystems Engineering Laboratory,0 Credits (3 Contact Hours) Non-credit laboratory to accompany . Coreq: .,2.5,Systems Engineering,engineering_capabilities-2,"{""systems engineering"": 1}"
BE 2100 - Introduction to Biosystems Engineering,"2 Credits (1 Contact Hours) Overview of topics and engineering application areas that comprise the biosystems engineering profession. Significant emphasis is also given to development of oral and written communication skills needed by the engineering professional, introduction to design methodology, and application of engineering fundamentals to biological systems. Preq: ; and either or . Coreq: .",3.0,Systems Engineering,engineering_capabilities-2,"{""systems engineering"": 2}"
BE 1990 - Creative Inquiry in Biosystems Engineering I,"1-3 Credits (1-3 Contact Hours) In consultation with and under the direction of a faculty member, students pursue scholarly activities individually or in teams. These creative inquiry projects may be interdisciplinary. Arrangements with mentors must be established prior to registration. To be taken Pass/No Pass only. May be taken twice for a maximum of six credits.",2.5,Systems Engineering,engineering_capabilities-2,"{""systems engineering"": 1}"
BMOL 4290 - Bioprocess Engineering,3 Credits (3 Contact Hours) Chemical engineering principles are applied to bioprocess design. Emphasis is placed on designing bioreactors and bioseparation unit operations used in industrial biotechnology and the chemical process industry. Application of bioreaction and bioseparation operations to other chemical processes are discussed. Preq: and .,3.0,Chemical Engineering;Process Engineering,engineering_capabilities-2,"{""chemical engineering"": 1, ""process engineering"": 1}"
BMOL 4260 - Biosensors and Bioelectronic Devices,"3 Credits (3 Contact Hours) Development of methodologies used to design, fabricate, and apply biosensors and bioelectronic devices for the environmental, medical, and chemicals industries. Application of the fundamentals of measurement science to optical, electrochemical, mass, and thermal means of signal transduction. Use of the fundamentals of surface science to interpret bio-immobilization and biomolecule-surface interactions. Preq: ; and or . This 4000-level course has a 6000-level counterpart. Students should refer to the Graduate Catalog for the 6000-level description and requirements.",2.5,Electrochemical,engineering_capabilities-2,"{""electrochemical"": 1}"
CE 3310 - Construction Engineering and Management,"3 Credits (3 Contact Hours) Considers construction contracts, technical specifications, cost estimating, project scheduling, cost control, materials management, quality control, and quality assurance. Preq: Junior standing.",1.5,Quality Assurance,technical_skills-1,"{""quality assurance"": 1}"
CE 2550 - Geomatics,"3 Credits (2 Contact Hours) Spatial data collection methods, including surveying, digital photogrammetry and remote sensing, and global positioning systems. Methods and technologies used to manage, manipulate, and analyze spatial and associated attribute data, including geographic information systems. Preq or concurrent enrollment: . Coreq: .",2.5,Geographic Information Systems,engineering_capabilities-2,"{""geographic information systems"": 1}"
CE 2100 - Springer: Conceptual Site Design and Professional Communication,"2 Credits (1 Contact Hour) This course introduces the construction management, water resource, and site/transportation disciplines of civil engineering. Students work in teams to develop preliminary and final designs for a site design project. As part of the team project, students participate in a design charrette in which teams present their preliminary designs to stakeholders. Based on stakeholder feedback, teams complete a final design. A significant emphasis of Springer I is on oral communication skills. Preq: with a grade of or higher. Coreq: .",2.5,Construction Management,engineering_capabilities-2,"{""construction management"": 1}"
CRP 4301 - The Nature of Geographic Information Systems (GIS) Laboratory,0 Credits (3 Contact Hours) Non-credit laboratory to accompany . Coreq: . This 4000-level course has a 6000-level counterpart. Students should refer to the Graduate Catalog for the 6000-level description and requirements.,2.5,Geographic Information Systems,engineering_capabilities-2,"{""geographic information systems"": 1}"
