title,description,relevance_score,matched_keywords,matched_groups,keyword_frequencies
ENGR 200 - Introduction to Manufacturing Process,"Applied introduction to engineering drawings, materials, manufacturing processes, and shop safety. Laboratory (shop) is a practicum experience designed to provide the student with introductory experiences related to the safe use of hand and machine tools necessary for the manufacture of common goods, as well as a general understanding of engineering materials and manufacturing processes. Minimum Grade: C- OR Minimum Grade: T",2.5,Engineering Drawing,engineering_capabilities-2,"{""engineering drawing"": 1}"
HIST 550 - US Sports History,"A study of the history of sports and leisure in the United States Presidency from colonial times to the present, with special attention devoted to the changing social context in which sporting activities have taken place. Other topics of particular interest are the roles of race and gender in shaping the world of sport, and the roles of marketing, professional organizations, and media such as television in examining how sport has become part of the fabric of American life. This course views sport both as reflective of broader trends in American society but also as a catalyst of change.",3.5,Catalyst,production-3,"{""catalyst"": 1}"
LEAD 530 - Budgeting and Finance in Higher Education,This course provides students with an overview of finance and budgeting issues in higher education. It describes the financial resource management in institutions as well as the budgeting process.,1.5,Resource Management,technical_skills-1,"{""resource management"": 1}"
"MPA 512 - Public, Budget, Finance, and Project Management","Examines the processes of debating and financial management in the public sector. This includes the characteristics of the budgetary process and financial management in the U.S., the major revenue systems and forecasting, capital budgeting, debt management, and fiscal analysis. In addition, it will examine the concepts and techniques of project management as it is used in public administration.",3.0,Project Management,engineering_capabilities-2,"{""project management"": 2}"
OES 262 - Climbing Wall Instructor,"The Climbing Wall Instructor Course provides students with an in-depth and standardized understanding of the skills essential to teaching climbing in an indoor setting. It is the first step in a sequential approach to professional climbing instructor development. The course reinforces the importance of teaching technically accurate information and debunks many common climbing myths. The course emphasizes the presentation of sound fundamental skills to climbing gym participants, the formation of risk assessment and risk management skills and basic problem-solving skills such as belay transitions and on wall coaching and assist techniques. Minimum Grade: C-",1.5,Risk Assessment,technical_skills-1,"{""risk assessment"": 1}"
OES 200 - Foundations of Outdoor Leadership,"This course is an overview of the history, theories, concepts, and practices that constitute outdoor leadership professional practice. Students learn a competency based approach to the development of an outdoor leader. Topics include historical and philosophical foundations of outdoor recreation and education, theories of leadership, judgment and decision making, teaching and facilitation, safety and risk management, and environmental stewardship. Field trips are required.",4.5,Environmental Stewardship,sustainability_and_policy-4,"{""environmental stewardship"": 1}"
OES 101 - Outdoor Recreation Essentials,"This course is a general introduction to outdoor recreation history, theories, natural resource management, and current trends in the outdoor recreation industry . Students are also introduced to essential outdoor skills for camping and backpacking including trip planning, equipment selection and care, food preparation, Leave No Trace environmental ethics, and risk management. Field trips are required including overnight trips.",1.5,Resource Management,technical_skills-1,"{""resource management"": 1}"
NURS 417B - Service Learning B,"The Service Learning project will provide the student with a unique opportunity to further develop the nursing role as a responsible and caring professional. In providing service to an agency or aggregate of clients, the ASU nursing student will apply and integrate concepts learned from previous coursework in the arts, sciences, humanities, and nursing in meaningful ways. The Service Learning project will enhance the ASU Nursing Program mission with its focus on cultural diversity, community service, and rural health care. This course is an ongoing course from . This course will continue the project development established in . The student will research the importance and effectiveness of project selected in the identified community/agency. Minimum Grade: C",2.5,Project Development,engineering_capabilities-2,"{""project development"": 1}"
PSYC 355 - Research Methods in Psychology,"This course focuses on the procedures and potential problems associated with research in the behavioral sciences. Students learn how to develop research questions, choose an appropriate research design, collect and analyze data using statistical software, interpret results, and write a report using APA style. The laboratory component provides supervised hands-on experience in project development. Minimum Grade: C- OR T",2.5,Project Development,engineering_capabilities-2,"{""project development"": 1}"
THTR 351 - Stagecraft II,"A hands-on approach to the fundamentals of technical theatre. Students will have the opportunity to learn mechanical drawing, stage carpentry, welding, set construction, stage lighting, scenery painting and the use of a variety of fasteners, hand tools, and power tools.",3.5,Welding,delivery_and_storage-3,"{""welding"": 1}"
THTR 347 - Theatre and Social Change,"This course is an introduction to the ideas and practice of theatre as a catalyst for social change. It examines the intersection between theatre, society, and political activism.",3.5,Catalyst,production-3,"{""catalyst"": 1}"
AR 353 - Sculpting and Hot Casting,"This course emphasizes the conceptual aspects of sculpture while introducing the development of technical skills related to casting metal and related processes. The course is structured around assignments that emphasize individual work ethic and productivity, research skills, creative expressiveness, and class participation. Projects may include content in life cast molds, modeling clay, lost wax casting of bronze, aluminum, and/or iron, multipart rubber and support shell molds, TIG welding process, and patination of metal. This course has a course specific fee to cover the costs of some materials. Minimum Grade: C-",3.5,Welding,delivery_and_storage-3,"{""welding"": 1}"
ANTH 539 - Archaeology Field School,"Through actual field experience, the student will learn basic techniques of site identification and recording, excavation, and artifact processing and analysis. In addition, they will learn instruments surveying and introductory applications of geographic information systems. The skills taught will be appropriate for either prehistoric or historic sites.",2.5,Geographic Information Systems,engineering_capabilities-2,"{""geographic information systems"": 1}"
ANTH 339 - Field School in Archaeology,"The purpose of this course is to provide students with the basic skills, and the theories from which they are derived, necessary to do archaeological fieldwork. The student will learn basic techniques of site identification and recording, excavation, and artifact processing and analysis. In addition, they will learn instrument surveying and introductory applications of geographic information systems. The skills taught will be appropriate for either prehistoric or historic sites.",2.5,Geographic Information Systems,engineering_capabilities-2,"{""geographic information systems"": 1}"
