title,description,source,relevance_score,matched_keywords,matched_groups,keyword_frequencies
"['WFS 435: Limnology', 'Limnology']","Biogeochemistry and natural history of freshwater ecosystems. W F S (E R M) 435 Limnology (3)This course will define and describe major principles (physical, chemical, biological, and ecological) that govern the structure and function of freshwater ecosystems (ponds, lakes, and rivers). Current scientific literature will be critically reviewed and discussed in relation to comparative philosophy, methodology, and case studies that cover a range of topics in limnology. The objectives of E R M (W F S) 435 are to familiarize students with the major physical properties, chemical cycles, taxonomic groups of organisms, and ecological interactions that define and describe the natural function of aquatic ecosystems. The course will use case studies to illustrate and examine pertinent issues (e.g., excessive material loading, introduction to exotic species, habitat fragmentation, and climate change) that can alter the structure and function of aquatic ecosystems. Knowledge of these basic ecosystem principles will be applied towards formulating real-life resolutions to the issues identified in class, in order to better manage aquatic resources (methods to reduce material loads, transport controls of exotic species, habitat restoration, and reduction of global gases). This course will be useful to both undergraduate and graduate students seeking degrees in Environmental Resource Management, Wildlife and Fisheries Science, Ecology, and other related subjects. At the undergraduate level, the course will serve as a 400-level selection in both the Environmental Resource Management and Wildlife and Fisheries Science degree programs. At the graduate level, the course will compliment several Wildlife and Fisheries courses that form the compliment of that degree program. Moreover, the course can satisfy the course requirement for ecosystems ecology in the inter-college Ecology graduate program and serve as a breadth course in Water Resources for graduate students in the Watershed Stewardship program.",https://bulletins.psu.edu/university-course-descriptions/undergraduate/wfs/,2.0,Resource Management,technical_skills-1,"{""resource management"": 2}"
"['WFS 450: Wetland Science and Sustainability', 'Wetland Science and Sustainability']","Wetlands are unique ecosystems, differing in many ways from both terrestrial and aquatic environments. The study of wetlands is interdisciplinary, requiring background knowledge in science, management and policy disciplines. This course will explore the variety of wetland types and classification schemes, and emphasize the diverse hydrological, biological, chemical, and physical interactions that occur within wetlands. They provide recognized ecosystem services and values to society, so issues surrounding wetland management, regulation, climate change impacts, and sustainability will be addressed. Topics will also include the restoration of degraded wetlands and wetland creation, along with the construction of wetlands for pollution abatement. Students will also develop an understanding of important international, national and state policies and regulations pertaining to wetlands and their protection and delineation. Opportunities for professional certification in wetland science will also be discussed.",https://bulletins.psu.edu/university-course-descriptions/undergraduate/wfs/,5.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 3}"
"['WFS 460: Wildlife Behavior', 'Wildlife Behavior']","Scholarly discussion and critique of history, concepts, and application of wildlife behavioral concepts to conservation issues. The course will give an in-depth coverage of concepts related to an understanding of wildlife behavior. Particular focus will be given to a discussion, critique, and development of these concepts and their application to contemporary issues in conservation and natural resource management of wildlife because there is a general lack of understanding of behavior by conservationists and natural resource managers.",https://bulletins.psu.edu/university-course-descriptions/undergraduate/wfs/,1.5,Resource Management,technical_skills-1,"{""resource management"": 1}"
"['WFS 462: Amphibians and Reptiles', 'Amphibians and Reptiles']","This course explores the evolution, ecology, and conservation of amphibians and reptiles. This course is open to all students with some background in biology. The objectives of this course are for students to 1) describe the evolution, anatomy, reproduction, and physiology of amphibians and reptiles, 2) place contemporary research in the context of the natural history traits and behavioral ecology of herps, and 3) critically evaluate the application of these concepts to natural resource management for salamander, frog, turtle, lizard, and snake species and populations.",https://bulletins.psu.edu/university-course-descriptions/undergraduate/wfs/,1.5,Resource Management,technical_skills-1,"{""resource management"": 1}"
"['ARTH 292N: Witches and Witchcraft from the Middle Ages to the Present', 'Witches and Witchcraft from the Middle Ages to the Present']","This course will explore the social and cultural history of witches and witchcraft from the late Middle ages in Europe and the U.S. to the present. The very nature and broad scope of the topic lends itself to an interdisciplinary approach that combines history, folklore, religious studies, criminology, women's studies, art history, English literature and popular culture. Historically, real individuals were accused of witchcraft and suffered persecution and punishment accordingly. Others proclaimed themselves to be witches and the practice continues to attract adherents today such as in the modern Wiccan movement. However, modern consensus views witches as fictions: figures of magical power in folklore, literature, visual art and popular culture. From Shakespeare's Macbeth to the characters in the popular Harry Potter books and films, fictional witches have haunted European and American culture for centuries. This course will explore the complex interplay of fact and fiction in the history of witches and witchcraft. In other words, how do fictions become powerful enough to inform history? The course will also focus on the historical status of witches as a source of power outside of, and in opposition to, established political, religious and social structures. Since those accused of witchcraft were predominately women, how has witchcraft functioned as a means of empowerment for women as well as a tool for their persecution? And how has the representation of witches influenced attitudes towards women both historically and today? The course will begin with an historical inquiry into the belief in witchcraft during the late Middle Ages in Europe and the social and cultural role witches played in society. We will look at texts such as the Malleus Maleficarum (Hammer of Witches) published in 1486 as a guide for hunting and destroying witches, as well as studies on the more constructive role witchcraft may have offered women and communities. The course will be organized chronologically and move back and forth between history, such as the Salem witch trials, and the representations of that history in art, literature and film. Particular emphasis will be placed on the visual arts, from the engravings of German Renaissance artists such as Albrecht Durer and Hans Baldung Grien, the gothic paintings of Francisco Goya during the Romantic period, to contemporary artist Louise Bourgeois' monument to those executed as witches in Norway. The course will end with analysis of images of witches in popular culture, movies and television, and with a discussion of the modern representations of the domesticated witch and the femme fatale.",https://bulletins.psu.edu/university-course-descriptions/undergraduate/arth/,4.0,CCUS,production-3,"{""ccus"": 2}"
"['WFED 395B: Occupational Resources Competence', 'Occupational Resources Competence']","WF ED 395B Occupational Resources Competence (1-8 per semester/maximum of 24) Occupational Resources Competence is a course designed primarily for adult learners who demonstrate an adequate understanding of contemporary resource usage and management related competencies that are needed to function effectively in today's global business environment. These competencies include: resource usage, resource management, computer and basic literacy, and understanding of systems in the workplace. Students will demonstrate competence through documentation of tasks performed and reflection on specialized accomplishments.",https://bulletins.psu.edu/university-course-descriptions/undergraduate/wfed/,1.5,Resource Management,technical_skills-1,"{""resource management"": 1}"
"['WFED 405: Project Management for Professionals', 'Project Management for Professionals']","Covers the essential concepts and skills needed to make effective contributions on projects, on time and within budget. WF ED (ENGR) 405 Project Management for Professionals (3) Professionals in the workplace carry out many different projects every day ranging from somewhat small tasks, e.g.,planning events and designing courses, to big projects, e.g., launching an enterprise wide system. Project Management for Professionals is a practical ""hands-on"" course designed for mid-career adult students and covers the essential concepts and skills needed to make effective contributions and have an impact on the successful accomplishment of projects on time and within budget. Project management principles and techniques are presented with an emphasis on how they are applied to real world workforce development projects. Topics include the project management life cycle and process; techniques for planning, scheduling, budgeting, and controlling project performance; project manager responsibilities and skills; project team development and effectiveness; project communication; and organization structures.",https://bulletins.psu.edu/university-course-descriptions/undergraduate/wfed/,5.0,Project Management,engineering_capabilities-2,"{""project management"": 6}"
"['WFED 410: Leadership Competencies for Professionals', 'Leadership Competencies for Professionals']","Designed to teach contemporary professional leadership competencies for workforce professionals who do not currently have supervisory responsibilities. WF ED 410 Leadership Competencies for Professionals (3) Leadership Competencies for Professionals is a course designed primarily for adult learners who demonstrate high leadership potential and who may not have significant supervisory and managerial responsibilities. Its purpose is to ensure that all students develop an adequate understanding of the contemporary professional leadership competencies that are needed to function effectively in today's global business environment. These competencies include: collaboration / multi-disciplinary team-building, leadership in diversely distributed team environments, interpersonal communication in the workplace, conflict resolution / human performance management, project management, problem-solving / creative thinking / ethical decision making, and contemporary and emerging technology usage. Students will be assessed and evaluated through quizzes, instructor and peer observation, self-assessments and reflection, and team projects and presentations.",https://bulletins.psu.edu/university-course-descriptions/undergraduate/wfed/,2.5,Project Management,engineering_capabilities-2,"{""project management"": 1}"
"['ARCH 170N: Introduction to Sustainable Architecture', 'Introduction to Sustainable Architecture']","US buildings account for almost 40% of national CO2 emissions, 39% of the US total energy consumption, and 60% of US electricity alone. Worldwide, buildings consume nearly 40% of the world's energy, 25% of its wood, and 15% of its water. Building construction and use contribute significantly to global climate change. The way we design our built environment has a significant impact on consumption statistics, which is why we must consider the global environmental and health effects of buildings during the planning, design, and construction process. This course provides a broad exploration of the art and science of sustainable architecture. Architecture produces cultural artifacts with meaning. Yet, inhabiting and using architecture has a distinct and measurable impact on both local and global environments. Scientifically, this course investigates passive and active energy systems for buildings, environmental components of material production and use, and site and building design effects on the water cycle, clean air, local ecosystems, and food production. Students will calculate energy consumption and generation scenarios, produce a life-cycle analysis of a familiar product, evaluate a building based on current green building certification strategies, and evaluate biological impacts over the local and regional scale. Aesthetically, this course investigates vernacular solutions to physical human comfort, and demonstrates the artistic and cultural place of architecture in society. Part of the course will trace historical aesthetic trends to better understand how the existing unsustainable path began. Students will understand the roles of multiple stakeholders/social actors in every building project-from owners, to global ""neighbors"". Together, the course highlights the intersection of building performance and aesthetics. There will be a focus on returning to traditional solutions, as well as capitalizing on new innovations to solve environmental challenges. The underlying theme will be flourishing-both reducing negative environmental impacts as well as celebrating the healthy human condition through artistic expression and aegis of architecture.",https://bulletins.psu.edu/university-course-descriptions/undergraduate/arch/,4.5,CO2 Emissions,sustainability_and_policy-4,"{""co2 emissions"": 1}"
"['ART 330: Intermediate Sculpture: Metal Fabrication and Mixed-media', 'Intermediate Sculpture: Metal Fabrication and Mixed-media']","Development of technical and conceptual skills through metal fabrication, welding, and mixed-media processes. Intermediate Sculpture: Metal Fabrication and Mixed-media (4 per semester/maximum of 8) This course is for students who have a firm commitment in the arts, who have adequate background in the use of techniques and materials, and who have experimented with a variety of approaches to subject matter. This course is designed to focus and develop personal approaches to subject matter and to encourage a sustained interest in work. Projects will be assigned throughout the semester and group critiques will be scheduled at regular intervals. This labor-intensive studio relies upon cumulative learning experiences through increasingly demanding projects. Competency is expected in numerous new skills and techniques, and their application in creating visually compelling concepts is essential to the success of completed artworks.",https://bulletins.psu.edu/university-course-descriptions/undergraduate/art/,3.5,Welding,delivery_and_storage-3,"{""welding"": 1}"
"['TURF 307: Golf Course Irrigation and Drainage', 'Golf Course Irrigation and Drainage']","is a course developed to instruct students interested in working in the turfgrass management profession. The majority of the course is devoted to irrigation topics with a strong concentration on turfgrass irrigation applications, while the remainder concerns surface and subsurface drainage. The course covers the following topics: The influence of weather on irrigation management; sprinkler characteristics, selection; management of piping and control systems; maximizing irrigation efficiency by using turfgrass evapotranspiration, soil characteristics, and expectations of venue; fundamental hydraulics, irrigation layout and piping sizing; pump characteristics and system winterization; surface and subsurface drainage systems. The course also includes short field trips to various local industry-related facilities for educational evaluation. Note: may not be substituted for for prescribed course credit.",https://bulletins.psu.edu/university-course-descriptions/undergraduate/turf/,1.5,Control Systems,technical_skills-1,"{""control systems"": 1}"
"['SUST 150N: The Science of Sustainable Development', 'The Science of Sustainable Development']","This course will focus on how human society depends on the environment for its continued existence. It will examine several major topics relating to environmental and social sustainability including ecosystem conservation, sustainability of food systems with special reference to the water-food-energy nexus, and current and future trends in urbanization. Within each of these topics, students will learn fundamental scientific principles and use this information to gain a better understanding of what human behaviors have led to our current resource production and consumption crisis. This class will explore ways people can modify behavior to relieve poverty in developing nations and meeting basic human needs while still affording economic growth, environmental protection, and social equality to all peoples around the world.",https://bulletins.psu.edu/university-course-descriptions/undergraduate/sust/,5.5,Sustainability;Environmental Protection,sustainability_and_policy-4,"{""sustainability"": 2, ""environmental protection"": 1}"
"['SUST 200: Foundations of Leadership in Sustainability', 'Foundations of Leadership in Sustainability']","will teach the fundamental concepts of social, environmental, and economic sustainability and the interrelationships between these metrics and human behavior. The goal of this course is to provide students with a foundation in sustainability literacy and responsibility that will facilitate their development as global citizens and sustainability leaders in their respective fields and personal lives. The course will be an introduction to and foundation for the Sustainability Leadership Minor. Primary subjects covered include sustainability literacy, the ethical foundations of sustainability, the scientific metrics used to evaluate the sustainability of systems, energy literacy, sustainable business principles, and self-awareness. The course will emphasize the importance of understanding the relationships among these topics, and the interdisciplinary approaches needed to develop a comprehensive and integrative view of the world. Class activities will focus on the cultivation of communication, critical thinking, inquiry, and problem-solving skills. Emphases will be on student engagement in personal, community, and global sustainability challenges, and the preparation of students for more immersive sustainability learning opportunities.",https://bulletins.psu.edu/university-course-descriptions/undergraduate/sust/,9.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 11}"
"['SUST 242N: Issues in Sustainability', 'Issues in Sustainability']","This course is part of the General Education Integrative Studies curriculum. As such, it combines Humanites (GH) and Social and Behavioral Sciences (GS) through the topic of sustainability. Students will read, write, and think integratively by considering the humanistic values of sustainability and how those values are connected to the political, social, and cultural forces that shape sustainable activities. The course examines the concepts and key issues of sustainability through a variety of literary, scientific, political, and popular texts. Class discussions will trace the roots of sustainability in environmental writing, will analyze the diverse debates surrounding sustainability, and will consider local, national, and international texts about sustainability. Students will interact with invited guest speakers, conduct field research on sustainability in local communities and institutions, and create their own narratives and scenarios for sustainable futures based on their findings and speculations. The course will address central issues of sustainability in society today, including: - What are the historical and cultural foundations of sustainability? - How is sustainability a political, social, and ethical issue? - How do crises and disasters create challenges for sustainability? - How is sustainability connected to local, urban, and transnational environments? The goal of the course is to develop two types of awareness. First, students will develop an awareness of the key discussions about sustainability in society today. Second, students will cultivate a critical awareness of how debates about sustainability are shaped through the written and spoken word. Sustainability is more than just protecting the great outdoors or using a recycling bin. It is also a product of the discourse surrounding it. In other words, sustainability-and what we think, say, and do concerning it-is influenced by what other groups and individuals have written or said about it. Sustainability debates are shaped by more than simply ""the facts"" surrounding environmental issues; they are also shaped by the persuasive tactics and rhetorical choices writers and speakers make. Students will spend the semester analyzing, discussing, and creating texts that engage the key issues and most important topics of sustainability and environmentalism.",https://bulletins.psu.edu/university-course-descriptions/undergraduate/sust/,14.0,Sustainability,sustainability_and_policy-4,"{""sustainability"": 20}"
"['VBSC 407: Ruminant Herd Health Management', 'Ruminant Herd Health Management']","The course will provide students with basic and foundational knowledge regarding herd health programs in ruminant production systems. The student will explore crucial areas of managing production systems such as implementation and development of standard operating procedures (SOPs) and protocols and biosecurity programs for common diseases that threaten the sustainability of the human food supply worldwide, such as Brucellosis and Tuberculosis. Furthermore, the student will explore important concepts regarding diagnosis, treatment, management and prevention of ruminant diseases in an organized manner, moving from younger to older animals, and following them through their production cycle. In addition, the course will integrate on-farm field data collection with farm record analysis to provide students with critical thinking skills for troubleshooting a variety of health issues in production systems. Students enrolling in this course must possess basic information regarding animal biology and farm management. The information provided in this course will complement several courses regarding cattle operation management and prevention of diseases in production animals.",https://bulletins.psu.edu/university-course-descriptions/undergraduate/vbsc/,4.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 1}"
"['ARCH 380: Building Environmental Systems I', 'Building Environmental Systems I']","Building Environmental Systems I (3) introduces Architecture students to the topics of building thermal environment, and passive and mechanical heating/cooling systems. Thermal environment topics include thermal comfort, natural environmental impacts, heat transfer through the building envelope, heating and cooling design, mechanical systems, and building energy consumption. Building mechanical system topics include heating, ventilating, and airconditioning systems. Emphasis is placed on building design in response to the technical, environmental, and societal challenges, with a focus on sustainable design principles and guidelines applied to achieving thermal comfort in buildings. The course utilizes lectures, practicums, examinations, projects, and presentations to deliver and reinforce the technical content. The course offers students the opportunity to work in a team setting and to present their work orally to their peers. The broad coverage of the technical and social issues and professional skills challenges the architecture students to incorporate technical issues as an integral part of the overall building design. The course is required for students enrolled in the bachelor of architecture program.",https://bulletins.psu.edu/university-course-descriptions/undergraduate/arch/,5.0,Heat Transfer;Cooling Systems,delivery_and_storage-3;technical_skills-1,"{""cooling systems"": 1, ""heat transfer"": 1}"
"['ARCH 381: Building Environmental Systems II', 'Building Environmental Systems II']","Building Environmental Systems II (3). This course is a complement to . All environmental control systems other than thermal environmental systems are covered in this course. introduces architecture students to building illumination, acoustical, fire protection, electrical and plumbing design issues. Emphasis is placed on building design as a response to the technical, environmental, and societal challenges. The course utilizes lectures, practicums, examinations, projects, presentations, and field trips to deliver and reinforce the technical content. The course offers students the opportunity to work in team settings and to present their work orally to their peers. The broad coverage of the technical and social issues and professional skills intentionally involves students in discussion and application of social and ethical responsibilities. is a prerequisite for this course.",https://bulletins.psu.edu/university-course-descriptions/undergraduate/arch/,1.5,Control Systems,technical_skills-1,"{""control systems"": 1}"
"['ARCH 410: Building Material Reclamation & Reuse', 'Building Material Reclamation & Reuse']","This course is a very hands-on, project-based seminar focusing on the theory and practice of building material salvage and recycling. Through active and applied learning, students will gain experience in handling, preserving and adding value to salvaged building materials. The course will consist of a variety of small-scale design-build projects, where students will learn and practice the methods and techniques of reclamation and explore the design possibilities of reused material. In addition to being a practical hands-on seminar, this course is also intended to explore and examine the broader historical and theoretical context for the activity of building material reclamation and reuse. Since the literal fall of the Roman Empire, reclaimed building materials have been creatively used in the design and construction of new buildings, yet we lack a thoughtful theoretical (and poetic) construct that supports reclamation activity other than the simple and obvious ethics of sustainability. Themes to be explored: ruins, spoglia, palimpsests, weathering, memory and the mnemonic function of architecture.",https://bulletins.psu.edu/university-course-descriptions/undergraduate/arch/,4.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 1}"
"['SUST 325N: Health and Environmental Sustainability', 'Health and Environmental Sustainability']","NURS / : Health in Environmental Sustainability; 3 credits. (Inter-Domain), (GHW), (GN). People live in constant contact with the environment: the built environment of homes, offices, and industrial facilities, as well as in cities or less developed areas such as farms or in nature / the outdoors. How do the air we breathe, the water we drink, the land we live on, the food we eat, and the materials and chemicals we use in these environments impact our health? At a time when nations are spending up to 1/6th of their budgets on healthcare, it is critical to understand how we impact the environment and how it impacts us back. This course covers the importance of environmental health on individual and community health, the effects of environmental hazards on diverse populations and the impact of climate change on disease. It also reviews best practices for environmental health, for building healthy communities, and introduces students to environmental health advocacy. A beneficial environment sustains human health and the well-being of all species on the planet.",https://bulletins.psu.edu/university-course-descriptions/undergraduate/sust/,5.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 3}"
