title,description,relevance_score,matched_keywords,matched_groups,keyword_frequencies
EGMT 401 - Business Planning for Engineers,"This course emphasizes strategic planning and implementation for technology businesses. The highly interactive, live business-planning course integrates content from foundational courses such as engineering economics, operations management, project management with the development of analytical, communication, and teamwork skills. Students demonstrate their capacity to develop and execute organizational strategies in actual or simulated business situations. The course is designed for undergraduate engineering students to actively engage in business modeling for development of a product or technology to commercialize. Business planning concepts will be presented as a cohesive transformational process for technology students and future entrepreneurs to yield a document business plan that will suitable for entry in organized business plan competitions, obtaining external financing for a technology venture and serve as a valuable internal guide. .",2.5,Project Management,engineering_capabilities-2,"{""project management"": 1}"
EGMT 317 - Project Management,"A study of the fundamental terminology, skills, tools, and techniques applied to manage project activities in order to exceed client expectations for an engineering or computer science project. Coursework will include an introduction to the context of project management processes, team development, problem solving, scheduling & time management, cost control, quality monitoring & evaluation, documentation & communication, risk management, and continuous improvement. COSC Prefix course, Junior Standing.",3.0,Project Management,engineering_capabilities-2,"{""project management"": 2}"
MIET 492 - Senior Project Design II,"A continuation of a complete mine design sequence for mining engineering technology. Undertake a comprehensive design project and pre-feasibility level study that integrates project design undertaken in MIET 490, in consideration of public and occupational health, safety, and welfare, as well as global, cultural, social, environmental, and economic factors and constraints. Includes exploration of professional and ethical obligations of engineers and the impacts of mining on communities. Includes project management, communication, and working in teams. Preparation of a technical report that describes the commercial viability, resource reporting, development, extraction and closure of a mineral deposit under global reporting standards, and provides detailed operational layouts, production calculations, and engineering cost analyses. or Consent of Instructor. and",2.5,Project Management,engineering_capabilities-2,"{""project management"": 1}"
MIET 490 - Senior Project Design I,"Complete mine design course sequence for mining engineering technology. Undertake a high-level mining design project and scoping level study that integrates courses taken throughout the MIET curriculum, in consideration of public and occupational health, safety, and welfare, as well as global, cultural, social, environmental, and economic factors and constraints. Includes exploration of professional and ethical obligations of engineers and the impacts of mining on communities. Includes project management, communication, and working in teams. , , , , , , , , , or Consent of Instructor.",2.5,Project Management,engineering_capabilities-2,"{""project management"": 1}"
MIET 410 - Mine Production Technology,"Principles of materials handling, fluid power, and electrical power systems for surface and underground mining operations. Engineering analysis and design of haulage operations (belt conveyors, hoists, trucks, railways), fluid power systems (hydraulics, pumps, piping networks, compressors, and pneumatic equipment). Electrical systems (electrical machinery, distribution networks, and controls), and other ancillary systems required to support mining operations. Assessment of equipment reliability and the importance of preventive maintenance programs. , , , , or Consent of Instructor.",3.5,Compressors,delivery_and_storage-3,"{""compressors"": 1}"
MIET 408 - Mineral Processing,"A study of the design and operation of mineral processing plants. Flowsheet engineering, unit selection, unit sizing, water/mass flow balancing, simulation, process control, and cost estimation. Focus on environmental, economic, and legal considerations in process plant design.",1.5,Process Control,technical_skills-1,"{""process control"": 1}"
MIET 303 - Mine Plant Technology,"A study of the fundamentals of electrical theory, circuit elements, calculations, and network analyses. Components and design of mine power systems, motors, cables, load flow analyses, transmission, distribution, and electrical safety. United States mine-specific regulation, intrinsic safety and permissibility. Applications in mine systems automation utilizing programmable logic control. Basic ladder logic routines. , , , and",1.5,Automation,technical_skills-1,"{""automation"": 1}"
"MIET 210 - Mine Health, Safety, and Law","Investigation of health and safety management systems. Study of mining legislation, mine data analysis, accidents, hazard identification, risk management, training programs, and emergency response plans.",1.5,Hazard Identification,technical_skills-1,"{""hazard identification"": 1}"
MEET 422 - Senior Design II,"Team oriented, open-ended, multi-disciplinary capstone experience focused on culturally and industrially relevant problems. Students will investigate, explore, design, and report on a complex Engineering problem with an emphasis placed on documenting and reporting technical work, idea generation and selection, application of design and analysis tools developed in previous courses, project management, selling technical ideas and working in teams. Senior standing required. Permission of Instructor.",2.5,Project Management,engineering_capabilities-2,"{""project management"": 1}"
MEET 410 - Industrial Operations,"A study of the commonly used methods of industrial management. Topics include applied research and product development, design and specifications, shop management, industrial relations, marketing, quality assurance and a project. The project will utilize computers as applied to these topics.",1.5,Quality Assurance,technical_skills-1,"{""quality assurance"": 1}"
MEET 421 - Senior Design I,"Team oriented, open-ended, multi-disciplinary capstone experience focused on culturally and industrially relevant problems. Students will investigate, explore, design, and report on a complex engineering problem with an emphasis placed on documenting and reporting technical work, idea generation and selection, application of design and analysis tools developed in previous courses, project management, selling technical ideas and working in teams. Senior standing required. Instructor consent. . .",2.5,Project Management,engineering_capabilities-2,"{""project management"": 1}"
MEET 306 - Heat Transfer,"A basic study of the modes of heat transfer including steady state and transient conduction for one, two and three-dimensional cases; analysis of free and forced convection; radiant heat transfer; study of internal and external flow, boiling and condensation. Applications of heat and mass transfer are made to the mechanical design of engines and other machines. , .",2.5,Heat Transfer,technical_skills-1,"{""heat transfer"": 3}"
MEET 202 - Computer Aided Manufacturing,"A study of the basic concepts of automation. These concepts include machine language computer programming, computer process monitoring, process-computer interfaces, and automation problem solving. The laboratory will consist of team problem solving in automation and the actual operation of CAM system. .",2.5,Automation,technical_skills-1,"{""automation"": 3}"
MEET 201 - Manufacturing Processes,"A study of the commonly used methods of manufacturing. These methods include casting, stamping, welding, rolling, forging, extrusion, and machining. Laboratory experiments allow the student to perform actual manufacturing processes. .",3.5,Welding,delivery_and_storage-3,"{""welding"": 1}"
MBA 613 - Project Management Body of Knowledge,"The field of Project Management Body of Knowledge utilizes the holistic approach that provides students with the skills, knowledge, and abilities to manage technology, people, culture and stakeholders dealing with project management.",3.5,Project Management,engineering_capabilities-2,"{""project management"": 3}"
MBA 612 - Project Management Essentials,"Project Management Essentials will focus on the essential activities Of Project Management that include: planning, implementation, scheduling, project control and closure and termination.",3.5,Project Management,engineering_capabilities-2,"{""project management"": 3}"
MBA 591 - Human Resource Management,"This course identifies the ways in which effective human resources programs contribute to organizational success. It takes a hands-on approach, emphasizing the student’s use of effective human resource management tools, including computer applications in human resources. Topics include the development of recruitment and staffing strategies in various work environments, effective interviewing, employee development and retention, establishing compensation systems that are legal and provide motivation to employees at all levels of the firm, and creating and implementing effective employee and labor relations programs.",2.0,Resource Management,technical_skills-1,"{""resource management"": 2}"
MBA 521 - Business Analytics for Managers,"This course provides students with the fundamental concepts and tools needed to understand and capitalize upon the emerging field of business analytics. It examines statistical concepts and processes used in descriptive and predictive analytics, including regression. Other topics include forecasting, risk analysis, simulation, data mining, and decision analysis. Emphasis is placed on how to effectively utilize and interpret analytical models and results to enhance organizational decision making.",1.5,Predictive Analytics,technical_skills-1,"{""predictive analytics"": 1}"
HCM 601 - Healthcare Management,"Students will study the critical elements of contemporary healthcare management, beginning with strategic planning, marketing, and information systems. The course will also examine other management aspects related to healthcare quality improvement methods and allied health professions, such as human resource management for health care and communication management for healthcare. Process improvement techniques related to healthcare practice behavior in various settings will be examined regarding healthcare management.",1.5,Resource Management,technical_skills-1,"{""resource management"": 1}"
MAET 402-402L - Industrial Robots and Automation,"This course introduces students to the he basics of industrial automation systems especially flexible manufacturing. Major topics include, industrial robotics technology, sensors and sensor systems, mechanical structure, drives, precision and repeatability of an industrial robot; and economic, Engineering, and work environment-related issues with robotic automation. Collaborative robotic systems will be explored.",2.5,Automation,technical_skills-1,"{""automation"": 3}"
MAET 302 - Engineering & Quality,"This course introduces students to the concepts underlying statistical quality control and to develop their ability to apply those concepts to the design and management of quality control processes in industries. Major topics include design quality, total quality management, statistical process control, ISO, reliability; R&R gauge capability studies, design of experiments, acceptance sampling and continuous improvement.",1.5,Process Control,technical_skills-1,"{""process control"": 1}"
RADT 120 - Imaging Equipment and Acquisition II,"This course is designed to establish guidelines for selecting the appropriate exposure factors based upon the type of imaging equipment utilized. Introduction to image evaluation within digital is a capstone to the course. The principles used for quality assurance and maintenance are presented. Prime exposure factors and the selection of these will be described. The quality factors of an image will be discussed and the controlling factor for each. , , , , , , , , “C” or better in or or or , .",1.5,Quality Assurance,technical_skills-1,"{""quality assurance"": 1}"
CHEM 305 - Medicinal Chemistry,"Lecture: Medicinal Chemistry is a chemistry-based discipline and stimulating field as it links many scientific disciplines such as biology, chemistry, physiology to the design of new drugs for treating disease. Students will learn organic chemistry aspects of drug design and development. This course also introduces various classes of drugs, the concepts of MAO (mechanism of action or mode of action), SAR (structure-activity relationships), and ADME (absorption, distribution, metabolism, and excretion) profiles. Laboratory: Present one of the 100 most prescribed drugs and their genetic and chemical name, discovery, chemical synthesis, and biological evaluation. or Permission of Instructor",2.5,Chemical Synthesis,engineering_capabilities-2,"{""chemical synthesis"": 1}"
