title,description,relevance_score,matched_keywords,matched_groups,keyword_frequencies
ART 367B - Bronze and Metal Casting: Foundry Lab,"(3 units) Prerequisites: Studio Art majors and ; or . Sculpture/4D Minors and ART 263. Exclude freshmen. Large and small scale techniques in bronze and aluminum foundry casting using ceramic-shell, investment and sand casting. Course covers the full range in production techniques: mold making, wax working, gating systems, welding, finishing and patination. Letter grade only (A-F). Course fee may be required. (6 hours lab)",3.5,Welding,delivery_and_storage-3,"{""welding"": 1}"
ART 121 - Safety and Sustainable Practices for Studio Artists,"(1 unit) Prerequisite/Corequisite: One GE Foundation course. Introduces current best practices for basic machine and hand-tools, material handling, personal protective equipment, risk assessment and safety culture essential to student success in developing a sustainable studio practice. Credit/No Credit grading only. Course fee may be required. (2 Hours Activity) General Education: Lower Division E - Lifelong Learning and Self Development",1.5,Risk Assessment,technical_skills-1,"{""risk assessment"": 1}"
ART 394 - Professional Practices in Illustration/Animation,"(3 units) Prerequisites/Corequisites: or . Professional preparation for Animators and Illustrators, topics include: portfolio and resume development, interviewing and networking, pricing, negotiating, ethical guidelines, project management, pitching ideas to networks, and submitting to comic conventions, illustration competitions, and film festivals. Credit/No Credit only. (3 hours seminar).",2.5,Project Management,engineering_capabilities-2,"{""project management"": 1}"
BLAW 220 - Introduction to Law and Business Transactions,"(3 units) Prerequisite(s): Open to the following programs only: Pre-Business, Legal Studies Certificate, Pre-Construction Management, Construction Management, Entrepreneurship Minor, and Undeclared. Law and the American legal system in today’s business world. Contracts, sales, and commercial paper. Examination of the role and function of the judiciary, elements of civil and criminal lawsuits, and other emerging areas of the law, including alternative dispute resolution. Letter grade only (A-F). Not open for credit to students with credit in FIN 220.",3.0,Construction Management,engineering_capabilities-2,"{""construction management"": 2}"
CHEM 112B - Advanced General Chemistry,"(5 units) Prerequisite: with a grade of “C’ or better. Second semester of a two-semester advanced general chemistry sequence ( and CHEM 112B). Continuation of chemical principles, electrochemistry, applications of bonding theories of inorganic molecules, trends and reactivities of elements and their compounds, elements of qualitative and quantitative inorganic analysis, introduction to coordination chemistry, solid-state chemistry, and reactions of transition metals. Solving aqueous equilibrium problems is emphasized. Letter grade only (A-F). (Lecture 3 hrs., lab and problem session 6 hrs.).",2.5,Electrochemistry,engineering_capabilities-2,"{""electrochemistry"": 1}"
CHEM 111B - General Chemistry,"(5 units) Prerequisites: or and or higher both with a grade of “C” or better. Prerequisite(s)/Corequisite(s): Students in need of additional support will be required to enroll concurrently in . Second semester of a two-semester sequence ( and CHEM 111B). Continuation of chemical principles, chemical equilibrium, kinetics, thermodynamics, electrochemistry, elements of qualitative and quantitative inorganic analysis. Solving aqueous equilibrium problems are emphasized. Letter grade only (A-F). Course fee may be required. (Lecture 3 hrs., lab and problem-solving sessions 6 hrs.)",2.5,Electrochemistry,engineering_capabilities-2,"{""electrochemistry"": 1}"
CH E 698 - Thesis or Industrial Project,"(2-6 units) Prerequisite: Advancement to Candidacy. Engineering MS, Chemical Engineering MS students only. Preparation and completion of a thesis or industrial project in chemical engineering. Both grading options. May be repeated to a maximum of 6 units.",3.0,Chemical Engineering,engineering_capabilities-2,"{""chemical engineering"": 2}"
CH E 697 - Directed Research,(1-3 units) Prerequisite: Open to Chemical Engineering MSand Engineering MS students only. Individual research or intensive study under the guidance of a faculty member on theoretical or experimental problems in chemical engineering. Letter grade only (A-F). (Independent Study),3.0,Chemical Engineering,engineering_capabilities-2,"{""chemical engineering"": 2}"
CH E 582 - Mathematical Modelling in Fluid Dynamics,"(3 units) Prerequisite(s): Open to Chemical Engineering MS, Engineering MS, Aerospace Engineering MS, or Mechanical Engineering MS students only; or consent of instructor. The objectives of this course are to teach the principles of mathematical modelling in fluid dynamics with applications in Chemical Engineering to develop the students’ ability in analyzing the fundamental and applied aspects of fluid flow problems such as equations of motion, exact solutions, dynamic similarity, specialized equations, laminar boundary layers, turbulence, and flow over immersed bodies. Additionally, to further, develop the students’ ability to apply the basic principles of fluid mechanics, mathematical concepts, experimental data, and engineering judgment to specific Chemical Engineering problems. Letter grade only (A-F).",3.5,Chemical Engineering,engineering_capabilities-2,"{""chemical engineering"": 3}"
CH E 580 - Theoretical Methods in Chemical Engineering,"(3 units) Prerequisites: Open to Chemical Engineering MS, Engineering MS, Aerospace Engineering MS, or Mechanical Engineering MS students only. Simulation and optimization of chemical engineering processes by mathematical formulation and computer modeling. Extra requirements for graduate students: term papers or projects. Letter grade only (A-F). (Lecture-problems 3 hours). Double Numbered with:",3.5,Chemical Engineering,engineering_capabilities-2,"{""chemical engineering"": 3}"
CH E 575 - Environmental Pollution,"(3 units) Prerequisites: Open to Chemical Engineering MS, Engineering MS, Aerospace Engineering MS, or Mechanical Engineering MS students only. Application of chemistry to the problems of pollution. Graduate students have additional assignments. Letter grade only (A-F). (Lecture-problem 3 hours). Double Numbered with:",2.5,Chemical Engineering,engineering_capabilities-2,"{""chemical engineering"": 1}"
CH E 560 - Advanced Chemical Process Control,"(3 units) Prerequisite: Open to Chemical Engineering MS, Engineering MS, Aerospace Engineering MS, or Mechanical Engineering MS students only. Principles and practices of controller selection and tuning, advanced control loops, model predictive control, decoupling, hands-on experience of control loop design and implementation using Labview. Letter grade only (A-F). (Lecture-Problems 3 hours)",4.0,Chemical Engineering;Process Control,engineering_capabilities-2;technical_skills-1,"{""chemical engineering"": 1, ""process control"": 1}"
CH E 555 - Environmental Compliance,"(3 units) Prerequisites:Open to Chemical Engineering MS, Engineering MS, Aerospace Engineering MS, or Mechanical Engineering MS students only. Physical and chemical properties of hazardous materials and wastes. Environmental hazards. An examination of environmental laws, regulations and standards dealing with storage, transportation, treatment and disposal of hazardous wastes. Emergency planning and preparedness. Letter grade only (A-F). Extra requirement for graduate students: term papers or projects. (Lecture-problems 3 hours) Double Numbered with:",2.5,Chemical Engineering,engineering_capabilities-2,"{""chemical engineering"": 1}"
CH E 545 - Pollution Prevention,"(3 units) Prerequisites: Open to Chemical EngineeringMS, Engineering MS, Aerospace Engineering MS, or Mechanical Engineering MS students only. Pollution prevention strategies in chemical industry; hierarchical approach waste minimization; life cycle analyses of wastes; identification of pollution source; environmentally compatible materials; unit operations for minimizing waste; economics of pollution prevention. Letter grade only (A-F). Extra requirement for graduate students. (Lecture-problems 3 hours) Double Numbered with:",2.5,Chemical Engineering,engineering_capabilities-2,"{""chemical engineering"": 1}"
CH E 533 - Green Engineering I: Alternative Energy,"(3 units) Prerequisite: Open to Chemical Engineering MS, Aerospace Engineering MS, or Mechanical Engineering MS students only. Aspects of green engineering. Sustainable liquid fuels: ethanol and biodiesel from renewable sources. Photovolaic solar devices: semiconductor- and polymer-based solar cells. Solar array collectors: power cycles to convert heat to electrical power. Hydrogen fuel cells: electrochemical cells, and proton exchange membranes. Graduate students will submit final written reports. Letter grade only (A-F). (Lecture-Problems 3 hours). Double Numbered with:",16.0,Hydrogen Fuel;Electrochemical;Chemical Engineering;Hydrogen;Proton Exchange Membrane;Fuel Cell,hydrogen_phrases-5;use-3;engineering_capabilities-2;production-3,"{""hydrogen fuel"": 1, ""hydrogen"": 1, ""proton exchange membrane"": 1, ""fuel cell"": 1, ""chemical engineering"": 1, ""electrochemical"": 1}"
CH E 537 - Materials Purification Processes,"(3 units) Prerequisites: Open to Chemical Engineering MS, Aerospace Engineering MS, Mechanical Engineering MS, or Engineering MS students only. Rate‑controlled separation processes such as membrane separations, pressure swing adsorption, molecular sieve separation, supercritical fluid extraction, reverse osmosis, and spray drying. Additional projects required for CH E 537. Letter grade only (A-F). (Lecture‑problems 3 hours). Double Numbered with:",2.5,Chemical Engineering,engineering_capabilities-2,"{""chemical engineering"": 1}"
CH E 532 - Microfabrication and Microfluidics Technology,"(3 units) Prerequisite: Open to Chemical Engineering MS, Engineering MS, Aerospace Engineering MS, or Mechanical Engineering MS students only. Fundamentals of major microfabrication techniques for device construction and microfluidics technology. Topics: photolithography, wet/dry etching, metal/dielectric deposition, soft lithography, diffusion/mixing/separation in microfluidic devices, and chip-to-world interfaces. Graduate students need to do more assignments. Letter grade only (A-F). (Lecture-Problems 3 hours). Double Numbered with:",2.5,Chemical Engineering,engineering_capabilities-2,"{""chemical engineering"": 1}"
CH E 531 - Heterogeneous Catalysts,"(3 units) Prerequisites: Open to Chemical Engineering MS, Aerospace Engineering MS, Mechanical Engineering MS, or Engineering MS students only. Basic principles of solid catalysts and solid catalyzed reactions. Proper choice of catalysts and how to solve catalyst-related problems in chemical engineering. Development of chemical processes that utilize innovative catalysts. Graduate students will need to do more assignments. Letter grade only (A-F). (Lecture-Problems 3 hours). Double Numbered with:",8.5,Catalyst;Chemical Engineering,production-3;engineering_capabilities-2,"{""catalyst"": 5, ""chemical engineering"": 2}"
CH E 526 - Advanced Polymer and Composite Materials,"(3 units) Prerequisite: Open to Chemical Engineering, Engineering MS, Aerospace Engineering MS, or Mechanical Engineering MS students only. Consent of instructor. Principles of thermoplastic and thermoset polymers preparation, thermal/electrical/mechanical properties, performance and applications. Concepts of polymer matrix resin, particulate and fiber reinforcement, interface/interphase, processing and characterization. Letter grade only (A-F).",2.5,Chemical Engineering,engineering_capabilities-2,"{""chemical engineering"": 1}"
CH E 530 - Advanced Reactor Kinetics,"(3 units) Prerequisites: Open to Chemical Engineering MS, Aerospace Engineering MS, Mechanical Engineering MS, or Engineering MS students only. Modeling of chemical reactors; effects of multiple phases, mixing, adsorption, diffusion and catalysts on reactor performance. Letter grade only (A-F). (Lecture‑Problems 3 hrs)",6.0,Catalyst;Chemical Engineering,production-3;engineering_capabilities-2,"{""catalyst"": 1, ""chemical engineering"": 1}"
CH E 520 - Advanced Transport Phenomena,"(3 units) Prerequisites: Open to Chemical Engineering MS, Aerospace Engineering MS, Mechanical Engineering MS, or Engineering MS students only. Application of differential and integral mass, momentum and energy balances to chemical engineering processes. Analysis of fluid flow, heat transfer, diffusion and chemical reaction in various unit operations. Letter grade only (A-F). (Lecture‑Problems 3 hours)",4.5,Chemical Engineering;Heat Transfer,engineering_capabilities-2;technical_skills-1,"{""chemical engineering"": 2, ""heat transfer"": 1}"
CH E 505 - Advanced Chemical Engineering Thermodynamics,"(3 units) Prerequisite: Open to Chemical Engineering MS, Engineering MS, Aerospace Engineering MS, or Mechanical Engineering MS students only. Modern equations of state. Theoretical treatment of non-ideal multiphase equilibria. Statistical mechanics and ensembles to describe thermodynamic properties and fundamental property relations. Non-equilibrium thermodynamics with applications to chemical reaction kinetics. Optimization of power and refrigeration cycles. Letter grade only (A-F). (Lecture-problem 3 hours).",3.0,Chemical Engineering,engineering_capabilities-2,"{""chemical engineering"": 2}"
CH E 491 - Special Topics in Chemical Engineering,"(1-3 units) Prerequisite: Department consent Special topics in chemical engineering that may not be covered in current courses. Topics may include but are not limited to chemical process simulation software, finite element software, and molecular simulations. Letter grade only (A-F). (Lecture 1-3 hours) May be repeated to 3 units in different semesters.",4.5,Chemical Engineering;Process Simulation,engineering_capabilities-2;technical_skills-1,"{""chemical engineering"": 2, ""process simulation"": 1}"
CH E 515 - Occupational and Environmental Safety Engineering and Management,"(3 units) Prerequisite: Open to Chemical Engineering, Engineering MS, Aerospace Engineering MS, or Mechanical Engineering MS students only. Safety engineering and management, legislation, regulations and standards; toxicology and personal protective equipment; fire hazards; noise control; electrical safety; system safety analysis; container and spill management; use of computer systems and statistical methods. Letter grade only (A-F). Extra requirements for graduate students: term papers or projects. (Lecture-problems 3 hours) Double Numbered with:",2.5,Chemical Engineering,engineering_capabilities-2,"{""chemical engineering"": 1}"
CH E 480 - Theoretical Methods in Chemical Engineering,"(3 units) Prerequisites: , all with a grade of “C” or better. Simulation and optimization of chemical engineering processes by mathematical formulation and computer modeling. Extra requirements for graduate students: term papers or projects. Letter grade only (A-F). (Lecture-problems 3 hours) Double Numbered with:",3.0,Chemical Engineering,engineering_capabilities-2,"{""chemical engineering"": 2}"
CH E 470H - Chemical Engineering Design,"(4 units) Prerequisites: , and all with a grade of “C” or better. Engr Honors Program track I or II. Exclude Freshmen. One-semester capstone design course fulfilling integrative learning. Design and optimization of chemical processing plants using analytical methods and modern computer simulation tools. Chemical process equipment sizing. Economic, ethical and safety issues considered. Teamwork, oral presentations and written reports are required. Additional assignments/projects adding depth to the course materials required for Engineering Honors students. CH E 470H is open only to students in the Engineering Honors Program. Not open for credit to students with credit in CH E 470.",2.5,Chemical Engineering,engineering_capabilities-2,"{""chemical engineering"": 1}"
CH E 462 - Chemical Process Automation II: System Integration,"(3 units) Prerequisite: with a grade of “C” or better Analytical instrumentation, chemical sensors, valves, analog data acquisition, process control. Design and build basic automation system. Letter grade only (A-F). (2 hours discussion, 3 hours lab).",2.5,Automation;Process Control,technical_skills-1,"{""automation"": 2, ""process control"": 1}"
CH E 470 - Chemical Engineering Design,"(4 units) Prerequisites: , , , and all with a grade of “C” or better. Exclude first-time, first-year students. One-semester capstone design course fulfilling integrative learning. Design and optimization of chemical processing plants using analytical methods and modern computer simulation tools. Chemical process equipment sizing. Economic, ethical and safety issues considered. Teamwork, oral presentations and written reports are required. (Lecture-problems 3 hours, problem-design session 3 hrs) Same course as .",2.5,Chemical Engineering,engineering_capabilities-2,"{""chemical engineering"": 1}"
CH E 460 - Chemical Process Control,"(3 units) Prerequisites: , , and ( or ) all with a grade of “C” or better. Control theory and practice, instrumentation, system responses, transfer functions, feed-back control, and stability as applied to chemical engineering processes. Letter grade only (A-F). (Lecture-problems 2 hours, lab 3 hours)",4.0,Chemical Engineering;Process Control,engineering_capabilities-2;technical_skills-1,"{""chemical engineering"": 1, ""process control"": 1}"
CH E 461 - Chemical Process Automation I: Theory,"(3 units) Prerequisite/Corequisite: . Provides an introduction of Boolean algebra, basic concepts on digital control system, fundamental programming techniques for programmable logic controllers (PLC) and their applications on chemical systems. Letter grade only (A-F). (2 hours discussion, 3 hours lab).",1.5,Automation,technical_skills-1,"{""automation"": 1}"
CH E 450 - Chemical Engineering Laboratory II,"(2 units) Prerequisites: with a grade of “C” or better. Prerequisite(s)/Corequisite(s): , , and Apply fundamental knowledge of heat transfer, chemical separations, process control and chemical kinetics to practical experiments. Remote data acquisition and control of process equipment. Design experiments to collect data, and perform data analysis. Written reports and oral/poster presentations. Letter grade only (A-F). (Laboratory 6 hours)",4.5,Chemical Engineering;Process Control;Heat Transfer,engineering_capabilities-2;technical_skills-1,"{""chemical engineering"": 1, ""heat transfer"": 1, ""process control"": 1}"
CH E 439 - Fuel Cell Fundamentals and Theory,"(3 units) Prerequisites: ( and ) or ( and ) or or , all with a grade of “C” or better Theory of electrochemistry. Survey of electrochemical fuel cell systems. Fundamentals of electrochemical thermodynamics, electrochemical kinetics, charge transport, and mass transport. Review of fuel cell modeling and characterization techniques. Atomic level density functional theory (DFT) calculations of a fuel cell catalyst reaction. Letter grade only (A-F). (Lecture-problem 3 hours).",12.5,Catalyst;Fuel Cell;Electrochemistry;Electrochemical,production-3;use-3;engineering_capabilities-2,"{""catalyst"": 1, ""fuel cell"": 4, ""electrochemical"": 3, ""electrochemistry"": 1}"
CH E 440 - Chemical Engineering Laboratory I,"(2 units) Prerequisites: , , and all with a grade of “C” or better. Laboratory study of fluid mechanics, separation processes and thermodynamics. Experimental design and analysis and preparation of engineering reports.",2.5,Chemical Engineering,engineering_capabilities-2,"{""chemical engineering"": 1}"
CH E 433 - Green Engineering I: Alternative Energy,"(3 units) Prerequisites: ( or ) all with a grade of “C” or better. Aspects of green engineering. Sustainable liquid fuels: ethanol and biodiesel from renewable sources. Photovolaic solar devices: semiconductor- and polymer-based solar cells. Solar array collectors: power cycles to convert heat to electrical power. Hydrogen fuel cells: electrochemical cells, and proton exchange membranes. Graduate students will submit final written reports. Letter grade only (A-F). (Lecture-Problems 3 hours). Double Numbered with:",15.5,Hydrogen Fuel;Electrochemical;Hydrogen;Proton Exchange Membrane;Fuel Cell,hydrogen_phrases-5;use-3;engineering_capabilities-2;production-3,"{""hydrogen fuel"": 1, ""hydrogen"": 1, ""proton exchange membrane"": 1, ""fuel cell"": 1, ""electrochemical"": 1}"
CH E 430 - Chemical Reactor Kinetics,"(3 units) Prerequisite: Mechanism and rate law of chemical reaction, temperature and pressure effects, homogeneous and heterogeneous reactions and application to reactor design, catalysts. Letter grade only (A-F).",3.5,Catalyst,production-3,"{""catalyst"": 1}"
CH E 431 - Heterogeneous Catalysts,(3 units) Prerequisite: with a grade of “C” or better or consent of instructor. Basic principles of solid catalysts and solid catalyzed reactions. Proper choice of catalysts and how to solve catalyst-related problems in chemical engineering. Development of chemical processes that utilize innovative catalysts. Graduate students will need to do more assignments. Letter grade only (A-F). (Lecture-problems 3 hours). Double Numbered with:,8.0,Catalyst;Chemical Engineering,production-3;engineering_capabilities-2,"{""catalyst"": 5, ""chemical engineering"": 1}"
CH E 365 - Statistics for Chemical Engineers,"(3 units) Prerequisites: and all with a grade of “C” or better. Principles of statistics applied to chemical engineering research and industry. Probability distributions, parameter estimations, confidence intervals and hypothesis testing. Design of experiments. Statistical process control in manufacturing for quality and safety. Computational tools for analyzing case studies. Letter grade only (A-F). (Lecture 2 hours, Laboratory 3 hours) Not repeatable for credit.",4.0,Chemical Engineering;Process Control,engineering_capabilities-2;technical_skills-1,"{""chemical engineering"": 1, ""process control"": 1}"
CH E 330 - Separation Processes,"(3 units) Prerequisite/Corequisite: Material and energy balances around multi-stage mass transfer unit operations. Calculation and graphical estimation of ideal number of stages. Binary and multicomponent liquid-liquid extraction, distillation and gas absorption. Model equilibrium staged separation processes with chemical process simulation software. Letter grade only (A-F). (Lecture-problems 2 hours, lab 3 hrs) Same course as . Not open for credit to students with credit in .",1.5,Process Simulation,technical_skills-1,"{""process simulation"": 1}"
CH E 330H - Separation Processes,"(3 units) Prerequisite/Corequisite: . Engr Honors Program track I or II. Exclude freshmen. Material and energy balances around multi-stage mass transfer unit operations. Calculation and graphical estimation of ideal number of stages. Binary and multicomponent liquid-liquid extraction, distillation and gas absorption. Model equilibrium staged separation processes with chemical process simulation software. Letter grade only (A-F). Additional assignments/projects adding depth to the course materials required for Engineering Honors students. (Lecture-problems 2 hours, laboratory 3 hours) Not open for credit to students with credit in .",1.5,Process Simulation,technical_skills-1,"{""process simulation"": 1}"
CH E 320 - Fluids,"(3 units) Prerequisites: , all with a grade of “C” or better. Study of the deformation and flow of fluids, both liquids and gases, with applications to chemical engineering. Letter grade only (A-F). (Lecture-problems 3 hours)",2.5,Chemical Engineering,engineering_capabilities-2,"{""chemical engineering"": 1}"
CH E 310 - Chemical Engineering Thermodynamics II,"(3 units) Prerequisites: , all with a grade of “C” or better. Analysis and design of process equipment and systems using thermodynamics. Turbines, compressors, power plants, refrigeration cycles. Phase equilibria and nonideal solution behavior. Chemical reaction equilibria and heat effects. Letter grade only (A-F). (Lecture-problems 3 hours) Not open for credit to students with credit in CHE 410.",6.0,Chemical Engineering;Compressors,engineering_capabilities-2;delivery_and_storage-3,"{""compressors"": 1, ""chemical engineering"": 1}"
CH E 210 - Computer Methods in Chemical Engineering,"(3 units) Prerequisite/corequisite: Beginning programming and techniques of numerical analysis applied to typical problems in chemical engineering. Letter grade only (A-F). (Lecture-problems 2 hours, lab 3 hours)",3.0,Chemical Engineering,engineering_capabilities-2,"{""chemical engineering"": 2}"
CH E 220 - Chemical Engineering Thermodynamics I,"(3 units) Prerequisite(s)/Corequisite(s): or and Applications of the first and second laws of thermodynamics to chemical processes. Concepts of heat, work, and energy. Energy balances in batch and flow processes, with and without chemical reaction. Gas behavior, phase change, vapor pressure, humidity. Letter grade only (A-F). (Lecture-problems 3 hours)",2.5,Chemical Engineering,engineering_capabilities-2,"{""chemical engineering"": 1}"
CH E 200H - Chemical Engineering Fundamentals,"(3 units) Prerequisites: , , all with a grade of “C” or better. Engr Honors Program track I or II. Dimensional analysis of units, steady and transient balances of mass, momentum and energy, the mathematical solution of chemical engineering problems Letter grade only (A-F). (Lecture-problems 3 hours) CHE 200H is open only to students in the Engineering Honors Program. Additional assignments/projects adding depth to the course materials required for Engineering Honors students. Not open for credit to students with credit in .",3.0,Chemical Engineering,engineering_capabilities-2,"{""chemical engineering"": 2}"
CH E 100H - Introduction to Chemical Engineering,(1 unit) Prerequisite: Engr Honors Program track I or II. Chemical engineering as a profession. Nature of profession and career opportunities. Emerging frontiers of chemical engineering. Letter grade only (A-F). (Lecture 1 hour). Same course as . Open to students in the Engineering Honors Program. Additional assignments/projects adding depth to the course materials required for Engineering Honors students. Not open for credit to students with credit in . General Education: Lower Division E - Lifelong Learning and Self Development,3.5,Chemical Engineering,engineering_capabilities-2,"{""chemical engineering"": 3}"
CH E 200 - Chemical Engineering Fundamentals,"(3 units) Prerequisites: , , all with a grade of “C” or better. Dimensional analysis of units, steady and transient balances of mass, momentum and energy, the mathematical solution of chemical engineering problems. Letter grade only (A-F). (Lecture-problems 3 hrs) Same course as . Not open for credit to students with credit in .",3.0,Chemical Engineering,engineering_capabilities-2,"{""chemical engineering"": 2}"
CH E 100 - Introduction to Chemical Engineering,(1 unit) Chemical engineering as a profession. Nature of profession and career opportunities. Emerging frontiers of chemical engineering. Letter grade only (A-F). (Lecture 1 hour) Same Course as Not open for credit to students with credit in: . General Education: Lower Division E - Lifelong Learning and Self Development,3.5,Chemical Engineering,engineering_capabilities-2,"{""chemical engineering"": 3}"
C E 464 - Environmental Engineering II: Unit Processes,"(3 units) Prerequisites: , and all with a grade of “C” or better. Civil engineering applications of the fundamentals of chemical reactions, kinetics of biochemical systems, gas transfer systems, liquid/solid separations, solubility equilibria, adsorption, ion exchange and membrane processes. Letter grade only (A-F). (Lecture-Problems 3 hours)",3.5,Ion Exchange,production-3,"{""ion exchange"": 1}"
ES P 392 - Climate Action and Sustainability at CSULB,"(3 units) Prerequisites: Completion of entire GE Foundation curriculum along with one or more GE Explorations courses and upper-division standing. Students join CSULB’s efforts to achieve climate neutrality (zero net greenhouse gas emissions) and sustainability through service learning assignments working with staff, faculty and community partners. Provides opportunities for all majors to apply and develop skills through hands-on experience. Both grading options. 6 hours activity. Same course as . Not open for credit to students with credit in . General Education: Upper Division B - Scientific Inquiry and Quantitative Reasoning",5.5,Greenhouse Gas Emissions;Sustainability,sustainability_and_policy-4,"{""sustainability"": 2, ""greenhouse gas emissions"": 1}"
MAE 523 - Nanomaterial Properties and Applications,"(3 units) Prerequisite: Open to Mechanical Engineering MS, Aerospace Engineering MS, Chemical Engineering MS, or Engineering MS students only. Mechanical and material characteristics of hierarchical materials with nanoscale features. Overview of synthesis, characterization techniques and applications of nanomaterials. Letter grade only (A-F). Lecture-problems 3 hours.",2.5,Chemical Engineering,engineering_capabilities-2,"{""chemical engineering"": 1}"
NSCI 502 - Leadership and Management for Scientists,"(3 units) Prerequisites: Consent of instructor. Prepares students entering science-related careers with a foundation in management skills. Fundamentals of leadership, teamwork, motivation, planning, and organizational strategy and structure are presented along with human resource management topics including performance management, recruitment and selection, compensation and employment law. Offered in online or hybrid format. Letter grade only (A-F). (3 hours activity) Not open to majors in the College of Business Administration.",1.5,Resource Management,technical_skills-1,"{""resource management"": 1}"
NSCI 501 - Project Management for Scientists,"(3 units) Prerequisites: Consent of instructor. Best practices utilized in scientific project management; includes project initiation, team dynamics, planning, scheduling, risk management, control, closure and evaluation. Applying gained knowledge to manage a project in their own scientific discipline. Offered in online or hybrid format. Letter grade only (A-F). (Lecture 3 hrs) Not open to majors in the College of Business Administration.",3.0,Project Management,engineering_capabilities-2,"{""project management"": 2}"
NUTR 503 - Eating for the Planet: Sustainability and Food Systems,"(1 unit) Prerequisite(s): NUTR 502 and enrollment in ACEND-accredited Graduate Program in Applied Nutrition and Dietetics. Global, national, and individual approaches to sustainability through food cultivation, preparation, and consumption. Includes ways to integrate nutrition and sustainability in practice settings. Letter grade only (A-F). (1 hour discussion) Not repeatable for credit.",5.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 3}"
