title,description,relevance_score,matched_keywords,matched_groups,keyword_frequencies
POL-213 Environmental Policy,"Examination of environmentalism from cultural, historical, and political perspectives in the United States. Consumption, development, environmental risk, and environmental justice. Historical development of American environmentalism, environmental policy including styles of regulation, uncertainties in risk assessment, the usefulness of cost-benefit analysis, and the debates over public lands, biodiversity, toxic and hazardous substances, the use of renewable energy, and science and technology. Special emphasis is placed on current environmental issues and debates in the Greenville area. 4 credits.",6.0,Risk Assessment;Renewable Energy,sustainability_and_policy-4;technical_skills-1,"{""renewable energy"": 1, ""risk assessment"": 1}"
PHY-452 Atomic and Nuclear Physics,"Prerequisite: Atomic physics topics include solutions to the Schroedinger equation for the hydrogen atom, one dimensional square well, spin orbit coupling and the periodic table. Nuclear physics topics include stable nuclei, nuclear decay, the radial square well and a model for the deuteron, as well as the simple harmonic oscillator and the nuclear shell model. An introduction to elementary particles and accelerators is also included. 4 credits.",5.5,Hydrogen,hydrogen_phrases-5,"{""hydrogen"": 1}"
PHY-441 Quantum Mechanics I,"Prerequisite: and . Should be enrolled with . and are recommended. Introduction to quantum formalism, the simple harmonic oscillator, angular momentum, the hydrogen atom, spin and indistinguishable particles, and applications. Recommended to be enrolled with MTH-255. 4 credits.",5.5,Hydrogen,hydrogen_phrases-5,"{""hydrogen"": 1}"
PHY-241 Introduction to Modern Physics,"Prerequisite: Must be enrolled with . Special theory of relativity, particle nature of electromagnetic radiation, waves and wave nature of matter, the Heisenberg Uncertainty Principle, historical models of the atom, Schroedinger’s equation and its application to one-dimensional systems, quantum theory of the hydrogen atom, electron spin, many-electron atoms, and introduction to nuclear physics. Should be enrolled with MTH-160. 4 credits.",5.5,Hydrogen,hydrogen_phrases-5,"{""hydrogen"": 1}"
MUS-457 Rites of Spring: the Ballets Russes in Paris,"A study away course on the Ballets Russes performed in Paris from1909-29, presenting collaborations that mirrored the aesthetic and socio-political currents of the early 20th century. Uses the company as a catalyst for exploring those currents in their historical and physical context. May Experience ONLY. 2 credits.",3.5,Catalyst,production-3,"{""catalyst"": 1}"
PHL-276 Philosophy of Food,"Prerequisite: Examination of the philosophical aspects of food from historical, ethical and aesthetic perspectives. The role of food in Plato’s Republic and Aristotle’s Ethics and throughout the history of philosophy. The construction of ethical systems in regard to growing food, consuming food, animal rights, and resource management. An examination of aesthetic pleasure and disgust, as well as a consideration of “taste”. 4 credits.",1.5,Resource Management,technical_skills-1,"{""resource management"": 1}"
MXP-267 Farm to App: UX Design in Ireland’s Food Systems,"The study away course in Dublin, Ireland, offers students an immersive learning experience with a global perspective. It focuses on storytelling through the UX design of mobile apps related to meal planning and food management, examining food systems and sustainability between South Carolina and Ireland. The course explores food production, distribution, consumption, and environmental impact, emphasizing sustainable practices and their role in shaping future food systems, using apps to foster beneficial engagement with these subjects. This is a travel study course and requires permission to register. Please contact the . May Experience ONLY. 2 credits.",4.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 1}"
MXP-141 Nordic Energy and Energy Policy,"Study of the types, regulation and environmental impact of energy production and use in select Nordic countries. May Experience ONLY. 2 credits.",4.5,Energy Policy,sustainability_and_policy-4,"{""energy policy"": 1}"
MXP-140 Considering Sustainable Food Practices,"Explores three popular strategies of sustainable food systems -diets based on organic, vegetarian, and/or local agriculture- and examines which aspects are truly beneficial and which lead to unexpected consequences for the individual, the environment, and society. Students will evaluate and synthesize information on food sustainability from diverse sources including readings, movies, speakers, visits to local farms and markets, and hands-on experiences. May Experience ONLY. 2 credits.",4.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 1}"
REL-225 Religion in Africa,"Introduction to major religious cultures of Africa. It explores three major types: African Traditional Religions (ATR), African Islam, and African Christianity. Focus on the variety of beliefs concerning Divinity, creation, the human person, and society. Relationship of these ideas to symbolic, ritual, and communal dimension of African life. Special attention to the role of Christianity as a catalyst of change, the emergence of the African Independent Churches (AIC), and new African theologies. 4 credits.",3.5,Catalyst,production-3,"{""catalyst"": 1}"
POL-416 Farm,"An introduction to farm policy, agricultural history, and contemporary issues in agriculture policy (nitrogen run-off, impact of global markets, biofuels). Course is taught on a working farm in north central Iowa. May Experience ONLY. 2 credits.",3.5,Biofuels,use-3,"{""biofuels"": 1}"
POL-413 Conservation and Renewable Energy,Fostering and incentivizing conservation behavior and the goal of carbon neutrality and the challenges associated with pursuing those endeavors. Mechanics of renewable energy technologies and the study of encouraging environmentally sustainable behavior. The political context in which college campuses finds themselves with regard to renewable energy policy will also be examined. May Experience ONLY. 2 credits.,6.0,Energy Policy;Renewable Energy,sustainability_and_policy-4,"{""renewable energy"": 3, ""energy policy"": 1}"
