title,description,source,relevance_score,matched_keywords,matched_groups,keyword_frequencies
Materials Research Lectures,A seminar course designed to introduce advanced undergraduates and graduate students to modern research in materials science.,https://www.catalog.caltech.edu/current/2024-25/department/MS/,2.5,Materials Science,engineering_capabilities-2,"{""materials science"": 1}"
Fundamentals of Materials Science,"An introduction to the structure and properties of materials and the processing routes utilized to optimize properties. All major classes of materials are covered, including metals, ceramics, electronic materials, composites, and polymers. The relationships between chemical bonding, crystal structure, defects, thermodynamics, phase equilibria, microstructure, and properties are described.",https://www.catalog.caltech.edu/current/2024-25/department/MS/,2.5,Materials Science,engineering_capabilities-2,"{""materials science"": 1}"
Laboratory Research Methods in Materials Science,"Introduction to experimental methods and approaches for the analysis of structure, dynamics, and properties of materials. Staff members with expertise in various areas including mechanical testing, calorimetry, X-ray diffraction, scanning and transmission electron microscopy, solid state NMR and electrochemistry will introduce and supervise experiments in their specialty. As the situation permits, students are given a choice in selecting experiments. Not offered 2024-25.",https://www.catalog.caltech.edu/current/2024-25/department/MS/,3.0,Electrochemistry;Materials Science,engineering_capabilities-2,"{""materials science"": 1, ""electrochemistry"": 1}"
Application of Diffraction Techniques in Materials Science,"Applications of X-ray and neutron diffraction methods to the structural characterization of materials. Emphasis is on the analysis of polycrystalline materials but some discussion of single crystal methods is also presented. Techniques include quantitative phase analysis, crystalline size measurement, lattice parameter refinement, internal stress measurement, quantification of preferred orientation (texture) in materials, Rietveld refinement, and determination of structural features from small angle scattering. Homework assignments will focus on analysis of diffraction data. Samples of interest to students for their thesis research may be examined where appropriate. Not offered 2024-25.",https://www.catalog.caltech.edu/current/2024-25/department/MS/,2.5,Materials Science,engineering_capabilities-2,"{""materials science"": 1}"
Topics in Materials Science,"Content will vary from year to year, but will be at a level suitable for advanced undergraduate or graduate students. Topics are chosen according to the interests of students and faculty. Visiting faculty may present portions of the course.",https://www.catalog.caltech.edu/current/2024-25/department/MS/,2.5,Materials Science,engineering_capabilities-2,"{""materials science"": 1}"
Imperfections in Crystals,"The relation of lattice defects to the physical and mechanical properties of crystalline solids. Introduction to point imperfections and their relationships to transport properties in metallic, covalent, and ionic crystals. Kroeger-Vink notation. Introduction to dislocations: geometric, crystallographic, elastic, and energetic properties of dislocations. Dislocation reactions and interactions including formation of locks, stacking faults, and surface effects. Relations between collective dislocation behavior and mechanical properties of crystals. Introduction to computer simulations of dislocations. Grain boundaries. The structure and properties of interfaces in solids. Emphasis on materials science aspects of role of defects in electrical, morphological, optical, and mechanical properties of solids. Not offered 2024-25.",https://www.catalog.caltech.edu/current/2024-25/department/MS/,2.5,Materials Science,engineering_capabilities-2,"{""materials science"": 1}"
Advanced Work in Materials Science,The staff in materials science will arrange special courses or problems to meet the needs of advanced graduate students.,https://www.catalog.caltech.edu/current/2024-25/department/MS/,3.0,Materials Science,engineering_capabilities-2,"{""materials science"": 2}"
Mechanics and Materials Aspects of Fracture,"Analytical and experimental techniques in the study of fracture in metallic and nonmetallic solids. Mechanics of brittle and ductile fracture; connections between the continuum descriptions of fracture and micromechanisms. Discussion of elastic-plastic fracture analysis and fracture criteria. Special topics include fracture by cleavage, void growth, rate sensitivity, crack deflection and toughening mechanisms, as well as fracture of nontraditional materials. Fatigue crack growth and life prediction techniques will also be discussed. In addition, ""dynamic"" stress wave dominated, failure initiation growth and arrest phenomena will be covered. This will include traditional dynamic fracture considerations as well as discussions of failure by adiabatic shear localization. Not offered 2024-25",https://www.catalog.caltech.edu/current/2024-25/department/MS/,3.5,Fracture Analysis,delivery_and_storage-3,"{""fracture analysis"": 1}"
Computational Solid State Physics and Materials Science,"The course will cover first-principles computational methods to study electronic structure, lattice vibrations, optical properties, and charge and heat transport in materials. Topics include: Theory and practice of Density Functional Theory (DFT) and the total-energy pseudopotential method. DFT calculations of total energy, structure, defects, charge density, bandstructures, density of states, ferroelectricity and magnetism. Lattice vibrations using the finite-difference supercell and Density Functional Perturbation Theory (DFPT) methods. Electron-electron interactions, screening, and the GW method. GW bandstructure calculations. Optical properties, excitons, and the GW-Bethe Salpeter equation method. Ab initio Boltzmann transport equation (BTE) for electrons and phonons. Computations of heat and charge transport within the BTE framework. If time permits, selected advanced topics will be covered, including methods to treat vander Waals bonds, spin-orbit coupling, correlated materials, and quantum dynamics. Several laboratories will give students direct experience with running first-principles calculations. Not offered 2024-25.",https://www.catalog.caltech.edu/current/2024-25/department/MS/,2.5,Materials Science,engineering_capabilities-2,"{""materials science"": 1}"
First-Year Seminar: The Mathematics of Enzyme Kinetics,"Enzymes are at the heart of biochemistry. We will begin with a down to earth discussion of how, as catalysts, they are used to convert substrate to product. Then we will model their activity by using explicit equations. Under ideal conditions, their dynamics are described by a system of first order differential equations. The difficulty will be seen to stem from them being non-linear. However, under a steady state hypothesis, they reduce to a simpler equation, whose solution can describe the late time behavior. The students will apply it to some specially chosen, real examples. Not offered 2024-25.",https://www.catalog.caltech.edu/current/2024-25/department/Ma/,3.5,Catalyst,production-3,"{""catalyst"": 1}"
Classical Analysis,"First term: structure of the real numbers, topology of metric spaces, a rigorous approach to differentiation in R^n. Second term: brief introduction to ordinary differential equations; Lebesgue integration and an introduction to Fourier analysis. Third term: the theory of functions of one complex variable.",https://www.catalog.caltech.edu/current/2024-25/department/Ma/,4.5,ESG,sustainability_and_policy-4,"{""esg"": 1}"
"Human Nature, Welfare, & Sustainability","Policy makers since at least the time of Jeremy Bentham have argued that welfare maximization ought to be the goal of social policy. When this includes perfectionist notions of realizing one's capacities, economic prosperity, prosocial norms, and democratization have all coincided as key drivers of human development. Although the UN 2030 Agenda for Sustainable Development envisions worldwide inclusive and sustainable economic growth, there is substantial debate regarding the extent to which sustainability and economic growth are compatible. This course will critically examine the links between human welfare, economic growth, and material culture to better understand why economic growth and welfare have been taken to be intertwined - and the extent to which they could be decoupled. Our starting point will be the Brundtland report, its conception of welfare based on human needs, and subsequent articulations of needs-based theories of human welfare, including evolutionary and biological accounts that include social comparison processes such as esteem, status, and recognition. This will provide us with a theoretical framework for investigating the role of material culture in satisfying these needs and whether they may be satisfied by less resource-intense routes. Not offered 2024-25.",https://www.catalog.caltech.edu/current/2024-25/department/Pl/,5.0,Sustainability,sustainability_and_policy-4,"{""sustainability"": 2}"
"Waves, Quantum Mechanics, and Statistical Physics","An introduction to several areas of physics including applications in modern science and engineering. Topics include discrete and continuous oscillatory systems, wave mechanics, applications in telecommunications and other areas (first term); foundational quantum concepts, the quantum harmonic oscillator, the Hydrogen atom, applications in optical and semiconductor systems (second term); ensembles and statistical systems, thermodynamic laws, applications in energy technology and other areas (third term). Although best taken in sequence, the three terms can be taken independently.",https://www.catalog.caltech.edu/current/2024-25/department/Ph/,5.5,Hydrogen,hydrogen_phrases-5,"{""hydrogen"": 1}"
Advanced Physics Laboratory,"Advanced preparation for laboratory research. Dual emphasis on practical skills used in modern research groups and historic experiments that illuminate important theoretical concepts. Topics include advanced signal acquisition, conditioning, and data processing, introductions to widely-used optical devices and techniques, laser-frequency stabilization, and classic experiments such as magnetic resonance, optical pumping, and doppler-free spectroscopy. Fundamentals of vacuum engineering, thin-film sample growth, and cryogenics are occasionally offered. Special topics and student-led projects are available on request.",https://www.catalog.caltech.edu/current/2024-25/department/Ph/,3.5,Cryogenic,delivery_and_storage-3,"{""cryogenic"": 1}"
Thermal Science,An introduction to classical thermodynamics and transport with engineering applications. First and second laws; closed and open systems; properties of a pure substance; availability and irreversibility; generalized thermodynamic relations; gas and vapor power cycles; propulsion; mixtures; combustion and thermochemistry; chemical equilibrium; momentum and heat transfer including boundary layers with applications to internal and external flows. Not offered on a pass/fail basis.,https://www.catalog.caltech.edu/current/2024-25/department/ME/,4.0,Heat Transfer;Combustion,engineering_capabilities-2;technical_skills-1,"{""combustion"": 1, ""heat transfer"": 1}"
Multidisciplinary Systems Engineering,"This course presents the fundamentals of modern multidisciplinary systems engineering in the context of a substantial design project. Students from a variety of disciplines will conceive, design, implement, and operate a system involving electrical, information, and mechanical engineering components. Specific tools will be provided for setting project goals and objectives, managing interfaces between component subsystems, working in design teams, and tracking progress against tasks. Students will be expected to apply knowledge from other courses at Caltech in designing and implementing specific subsystems. During the first two terms of the course, students will attend project meetings and learn some basic tools for project design, while taking courses in CS, EE, and ME that are related to the course project. During the third term, the entire team will build, document, and demonstrate the course design project, which will differ from year to year. First-year undergraduate students must receive permission from the lead instructor to enroll. Not offered 2024-25.",https://www.catalog.caltech.edu/current/2024-25/department/ME/,3.0,Systems Engineering,engineering_capabilities-2,"{""systems engineering"": 2}"
Heat and Mass Transfer,"Transport properties, conservation equations, conduction heat transfer, convective heat and mass transport in laminar and turbulent flows, phase change processes, thermal radiation.",https://www.catalog.caltech.edu/current/2024-25/department/ME/,1.5,Heat Transfer,technical_skills-1,"{""heat transfer"": 1}"
Combustion Fundamentals,"The course will cover chemical equilibrium, chemical kinetics, combustion chemistry, transport phenomena, and the governing equations for multicomponent gas mixtures. Topics will be chosen from non-premixed and premixed flames, laminar and turbulent flames, combustion-generated pollutants, and numerical simulations of reacting flows.",https://www.catalog.caltech.edu/current/2024-25/department/ME/,3.5,Combustion,engineering_capabilities-2,"{""combustion"": 3}"
Computational Methods for Flow in Porous Media,"This course covers physical, mathematical, and simulation aspects of single and two-phase flow and transport through porous media. Conservation equations for multiphase, multicomponent flow. Modeling of fluid mechanical instabilities such as viscous fingering and density-driven convection. Coupling fluid flow with chemical reactions and heat transfer. Numerical methods for elliptic equations: finite volume methods, two-point flux approximations. Numerical methods for hyperbolic equations: high-order explicit methods, implicit method. Applications in hydrology, geological CO2 sequestration, and induced seismicity, among others, will be demonstrated.",https://www.catalog.caltech.edu/current/2024-25/department/ME/,1.5,Heat Transfer,technical_skills-1,"{""heat transfer"": 1}"
Imperfections in Crystals,"The relation of lattice defects to the physical and mechanical properties of crystalline solids. Introduction to point imperfections and their relationships to transport properties in metallic, covalent, and ionic crystals. Kroeger-Vink notation. Introduction to dislocations: geometric, crystallographic, elastic, and energetic properties of dislocations. Dislocation reactions and interactions including formation of locks, stacking faults, and surface effects. Relations between collective dislocation behavior and mechanical properties of crystals. Introduction to computer simulations of dislocations. Grain boundaries. The structure and properties of interfaces in solids. Emphasis on materials science aspects of role of defects in electrical, morphological, optical, and mechanical properties of solids. Not offered 2024-25.",https://www.catalog.caltech.edu/current/2024-25/department/ME/,2.5,Materials Science,engineering_capabilities-2,"{""materials science"": 1}"
Mechanics and Materials Aspects of Fracture,"Analytical and experimental techniques in the study of fracture in metallic and nonmetallic solids. Mechanics of brittle and ductile fracture; connections between the continuum descriptions of fracture and micromechanisms. Discussion of elastic-plastic fracture analysis and fracture criteria. Special topics include fracture by cleavage, void growth, rate sensitivity, crack deflection and toughening mechanisms, as well as fracture of nontraditional materials. Fatigue crack growth and life prediction techniques will also be discussed. In addition, ""dynamic"" stress wave dominated, failure initiation growth and arrest phenomena will be covered. This will include traditional dynamic fracture considerations as well as discussions of failure by adiabatic shear localization. Not offered 2024-25",https://www.catalog.caltech.edu/current/2024-25/department/ME/,3.5,Fracture Analysis,delivery_and_storage-3,"{""fracture analysis"": 1}"
Closed Loop Flow Control,"This course seeks to introduce students to recent developments in theoretical and practical aspects of applying control to flow phenomena and fluid systems. Lecture topics in the second term drawn from: the objectives of flow control; a review of relevant concepts from classical and modern control theory; high-fidelity and reduced-order modeling; principles and design of actuators and sensors. Third term: laboratory work in open- and closed-loop control of boundary layers, turbulence, aerodynamic forces, bluff body drag, combustion oscillations and flow-acoustic oscillations. Not offered 2024-25",https://www.catalog.caltech.edu/current/2024-25/department/ME/,2.5,Combustion,engineering_capabilities-2,"{""combustion"": 1}"
Introduction to Earth and Planetary Sciences: Earth and the Biosphere,"Systematic introduction to the origin and evolution of life and its impact on the oceans, atmosphere, and climate of Earth. Topics covered include ancient Earth surface environments and the rise of atmospheric oxygen. Microbial and molecular evolution, photosynthesis, genes as fossils. Banded iron stones, microbial mats, stromatolites, and global glaciation. Biological fractionation of stable isotopes. Numerical calibration of the geological timescale, the Cambrian explosion, mass extinctions, and human evolution. The course usually includes one major field trip and laboratory studies of rocks, fossils, and geological processes. Although Ge 11 abcd is designed as a sequence, any one term may be taken as a standalone course. Biologists are particularly welcome.",https://www.catalog.caltech.edu/current/2024-25/department/Ge/,1.5,Explosion,technical_skills-1,"{""explosion"": 1}"
Introduction to Astronomical Observation,"This hands-on, project-based course covers the design, proposal, and execution of astronomical observations, the basics of data reduction and analysis, and interacting with astronomical survey catalogs. The scope of the course includes imaging and spectroscopic observational techniques at optical and infrared wavelengths. The format centers on projects and practical skills but also includes a lecture and problem set component to establish the theoretical underpinnings of the practical work. Specific course components include: (a) Students will learn to use small, portable telescopes and find and image objects of interest using finder charts; (b) Students will build basic data reduction pipelines for imaging and spectroscopy data to understand how these types of data are used to derive scientific results; (c) Students will use Palomar Observatory to propose and execute their own research projects focused on astrophysical or planetary topics; (d) Students will query and work with data from on-line archives and catalogs. The class meets twice a week during the daytime plus one weekly evening telescope session, and has a required field trip to Palomar Observatory. Students interested in enrolling should review the logistical information on this page and ensure their schedule allows attendance of all course components prior to registering: https://dekleer.caltech.edu/ayge107. Enrollment is limited.",https://www.catalog.caltech.edu/current/2024-25/department/Ge/,3.5,Pipeline,delivery_and_storage-3,"{""pipeline"": 1}"
Applications of Physics to the Earth Sciences,"An intermediate course in the application of the basic principles of classical physics to the earth sciences. Topics will be selected from: mechanics of rotating bodies, the two-body problem, tidal theory, oscillations and normal modes, diffusion and heat transfer, wave propagation, electro- and magneto-statics, Maxwell's equations, and elements of statistical and fluid mechanics.",https://www.catalog.caltech.edu/current/2024-25/department/Ge/,1.5,Heat Transfer,technical_skills-1,"{""heat transfer"": 1}"
Computational Methods for Flow in Porous Media,"This course covers physical, mathematical, and simulation aspects of single and two-phase flow and transport through porous media. Conservation equations for multiphase, multicomponent flow. Modeling of fluid mechanical instabilities such as viscous fingering and density-driven convection. Coupling fluid flow with chemical reactions and heat transfer. Numerical methods for elliptic equations: finite volume methods, two-point flux approximations. Numerical methods for hyperbolic equations: high-order explicit methods, implicit method. Applications in hydrology, geological CO2 sequestration, and induced seismicity, among others, will be demonstrated.",https://www.catalog.caltech.edu/current/2024-25/department/Ge/,1.5,Heat Transfer,technical_skills-1,"{""heat transfer"": 1}"
Challenges and Opportunities in Quantitative Ecology,"Ecosystems are defined by dynamical interactions between groups of organisms, the communities they constitute, and the physical and chemical conditions and processes occurring in the environment. These dynamics are complex and multiscale across both length and time. This course will explore quantitative approaches that observe, measure, model, and monitor ecosystems and the services that they provide society-and the emerging opportunities that could employ these approaches to improve and strengthen global sustainability when it comes to our own ecology. This course will feature lectures each week from different members of the Caltech faculty working on ecological problems from different angles in order to illustrate how fresh insights can emerge by drawing on diverse ways-of-knowing. Given in alternate years; not offered 2024-25.",https://www.catalog.caltech.edu/current/2024-25/department/Ge/,4.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 1}"
Computational Cameras,"Computational cameras overcome the limitations of traditional cameras, by moving part of the image formation process from hardware to software. In this course, we will study this emerging multi-disciplinary field at the intersection of signal processing, applied optics, computer graphics, and vision. At the start of the course, we will study modern image processing and image editing pipelines, including those encountered on DSLR cameras and mobile phones. Then we will study the physical and computational aspects of tasks such as coded photography, light-field imaging, astronomical imaging, medical imaging, and time-of-flight cameras. The course has a strong hands-on component, in the form of homework assignments and a final project. In the homework assignments, students will have the opportunity to implement many of the techniques covered in the class. Example homework assignments include building an end-to-end HDR (High Dynamic Range) imaging pipeline, implementing Poisson image editing, refocusing a light-field image, and making your own lensless ""scotch-tape"" camera. Not offered 2024-25",https://www.catalog.caltech.edu/current/2024-25/department/IDS/,4.0,Pipeline,delivery_and_storage-3,"{""pipeline"": 2}"
First-Year Seminar: The Mathematics of Enzyme Kinetics,"Enzymes are at the heart of biochemistry. We will begin with a down to earth discussion of how, as catalysts, they are used to convert substrate to product. Then we will model their activity by using explicit equations. Under ideal conditions, their dynamics are described by a system of first order differential equations. The difficulty will be seen to stem from them being non-linear. However, under a steady state hypothesis, they reduce to a simpler equation, whose solution can describe the late time behavior. The students will apply it to some specially chosen, real examples. Not offered 2024-25.",https://www.catalog.caltech.edu/current/2024-25/department/FS/,3.5,Catalyst,production-3,"{""catalyst"": 1}"
Computational Methods for Flow in Porous Media,"This course covers physical, mathematical, and simulation aspects of single and two-phase flow and transport through porous media. Conservation equations for multiphase, multicomponent flow. Modeling of fluid mechanical instabilities such as viscous fingering and density-driven convection. Coupling fluid flow with chemical reactions and heat transfer. Numerical methods for elliptic equations: finite volume methods, two-point flux approximations. Numerical methods for hyperbolic equations: high-order explicit methods, implicit method. Applications in hydrology, geological CO2 sequestration, and induced seismicity, among others, will be demonstrated.",https://www.catalog.caltech.edu/current/2024-25/department/ESE/,1.5,Heat Transfer,technical_skills-1,"{""heat transfer"": 1}"
Challenges and Opportunities in Quantitative Ecology,"Ecosystems are defined by dynamical interactions between groups of organisms, the communities they constitute, and the physical and chemical conditions and processes occurring in the environment. These dynamics are complex and multiscale across both length and time. This course will explore quantitative approaches that observe, measure, model, and monitor ecosystems and the services that they provide society-and the emerging opportunities that could employ these approaches to improve and strengthen global sustainability when it comes to our own ecology. This course will feature lectures each week from different members of the Caltech faculty working on ecological problems from different angles in order to illustrate how fresh insights can emerge by drawing on diverse ways-of-knowing. Given in alternate years; not offered 2024-25.",https://www.catalog.caltech.edu/current/2024-25/department/ESE/,4.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 1}"
Environmental Physical Organic Chemistry Part II,"This course will cover selected aspects of the organic chemistry of aquatic systems and coupled air-water systems. Topics include photochemical transformations, biochemical transformations in sub-surface water, surface water, and sediments, heterogeneous surface reactions and catalysis, hydrolysis reactions, nucleophilic displacement and substitution reactions, elimination reactions, carboxylic acid ester hydrolysis, thiophosphoric acid ester hydrolysis, carbamate ester hydrolysis, and amide ester hydrolysis. The primary goal is to better understand factors controlling the fate and behavior of organic compounds and persistent organic pollutants in the global environment. Case studies will be presented. Not offered 2024-25.",https://www.catalog.caltech.edu/current/2024-25/department/ESE/,3.5,Catalysis,production-3,"{""catalysis"": 1}"
Management of Technology,"A course intended for students interested in learning how rapidly evolving technologies are harnessed to produce useful products or fertile new area for research. Students will work through Harvard Business School case studies, supplemented by lectures to elucidate the key issues. There will be a term project where students predict the future evolution of an exciting technology. The course is team-based and designed for students considering choosing an exciting research area, working in companies (any size, including start-ups) or eventually going to business school. Topics include technology as a growth agent, financial fundamentals, integration into other business processes, product development pipeline and portfolio management, learning curves, risk assessment, technology trend methodologies (scenarios, projections), motivation, rewards and recognition. Industries considered will include electronics (hardware and software), aerospace, medical, biotech, etc. Students will perform both primary and secondary research and through analysis present defensible projections. E/SEC 102 and E/ME/MedE 105 are useful but not required precursors.",https://www.catalog.caltech.edu/current/2024-25/department/E/,5.0,Risk Assessment;Pipeline,technical_skills-1;delivery_and_storage-3,"{""pipeline"": 1, ""risk assessment"": 1}"
Waste in the World,"The things that human beings make and throw away rarely stay where we put them. Just as humans have shaped the biological and physical world, the biological and physical world shapes human actions. In this course, we will examine how these interacting forces propel environmental and cultural change. We will explore these concepts through the lens of waste - how different groups at different points in history define waste, where discarded things go and what they become as they move through space and time. We will consider how conflicting perceptions of utility and waste in different cultural and historical contexts have factored into shifting ideas about race, class, gender, wilderness, technology, consumption, and sovereignty. In rethinking waste, we will explore the multiple meanings of ""nature,"" assess the roots of sustainability, and evaluate past events in light of current ideas about environmental justice. While this course prioritizes reading and discussion, we will also engage with the world around us through visual analysis. Pasadena and Los Angeles will be among our most important resources, allowing us to ground global ideas in a local context.",https://www.catalog.caltech.edu/current/2024-25/department/HPS/,4.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 1}"
"Human Nature, Welfare, & Sustainability","Policy makers since at least the time of Jeremy Bentham have argued that welfare maximization ought to be the goal of social policy. When this includes perfectionist notions of realizing one's capacities, economic prosperity, prosocial norms, and democratization have all coincided as key drivers of human development. Although the UN 2030 Agenda for Sustainable Development envisions worldwide inclusive and sustainable economic growth, there is substantial debate regarding the extent to which sustainability and economic growth are compatible. This course will critically examine the links between human welfare, economic growth, and material culture to better understand why economic growth and welfare have been taken to be intertwined - and the extent to which they could be decoupled. Our starting point will be the Brundtland report, its conception of welfare based on human needs, and subsequent articulations of needs-based theories of human welfare, including evolutionary and biological accounts that include social comparison processes such as esteem, status, and recognition. This will provide us with a theoretical framework for investigating the role of material culture in satisfying these needs and whether they may be satisfied by less resource-intense routes. Not offered 2024-25.",https://www.catalog.caltech.edu/current/2024-25/department/HPS/,5.0,Sustainability,sustainability_and_policy-4,"{""sustainability"": 2}"
Waste in the World,"The things that human beings make and throw away rarely stay where we put them. Just as humans have shaped the biological and physical world, the biological and physical world shapes human actions. In this course, we will examine how these interacting forces propel environmental and cultural change. We will explore these concepts through the lens of waste - how different groups at different points in history define waste, where discarded things go and what they become as they move through space and time. We will consider how conflicting perceptions of utility and waste in different cultural and historical contexts have factored into shifting ideas about race, class, gender, wilderness, technology, consumption, and sovereignty. In rethinking waste, we will explore the multiple meanings of ""nature,"" assess the roots of sustainability, and evaluate past events in light of current ideas about environmental justice. While this course prioritizes reading and discussion, we will also engage with the world around us through visual analysis. Pasadena and Los Angeles will be among our most important resources, allowing us to ground global ideas in a local context.",https://www.catalog.caltech.edu/current/2024-25/department/Hum/,4.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 1}"
Waste in the World,"The things that human beings make and throw away rarely stay where we put them. Just as humans have shaped the biological and physical world, the biological and physical world shapes human actions. In this course, we will examine how these interacting forces propel environmental and cultural change. We will explore these concepts through the lens of waste - how different groups at different points in history define waste, where discarded things go and what they become as they move through space and time. We will consider how conflicting perceptions of utility and waste in different cultural and historical contexts have factored into shifting ideas about race, class, gender, wilderness, technology, consumption, and sovereignty. In rethinking waste, we will explore the multiple meanings of ""nature,"" assess the roots of sustainability, and evaluate past events in light of current ideas about environmental justice. While this course prioritizes reading and discussion, we will also engage with the world around us through visual analysis. Pasadena and Los Angeles will be among our most important resources, allowing us to ground global ideas in a local context.",https://www.catalog.caltech.edu/current/2024-25/department/H/,4.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 1}"
