title,description,source,relevance_score,matched_keywords,matched_groups,keyword_frequencies
60-333 IDeATe: Animation Rigging,"Spring: 10 units Animation Rigging explores processes for building digital skeletons and control systems to drive computer animated forms. This course investigates vital techniques and concepts to create expressive, fully articulated characters for computer animation, film, and game production. Beginning with rigging fundamentals, coursework will advance through various systems and methods that are needed to convey motivated movement and expression in a variety of character forms. Certain key topics include kinematics, joint orientations, driven keys, direct connections, space switching, corrective blend-shapes, custom attributes and graphic user interfaces (GUIs), skinning and deformation. Additionally, coursework provides an introduction to scripting methods for rig creation, including expressions, Python, and MEL. Students will be provided a valuable range of tools that meet production standards for animated film and game creation, as well as a necessary conceptual framework to enable complex problem solving at all levels of rig creation. Anyone interested in the artistic and technical sides of computer animation are encouraged to enroll. Previous experience with Autodesk Maya/3D animation is preferred.",http://coursecatalog.web.cmu.edu/schools-colleges/collegeoffinearts/schoolofart/courses/,1.5,Control Systems,technical_skills-1,"{""control systems"": 1}"
48-116 Introduction to Building Performance,"All Semesters: 3 units This course will introduce fundamental concepts of building physics. The knowledge and skills obtained from this course can be applied to studio projects and beyond, improving building design and performance through standard methods of evaluation and simulation tools. Couse curriculum running concurrent with studio projects will aid students in further developing and guiding design decisions to incorporate fundamental concepts related to climate, energy, light, relationship to site, and occupant visual and thermal comfort. Students will develop a general understanding of, site analysis, building placement and amp; form as it relates to building performance, photometric principles to evaluate lighting conditions, thermodynamic principles, and heat transfer, building energy, renewable and embodied energy. Skills, tools, and knowledge base learned in this course with enable designers and architects to employ sustainable practices at all phases of design, leading to better performing buildings. Prerequisites: 62-125 and 62-122 and 62-123 and 62-126 Course Website: https://soa.cmu.edu/courses",http://coursecatalog.web.cmu.edu/schools-colleges/collegeoffinearts/schoolofarchitecture/courses/,1.5,Heat Transfer,technical_skills-1,"{""heat transfer"": 1}"
48-250 Urbanism and the Social Production of Space,"Fall: 9 units The course introduces contemporary urbanism, offering a comprehensive exploration of how cities and urban systems are made, remade, and even unmade. It approaches contemporary urbanism through urban theory, research, and practice to investigate the relationship between a set of intentions and consequences. It reflects the multidimensional nature of the externalities that determine the complex processes of urbanization and draws discussions on the fields of architecture, planning, landscape architecture, and social science. With a focus on physical, social, environmental, technological, political, and economic forces that influence city-making and urban life, this course analyzes various types of urban issues and phenomena, exploring through the questions of aesthetics, power, equity, and sustainability measures. In doing so, the course offers an understanding of the challenges of the 21st century, spanning from architecture to the city to planetary, and equips students with both conceptual and practical frameworks to observe, document, and analyze diverse urban milieus.",http://coursecatalog.web.cmu.edu/schools-colleges/collegeoffinearts/schoolofarchitecture/courses/,4.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 1}"
48-315 Environmental Systems: Climate & Energy in Buildings,"Fall: 9 units Our commitment to designing net zero energy and indeed carbon positive buildings and communities is critical to environment equity and the UN Sustainable Development Goals. This course introduces architectural design responses for energy conservation and natural conditioning, human comfort, and the site-specific dynamics of climate. The state of the art in building energy conservation and passive heating and cooling technologies will be presented in lectures and supported by readings and assignments. An overview of energy flows in buildings and energy design standards is illustrated by lectures on building energy conservation successes, and emerging demands for a broader definition of sustainability. To understand the significance of architectural design decision-making on energy consumption and comfort, students will compile a professional energy consultant's report for a residential-scale building, designing the most viable energy conservation retrofit measures for their client from siting, massing, organization, enclosure detailing, opening control, to passive system integration and management. Course Website: https://soa.cmu.edu/courses",http://coursecatalog.web.cmu.edu/schools-colleges/collegeoffinearts/schoolofarchitecture/courses/,4.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 1}"
60-428 Advanced ETB: Drawing with Machines,"Intermittent: 12 units This is an advanced studio course in experimental drawing, generative art, computational design, and mechatronic mishegas. Working at the boundaries of code, automation, physical materials, and gestural mark-making, we will explore personal and peculiar new approaches to digital fabrication; the development of ultra-niche workflows as a mode of creative practice; and the use of algorithms and machine collaborators as nontraditional intermediaries between mind, hand, and paper. Units in this course include: rule-based art and conditional design; chance and stochastic composition; real-time interaction and contingency; asemic cartography; synthetic automatism and ersatz perception; and more. Through rigorous exercises in freestyle computing, participants will develop skills in the control of machines by (e.g.) AxiDraw, Line-Us, Scribit, Rotrics, and Universal Robots to govern line, texture, tone, shape and mass in a variety of wet and dry drawing media. Interested students should have a portfolio of creative visual work, and programming experience equivalent to an introductory course such as 15-104 , '110 or '112. Enrollment by permission of instructor.",http://coursecatalog.web.cmu.edu/schools-colleges/collegeoffinearts/schoolofart/courses/,1.5,Automation,technical_skills-1,"{""automation"": 1}"
48-359 Special Topics: Design Build / Building Systems,"All Semesters: 9 units In this studio we will consider Thoreau's essayso much of it about his own design/build experiencein today's context. Collectively, we will design a cabin to meet the high standards of sustainability set by Eden Hall. After a round of prototyping, testing, and design development, the studio will create a set of construction documents and shop drawings. Covid and funding allowing, we will begin building the cabin at mid-term, with construction continuing into the summer or fall as required. This studio has a nine credit co-requisite, 48-358 Cabin Building Systems, which is also open to CEE students. Its focus will be on the building systems for the cabin that is being developed in the parallel studio. Topics include energy performance (e.g. production, renewable energy systems, passive and active ways to achieve efficiency, and modeling); integrated structural and engineering systems (e.g. building envelope, water treatment and management, heating and cooling systems, and electrical and lighting systems; and sensing for monitoring and control. The class will have a team-based format that is hands-on and lab-oriented rather than a seminar structure, and it will contribute directly to the build part of the studio.",http://coursecatalog.web.cmu.edu/schools-colleges/collegeoffinearts/schoolofarchitecture/courses/,8.5,Cooling Systems;Sustainability;Renewable Energy,delivery_and_storage-3;sustainability_and_policy-4,"{""cooling systems"": 1, ""sustainability"": 1, ""renewable energy"": 1}"
48-369 Sustainable Architecture and Urbanism for the Gulf Region,"Intermittent: 3 units Ensuring a sustainable built environment in Qatar is critical to sustainable Gulf Region and indeed a sustainable world. The quality of our architecture and urban design can significantly address the challenges of heat, water, energy, mobility, material resources, waste, and health. This course is intended for non-architects to explore the potential of sustainable design for desert climates. Six weeks of explorations and presentations will introduce each student to: Climate analysis for Gulf Region countries and their 'twins' around the world; Green standards for desert climates with their embedded metrics (eg UNSDG, LEED, GreenStar, WELL); and Precedent as a precursor to innovation - a search for great sustainable examples across building types and land use. In-class and homework assignments will create a series of collaborative student slide shows each week. As possible, invited speakers and site visits will be pursued. The final week will be dedicated to a class perspective on the importance of the built environment for carbon and climate change, and student recommendations for building and infrastructure goals for a more sustainable Gulf region. CMU-Q graduates should be dedicated to a more sustainable built environment and understand the design changes needed for sustainability, the benefits to quality of life and to ecological sustainability. Every discipline is a catalyst and a stakeholder in our future - as client, as design/engineer, as consumer, as financier, as scientist.",http://coursecatalog.web.cmu.edu/schools-colleges/collegeoffinearts/schoolofarchitecture/courses/,8.5,Sustainability;Catalyst,production-3;sustainability_and_policy-4,"{""catalyst"": 1, ""sustainability"": 2}"
48-380 Constructing Value(s): Economies of Design,"Spring: 6 units This course explores the systems of economic, political, social, and regulatory forces driving the production of contemporary architectural projects. It critiques these systems, examines alternatives, and tests interventions in pursuit of value propositions outside of the bottom-line driven norms of late capitalism. What do design economies driven by equity, circularity, ecology, pluriversality look like? Through lecture and discussion, real world case studies in both for-profit and non-profit sectors, both locally and internationally, students explore the process of project development from multiple perspectives and gain insight into dynamics that determine if, how, and when projects are realized as well as relationships among various stakeholders, including architects, developers, and communities. Course Website: http://soa.cmu.edu",http://coursecatalog.web.cmu.edu/schools-colleges/collegeoffinearts/schoolofarchitecture/courses/,2.5,Project Development,engineering_capabilities-2,"{""project development"": 1}"
48-383 Ethics and Decision Making in Architecture,"Intermittent: 6 units This course investigates ethics for architecture and the built environment. Students will learn about ethics as a discipline, how to identify an ethical issue, and how one might work through an ethical problem. Frameworks will be presented with case studies for practice and discussion. On a macro scale, we will consider the entanglement of architecture with capital as well as sustainability and climate change. We will also touch upon day-to-day concerns regarding safety, zoning, contracts, material selection, internet of things and workplace discrimination. Reading responses and class discussions are the primary format for learning. Each student will also conduct an ethical assessment of one of their studio projects. Non-architects are welcome. Course Website: http://soa.cmu.edu",http://coursecatalog.web.cmu.edu/schools-colleges/collegeoffinearts/schoolofarchitecture/courses/,6.0,Sustainability;Material Selection,sustainability_and_policy-4;technical_skills-1,"{""sustainability"": 1, ""material selection"": 1}"
48-400 Architecture Design Studio: Praxis Studio 3,"Fall: 18 units This studio is the capstone of your undergraduate education and is an opportunity for you to integrate the various technical aspects of your professional degree to date. Each student will have the opportunity to select from one of three proposed building typologies and project scales. As a requirement of this studio, students will participate in student teams developing each project to a high level of technical development. The objective of this studio is to go beyond the typical studio project and to demonstrate the necessary integration within the structural system, building envelope, environmental control systems and life safety system while providing the measurable outcomes of building performance as part of the design process (NAAB student criteria 6). Consultant engineers play an active role in the studio process providing expertise and discussions resembling professional practice. This semester the three studio instructors will be Professors Gerard Damiani, Erica Cochran Hameen and Stephen Lee. Prerequisite: 48-305 Min. grade C Course Website: https://soa.cmu.edu/courses",http://coursecatalog.web.cmu.edu/schools-colleges/collegeoffinearts/schoolofarchitecture/courses/,1.5,Control Systems,technical_skills-1,"{""control systems"": 1}"
48-432 Environment II: Design Integration of Active Building Systems,"Fall: 9 units If there is a benefit to recent global and national upheavals, it may be that we are even more keenly aware of the importance of equity, of social justice, and a more sustainable future. That sustainability must cover the full range of the UN Sustainable Development Goals and your understanding of how you can contribute to a better future through design in the built environment is a primary goal of this course. High performance buildings are achieved with designs that effectively integrate passive and active systems. This course focuses on active systems in commercial buildings and their integration with passive design elements you've studied previously: envelope, ventilation and lighting. We also consider building codes that address outside air requirements for ventilation, and for energy and water efficiency, and discuss where related US building codes lead or lag in promoting exceptional building performance. Environmental sustainability and buildings within the United States receive the greatest emphasis in our work, but we also consider how performance definitions may change where resources like energy or water are limited or unavailable. The active systems covered include lighting, ventilation, heating/cooling, water distribution and water heating, and renewable energy production and amp; storage. Course Website: https://soa.cmu.edu/courses",http://coursecatalog.web.cmu.edu/schools-colleges/collegeoffinearts/schoolofarchitecture/courses/,5.5,Sustainability;Renewable Energy,sustainability_and_policy-4,"{""sustainability"": 2, ""renewable energy"": 1}"
48-453 Urban Design Methods,"Fall: 6 units This undergraduate lecture course introduces urban design history, theory and methods. It is a required supporting course for the Urban Laboratory design studio, and similarly examines urban design at multiple scales: city form and networks, neighborhoods and block structures, streets, public spaces, and urban building typologies. Key issues introduced include the emergence and evolution of urban design as a discipline, economic, social and political factors affecting the contemporary city, and environmental sustainability at the urban scale. A wide variety of cities, projects, proposals and methodologies are examined. Assignments include readings from seminal texts, quizzes, and a final examination. Prerequisite: 48-305",http://coursecatalog.web.cmu.edu/schools-colleges/collegeoffinearts/schoolofarchitecture/courses/,4.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 1}"
60-440 Advanced SIS: Sculpture After the Internet,"Intermittent: 10 units Hito Steyerl asked, ""Is the internet dead? ...[it is] completely surveilled, monopolized, and sanitized by common sense, copyright, control, and conformism... what happened to the internet after it stopped being a possibility?"" This course assumes it is the artist's role to find and create possibilities in all contexts, and investigates what it means to create new possibilities by making physical objects, experiences, sculptures, installations, and systems in an era post-internet. As a project-based experimental lab, this class asks students to navigate back and forth between digital and physical creative tool sets to create new works. We will take inspiration from the history, theory, ideologies and technologies surrounding the internet, as well as from artists, animators, and engineers working on and around the internet today. We will explore issues surrounding automation, digital fabrication, and online maker / fabricator culture as tools to be used, but also as socio-political forces. Other concepts we will explore as a group include the relationship between body and technology; cybernetics, robotics, AI, and the uncanny valley; the relevancy of hand-making and physical construction post-automation; ""image-objects;"" scripted spaces; the producer-consumer continuum; the divisiveness and productiveness of online subcultures; anonymity; accessibility of information and production tools; and the spatial and temporal effects of inhabiting both digital and physical worlds. If we understand our current epoch as an era dominated by onscreen and networked experiences, this course investigates what it means to embrace, explore, explode, celebrate, negate, critique, reverse, or oppose that through the making of sculpture, broadly defined. This course assumes knowledge of at least very basic 3d modeling, and/or physical computing, and/or coding, and/or 3d media fabrication/construction techniques. Prerequisites: 60-131 or 60-130 or 60-212 or 60-210 or 60-134 or 60-133 or 60-132",http://coursecatalog.web.cmu.edu/schools-colleges/collegeoffinearts/schoolofart/courses/,2.0,Automation,technical_skills-1,"{""automation"": 2}"
"48-486 Systems, Cybernetics, Conversation","All Semesters: 9 units Across many design disciplinesarchitecture and computational design, media and interaction design, design of services and organizationsmethods for grappling with complex adaptive systems is now table stakes. Furthermore, design today demands profound, authentic attention to equity, human and non-human living systems, climate and environment, sustainability and ethics. Overall, designers must have skills to collaborate in cross-disciplinary teams. An encompassing framework for these disparate disciplines and domains of 21st-century design is the transdisciplinarity (or ""antidisciplinarity"") of Cybernetics. Cybernetics can be understood as the study of ""systems with purpose"", whether machines or living things, including their unpredictable interactions. Central to Cybernetics is conversation as a mechanism of design, inclusivity, participation, innovation, and the impetus to action. The course offers systems frameworks and models of conversation that are also relevant to Designing for the Internet of Things (48-675), Inquiry into Computation Design (48-727), and Design Studies: Systems ( 51-277 ). Class time balances readings, discussion panels, and guest conversations with executing assignments that involve systems modeling; creating conditions for designing that are participatory and inclusive; and prototyping in a range of media (installations, screen-based interactivity, physical prototypes, workshops, etc.) that offer responses to global wicked challenges.",http://coursecatalog.web.cmu.edu/schools-colleges/collegeoffinearts/schoolofarchitecture/courses/,4.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 1}"
48-517 Carnival Gateway Project Management,"Spring This course is for the team responsible or the design and project management of the Carnival Entryway Pavilion, to be completed for the 2023 CMU Carnival, April 13-15. The course is conducted by NOMAS and advised by Professor Vicky Achnani.",http://coursecatalog.web.cmu.edu/schools-colleges/collegeoffinearts/schoolofarchitecture/courses/,3.0,Project Management,engineering_capabilities-2,"{""project management"": 2}"
48-531 Fabricating Customization: Prototype,"Intermittent: 9 units Architects have long flirted with production and manufacturing. This has been pursued to yield greater affordability, customization, and expression, and as of late, more carbon-aware material selection and manufacturing. This course builds upon this rich history and foregrounds architectural component customization to explore prototyping and customization within the context of contemporary practice. It introduces students to a range of prototyping and design for manufacturing frameworks. Through case studies and lectures, the course offers students an overview of existing and emerging modes of collaboration between designer and manufacturer in service to the production of a customized building component. The course places great emphasis upon the reciprocity of design and prototyping, challenging students to leverage physical artifacts as tools for thinking and testing. Throughout the semester, students will utilize additive and subtractive fabrication techniques to iterate the design of architectural components. Through this process, students will build proficiency in prototyping to design, test, and refine components of limited scope and scale. Course Website: https://soa.cmu.edu/courses",http://coursecatalog.web.cmu.edu/schools-colleges/collegeoffinearts/schoolofarchitecture/courses/,1.5,Material Selection,technical_skills-1,"{""material selection"": 1}"
48-555 Introduction to Architectural Robotics,"Fall: 9 units This course provides an introduction to industrial robotics and automated fabrication within the field of Architecture. A series of lectures will cover the basic components, as well as their work flows, needed to design flexible automation - while work sessions will develop skills in hands-on programming, RAPID, work flow simulation, fixtures, and sensors. We will also issue competency-building projects within the lab environment in order to provide students with hands-on experience using the equipment. Upon covering the fundamental software and hardware content, an end-of-semester project will challenge you to apply your newfound knowledge to solve a final prompt. This is a portal course to all sanctioned coursework using the School of Architecture's Robotic Fabrication Lab. Upon successful completion, students will be eligible and prepared to enroll in advanced robotic fabrication courses.",http://coursecatalog.web.cmu.edu/schools-colleges/collegeoffinearts/schoolofarchitecture/courses/,1.5,Automation,technical_skills-1,"{""automation"": 1}"
48-569 GIS/CAFM,"Spring A Geographic Information System (GIS) provides storage, retrieval, visualization, and analysis of geographically referenced data. GIS provides analytical tools to investigate spatial relationships, patterns, and processes of location-based data such as cultural, demographic, economic, environmental, health, physical, social, and other phenomena. GIS creates digital twins (virtual representations) of natural and built environments and integrates many types of digital models. GIS topics include geographic concepts (projections and map scales), map design, geodatabases (importing spatial and attribute data, geocodes, table joins, and data aggregation), spatial data processing, digitizing, data mining, multivariate cluster analysis, drive and walk time networking, raster GIS, spatial statistics (proximity and hot spot analysis), animation, and 3D GIS. CAFM (Computer Aided Facility Management) and IWMS (Integrated Work Management Systems) topics include space and asset management, building operations, environmental health and safety, and real property. The course includes in-person and asynchronous video lectures to learn important GIS concepts and a brief introduction to work management systems. Software tutorials cover leading GIS software from Esri Inc. Applications include ArcGIS Pro, ArcGIS Online, ArcGIS Map Viewer, ArcGIS Story Maps, and Dashboards. Subject areas are related to architecture, engineering, construction management, building performance, environmental health, sustainability, public policy, urban design, and planning. Prerequisite: 48-205 Course Website: http://soa.cmu.edu",http://coursecatalog.web.cmu.edu/schools-colleges/collegeoffinearts/schoolofarchitecture/courses/,7.0,Sustainability;Construction Management,sustainability_and_policy-4;engineering_capabilities-2,"{""sustainability"": 1, ""construction management"": 1}"
48-617 Carnival Gateway Project Management,"Spring This course is for the team responsible or the design and project management of the Carnival Entryway Pavilion, to be completed for the 2024 CMU Carnival, April 11-14. The course is conducted by NOMAS and advised by Professor Omar Khan.",http://coursecatalog.web.cmu.edu/schools-colleges/collegeoffinearts/schoolofarchitecture/courses/,3.0,Project Management,engineering_capabilities-2,"{""project management"": 2}"
48-635 Environmental Systems: Climate & Energy in Buildings,"Fall: 9 units Our commitment to designing net zero energy and indeed carbon positive buildings and communities is critical to environment equity and the UN Sustainable Development Goals. This course introduces architectural design responses for energy conservation and natural conditioning, human comfort, and the site-specific dynamics of climate. The state of the art in building energy conservation and passive heating and cooling technologies will be presented in lectures and supported by readings and assignments. An overview of energy flows in buildings and energy design standards is illustrated by lectures on building energy conservation successes, and emerging demands for a broader definition of sustainability. To understand the significance of architectural design decision-making on energy consumption and comfort, students will compile a professional energy consultant's report for a residential-scale building, designing the most viable energy conservation retrofit measures for their client from siting, massing, organization, enclosure detailing, opening control, to passive system integration and management. Course Website: https://soa.cmu.edu/march",http://coursecatalog.web.cmu.edu/schools-colleges/collegeoffinearts/schoolofarchitecture/courses/,4.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 1}"
