title,description,source,relevance_score,matched_keywords,matched_groups,keyword_frequencies
MECH 417 - FINITE ELEMENT ANALYSIS,"Description: An introduction to finite element analysis by Galerkin's method and the method of least squares as applied to both ordinary and partial differential equations common in engineering applications. Element interpolations, numerical integration, computational considerations for efficient solution and post-processing methods. Application of the commercial codes to ANSYS and Cosmosworks. Cross-list: CEVE 417 . Graduate/Undergraduate Equivalency: MECH 517 . Mutually Exclusive: Cannot register for MECH 417 if student has credit for MECH 517 .",https://ga.rice.edu/programs-study/courses/mech/,1.5,ANSYS,technical_skills-1,"{""ansys"": 1}"
MECH 420 - FUNDAMENTALS OF CONTROL SYSTEMS,"Description: Linear systems and the fundamental principles of classical feedback control, state variable analysis of linear dynamic systems, stability of linear control systems, time-domain analysis and control of linear systems, root-locus analysis and design and pole-zero synthesis, frequency domain techniques for the analysis and design of control systems. Required for mechanical engineering majors in B.S. program. Cross-list: ELEC 436 . Graduate/Undergraduate Equivalency: MECH 620 . Mutually Exclusive: Cannot register for MECH 420 if student has credit for MECH 620 .",https://ga.rice.edu/programs-study/courses/mech/,2.5,Control Systems,technical_skills-1,"{""control systems"": 3}"
MECH 431 - SENIOR LABORATORY I,Description: Laboratory instruction in heat transfer and thermodynamics. Students work in groups doing experiments with emphasis on applied thermodynamics. Required for mechanical engineering majors in B.S. program. See online registration for sections.,https://ga.rice.edu/programs-study/courses/mech/,1.5,Heat Transfer,technical_skills-1,"{""heat transfer"": 1}"
MECH 472 - THERMAL SYSTEMS DESIGN,"Description: Design and synthesis of systems based on applications of thermodynamics, fluid mechanics, heat transfer, economics, and optimization theories. Required for mechanical engineering majors in B.S. program.",https://ga.rice.edu/programs-study/courses/mech/,1.5,Heat Transfer,technical_skills-1,"{""heat transfer"": 1}"
MECH 481 - HEAT TRANSFER,"Description: Study of the general principles of heat transfer by conduction, convection, and radiation. Includes their application to problems of engineering practice. Required for mechanical engineering majors in B.S. program.",https://ga.rice.edu/programs-study/courses/mech/,2.0,Heat Transfer,technical_skills-1,"{""heat transfer"": 2}"
MECH 482 - CONVECTIVE HEAT TRANSFER,Description: Rigorous study of the transfer of heat by free and forced convection. Graduate/Undergraduate Equivalency: MECH 582 . Mutually Exclusive: Cannot register for MECH 482 if student has credit for MECH 582 .,https://ga.rice.edu/programs-study/courses/mech/,1.5,Heat Transfer,technical_skills-1,"{""heat transfer"": 1}"
MECH 484 - MICROSCOPIC THERMODYNAMICS AND TRANSPORT,"Description: This course introduces concepts in statistical mechanics and non-equilibrium thermodynamics that are used to understand the physical mechanisms of heat transfer, particularly in micro/nanoscale systems. Emphasis is placed on energy storage and thermal transport by electrons, phonons, molecules, and photons. Topics include the kinetic theory of gases, thermodynamic distribution functions, energy carrier dispersion relations, Boltzmann equation modeling of thermal and electrical properties, size effects (classical and quantum-mechanical) on material properties, and thermoelectric energy conversion. Graduate/Undergraduate Equivalency: MECH 584 .",https://ga.rice.edu/programs-study/courses/mech/,1.5,Heat Transfer,technical_skills-1,"{""heat transfer"": 1}"
"MECH 487 - INTERFACIAL PHENOMENA, CAPILLARITY, AND WETTING","Description: This course will provide the fundamental knowledge required for students to analyze, model, and design systems based on interfacial phenomena, with applications including wetting, enhanced oil recovery, cosmetics, pharmaceuticals, microfluidic devices, phase change heat transfer, and even everyday food and drink. After completing this course, students will exhibit a strong understanding of surface tension and surface energy, adsorption and adhesion, surface-tension-driven flows, capillarity, capillary instabilities, contact angle, fluid spreading, wetting of textured surfaces leading to superhydrophobicity and superhydrophilicity, and self-cleaning surfaces. Graduate/Undergraduate Equivalency: MECH 587 . Recommended Prerequisite(s): MECH 200 (or equivalent) and MECH 371 (or equivalent) Mutually Exclusive: Cannot register for MECH 487 if student has credit for MECH 587 .",https://ga.rice.edu/programs-study/courses/mech/,1.5,Heat Transfer,technical_skills-1,"{""heat transfer"": 1}"
"MECH 560 - TRIBOLOGY: THE STUDY OF FRICTION, LUBRICATION, AND WEAR","Description: Tribology is the interdisciplinary study of interacting surfaces from the nanoscale to the macro-scale. These surfaces undergo friction and wear and sometimes, have fluids between them for lubrication. This course will occur mainly in two parts: (i) Contact Mechanics, (ii) Hydrodynamic (fluid) lubrication. Fundamental topics include friction, wear, heat transfer within interfaces, thin-film lubrication and computational Tribology.",https://ga.rice.edu/programs-study/courses/mech/,1.5,Heat Transfer,technical_skills-1,"{""heat transfer"": 1}"
MECH 572 - AEROSPACE SYSTEMS ENGINEERING,"Description: Integration of engineering problem solving methodologies based on systems concepts. Applications to complex, large scale aerospace systems and problems faced by engineering managers. Recommended Prerequisite(s): MECH 472 and MECH 594 .",https://ga.rice.edu/programs-study/courses/mech/,2.5,Systems Engineering,engineering_capabilities-2,"{""systems engineering"": 1}"
MECH 581 - MICRO AND NANO HEAT TRANSPORT METHODOLOGIES AND DESIGN,"Description: A thorough explanation of the methodologies used for solving conduction, convection and radiation heat transport problems in macro, micro and nanosystems. Phonon, photon and electron transfer fundamentals. Equilibrium Statistics. Basic kinetic theory and transport properties of ideal gases. Microchannel heat transfer. Nanofluid heat transfer. Non-Fourier heat Conduction. Boltzmann transport equation. Molecular dynamics and lattice dynamics numeric methods. Applications and design problems in contemporary technologies. To be taught alternating years for MECH and MSNE Seniors and Graduate students. Cross-list: MSNE 581 .",https://ga.rice.edu/programs-study/courses/mech/,2.0,Heat Transfer,technical_skills-1,"{""heat transfer"": 2}"
MECH 582 - CONVECTIVE HEAT TRANSFER,Description: Rigorous study of the transfer of heat by free and forced convection. Graduate/Undergraduate Equivalency: MECH 482 . Mutually Exclusive: Cannot register for MECH 582 if student has credit for MECH 482 .,https://ga.rice.edu/programs-study/courses/mech/,1.5,Heat Transfer,technical_skills-1,"{""heat transfer"": 1}"
MECH 584 - MICROSCOPIC THERMODYNAMICS AND TRANSPORT,"Description: This course introduces concepts in statistical mechanics and non-equilibrium thermodynamics that are used to understand the physical mechanisms of heat transfer, particularly in micro/nanoscale systems. Emphasis is placed on energy storage and thermal transport by electrons, phonons, molecules, and photons. Topics include the kinetic theory of gases, thermodynamic distribution functions, energy carrier dispersion relations, Boltzmann equation modeling of thermal and electrical properties, size effects (classical and quantum-mechanical) on material properties, and thermoelectric energy conversion. Graduate/Undergraduate Equivalency: MECH 484 .",https://ga.rice.edu/programs-study/courses/mech/,1.5,Heat Transfer,technical_skills-1,"{""heat transfer"": 1}"
"MECH 587 - INTERFACIAL PHENOMENA, CAPILLARITY, AND WETTING","Description: This course will provide the fundamental knowledge required for students to analyze, model, and design systems based on interfacial phenomena, with applications including wetting, enhanced oil recovery, cosmetics, pharmaceuticals, microfluidic devices, phase change heat transfer, and even everyday food and drink. After completing this course, students will exhibit a strong understanding of surface tension and surface energy, adsorption and adhesion, surface-tension-driven flows, capillarity, capillary instabilities, contact angle, fluid spreading, wetting of textured surfaces leading to superhydrophobicity and superhydrophilicity, and self-cleaning surfaces. Graduate/Undergraduate Equivalency: MECH 487 . Recommended Prerequisite(s): MECH 200 (or equivalent) and MECH 371 (or equivalent) Mutually Exclusive: Cannot register for MECH 587 if student has credit for MECH 487 .",https://ga.rice.edu/programs-study/courses/mech/,1.5,Heat Transfer,technical_skills-1,"{""heat transfer"": 1}"
MECH 590 - AEROSPACE PROPULSION,"Description: Aspects of one-dimensional compressible flow, including isentropic flow and normal shocks; effects of friction and combustion; analysis and design of and air-breathing and rocket engines, including performance and cycle analysis; flow in nozzles, diffusers, compressors, and turbines; combustion chamber processes and propellants.",https://ga.rice.edu/programs-study/courses/mech/,6.5,Combustion;Compressors,engineering_capabilities-2;delivery_and_storage-3,"{""compressors"": 1, ""combustion"": 2}"
MECH 599 - CURRENT TOPICS IN MECHANICAL ENGINEERING,"Description: Designed for senior and graduate level students. Lectures in areas of current interest in mechanical engineering. Topics may vary from term to term. Spring 2024, Section 001: Isogeometric Analysis (IGA) for Engineers. IGA is enhancing finite element analysis (FEA) as the main computational tool for engineers. IGA addresses the time bottleneck of mesh generation in FEA by conducting an analysis directly from the exact geometry output by a CAD system. Beginning with polynomial splines this class develops the analysis techniques followed in FEA, except mesh generation, and applies them to engineering analysis applications via IGA including heat transfer, stress analysis, and vibrations. Then the polynomials are extended to non-uniform-rational-b-splines (NURBS) which lead to the T-splines required to produce refinement regions needed for many 2D and 3D engineering studies. Matlab will be used to define splines, and carry out various applications. Spring 2024, Section 002: Translational Neuroengineering. This course will cover topics in human motor control, haptic perception, and physical human robot interaction through text and paper readings and discussions. In parallel to the topical readings and discussions, the course will explore the research pipeline, including paper review, writing abstracts, ethics (related to plagiarism, self-citation, and human subjects research), proposal writing, paper writing, and presentation. Intended for graduate students with a background and interest in robotics, control systems, neuroengineering, and biomechanics. This course will include significant technical communications component (oral and written) and will require experimental work via project. Repeatable for Credit.",https://ga.rice.edu/programs-study/courses/mech/,5.5,Heat Transfer;Pipeline;Control Systems,technical_skills-1;delivery_and_storage-3,"{""pipeline"": 1, ""heat transfer"": 1, ""control systems"": 1}"
MECH 620 - FUNDAMENTALS OF CONTROL SYSTEMS,"Description: Linear systems and the fundamental principles of classical feedback control, state variable analysis of linear dynamic systems, stability of linear control systems, time-domain analysis and control of linear systems, root-locus analysis and design and pole-zero synthesis, frequency domain techniques for the analysis and design of control systems. Required for mechanical engineering majors in B.S. program. Additional work required for MECH 620 . Cannot be taken if MECH 420 or ELEC 436 was previously taken. Instructor Permission Required. Graduate/Undergraduate Equivalency: MECH 420 . Mutually Exclusive: Cannot register for MECH 620 if student has credit for MECH 420 .",https://ga.rice.edu/programs-study/courses/mech/,2.5,Control Systems,technical_skills-1,"{""control systems"": 3}"
MECH 683 - RADIATIVE HEAT TRANSFER I,Description: Rigorous study of the transfer of heat by radiant exchange in the absence of absorbing media.,https://ga.rice.edu/programs-study/courses/mech/,1.5,Heat Transfer,technical_skills-1,"{""heat transfer"": 1}"
SWGS 318 - ISRAELI WOMEN WRITERS,"Description: In the last 25 years there has been an explosion of women's poetry and fiction in Israel. In this course we will explore Israeli women's writing since the inception of the state of Israel and examine what the work of contemporary women writers means for Israeli culture, society, and politics. Cross-list: JWST 318 .",https://ga.rice.edu/programs-study/courses/swgs/,1.5,Explosion,technical_skills-1,"{""explosion"": 1}"
SMGT 430 - INTRODUCTION TO SPORT ANALYTICS,"Description: Sport analytics is the use of data and quantitative methods to measure performance and make decisions to gain advantage in the competitive sports arena. In this course, students will learn skills including critical thinking, modeling, predictive analytics, game theory, optimization, and simulation. Graduate/Undergraduate Equivalency: SMGT 530 . Mutually Exclusive: Cannot register for SMGT 430 if student has credit for SMGT 530 .",https://ga.rice.edu/programs-study/courses/smgt/,1.5,Predictive Analytics,technical_skills-1,"{""predictive analytics"": 1}"
SMGT 431 - ADVANCED SPORT ANALYTICS,"Description: This course will assist students in applying and developing advanced analytical skills specifically designed to evaluate sport performance as well as predict team & individual success. Students will achieve this through the development of critical thinking skills as well as advanced knowledge in modeling, statistical analysis, predictive analytics, game theory, optimization, data mining, machine learning techniques, and simulation. Graduate/Undergraduate Equivalency: SMGT 531 . Mutually Exclusive: Cannot register for SMGT 431 if student has credit for SMGT 531 .",https://ga.rice.edu/programs-study/courses/smgt/,1.5,Predictive Analytics,technical_skills-1,"{""predictive analytics"": 1}"
SOSC 300 - BAKER INSTITUTE INTRODUCTION TO PUBLIC POLICY,"Description: Taught by Baker Institute Fellow, this course is designed to introduce students to the field of public policy as well as to important policy issues. Topic areas include the Middle East, China, Mexico, energy security, environmental challenges, globalization, health policy, tax policy, and Texas and Houston politics.",https://ga.rice.edu/programs-study/courses/sosc/,4.5,Energy Security,sustainability_and_policy-4,"{""energy security"": 1}"
SOPE 510 - RESEARCH-PRACTICE PARTNERSHIPS,"Description: This course provides a foundational understanding of research-practice partnerships (RPPs) in education, an emerging way for education researchers and practitioners to work together on pressing problems of practice. Topics include launching an RPP, theories of action, supporting research use, communications, sustainability, and measuring RPP effectiveness. Cross-list: SOCI 521 .",https://ga.rice.edu/programs-study/courses/sope/,4.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 1}"
SMGT 530 - INTRODUCTION TO SPORT ANALYTICS,"Description: Sport analytics is the use of data and quantitative methods to measure performance and make decisions to gain advantage in the competitive sports arena. In this course, students will learn skills including critical thinking, modeling, predictive analytics, game theory, optimization, and simulation. Graduate/Undergraduate Equivalency: SMGT 430 . Mutually Exclusive: Cannot register for SMGT 530 if student has credit for SMGT 430 .",https://ga.rice.edu/programs-study/courses/smgt/,1.5,Predictive Analytics,technical_skills-1,"{""predictive analytics"": 1}"
SMGT 531 - ADVANCED SPORT ANALYTICS,"Description: This course will assist students in applying and developing advanced analytical skills specifically designed to evaluate sport performance as well as predict team & individual success. Students will achieve this through the development of critical thinking skills as well as advanced knowledge in modeling, statistical analysis, predictive analytics, game theory, optimization, data mining, machine learning techniques, and simulation. Graduate/Undergraduate Equivalency: SMGT 431 . Mutually Exclusive: Cannot register for SMGT 531 if student has credit for SMGT 431 .",https://ga.rice.edu/programs-study/courses/smgt/,1.5,Predictive Analytics,technical_skills-1,"{""predictive analytics"": 1}"
RCEL 410 - ENGINEERING LAUNCH PAD-RESEARCH,"Description: RCEL 410 is one of four RCEL courses intended to jump-start the next steps for aspiring engineering leaders. the other courses deal with industry, Alternative Pathways, and Entrepreneurship, while RCEL 410 is focused on developing an understanding of leadership principles applicable in a Research environment. Students will gain insights into managing ethical dilemmas, developing communication strategies, creating a vision and goals, and project management in either an undergraduate or graduate student level engineering discipline. Research in academia, government labs, and industry will be compared and contrasted.",https://ga.rice.edu/programs-study/courses/rcel/,2.5,Project Management,engineering_capabilities-2,"{""project management"": 1}"
RCEL 450 - ENGINEERING PROJECT MANAGEMENT AND LEADERSHIP ACTION LEARNING,"Description: RCEL 450 combines project management and a practicum experience allowing students to practice leadership skills in an applied context utilizing a project. During the semester, each student will serve in a primary leadership capacity for a project. In addition to facilitating the project management of the project, each student will participate in an individualized action learning based model of leadership. Recommended Prerequisite(s): For Leadership Certificate candidates, RCEL 200 recommended Mutually Exclusive: Cannot register for RCEL 450 if student has credit for ENGI 317 .",https://ga.rice.edu/programs-study/courses/rcel/,3.5,Project Management,engineering_capabilities-2,"{""project management"": 3}"
RCEL 501 - ENGINEERING MANAGEMENT & LEADERSHIP THEORY AND APPLICATION,"Description: Technology-based innovation is the grand driver of economic progress, which hinges on strong technical leadership guiding engineering teams in mid-to-large corporate organizations and startup to small companies. By surveying and learning about the different type of EML approaches, this course outlines a framework for engineering professionals to progress from engineering manager to engineering executive (e.g., Vice President of Engineering, Chief Technology Officer). Practical methods from the engineering management literature that addresses technology-based innovation issues that have engineering management implications will be introduced. Seminal technology management principles, such as disruptive innovation, leaderless technology development, and digital platform strategy, found in companies ranging in size from start-up to large, will be examined. In order to enroll in an online section of this course, you are expected to have a working camera and microphone. During class sessions, you must be able to participate using your microphone and you are expected to have your camera on for the duration of the class so that you are visible to the instructor and other students in the class, just as you would be in an in person class.",https://ga.rice.edu/programs-study/courses/rcel/,3.5,Engineering Management,engineering_capabilities-2,"{""engineering management"": 3}"
RCEL 502 - ENGINEERING PROJECT MANAGEMENT,"Description: Engineering Project Management is targeted for professionals with 0 to 5 years experience. Content will provide instruction on the tools, techniques, and leadership characteristics required to successfully execute Agile and predictive projects. The course will address the project from business case, through all phases of project execution, and value delivery. The course is designed to use a combination of case studies, project related exercises and simulations. In order to enroll in an online section of this course, you are expected to have a working camera and microphone. During class sessions, you must be able to participate using your microphone and you are expected to have your camera on for the duration of the class so that you are visible to the instructor and other students in the class, just as you would be in an in person class.",https://ga.rice.edu/programs-study/courses/rcel/,3.0,Project Management,engineering_capabilities-2,"{""project management"": 2}"
RCEL 507 - MASTER'S IN ENGINEERING MANAGEMENT AND LEADERSHIP CAPSTONE,"Description: This course represents the capstone of the MEML program. It is a project-based and discussion- based course where students develop economically-sustainable, technological solutions to society’s most complex grand challenges using the methods and competencies taught in the MEML program. Students are expected to devise Industry 4.0 relevant solutions, with mechanisms for continuous learning and improving the solution from end-user data, while bounding all approaches with a demonstrable ethical-technical framework. In order to enroll in an online section of this course, you are expected to have a working camera and microphone. During class sessions, you must be able to participate using your microphone and you are expected to have your camera on for the duration of the class so that you are visible to the instructor and other students in the class, just as you would be in an in person class.",https://ga.rice.edu/programs-study/courses/rcel/,2.5,Engineering Management,engineering_capabilities-2,"{""engineering management"": 1}"
STAT 385 - METHODS OF DATA ANALYSIS AND SYSTEM OPTIMIZATION,"Description: The three general areas covered in this methodology oriented course are (a) statistical methods, including regression, sampling, and experimental design; (b) simulation based methods in statistics, queuing and inventory problems; (c) an introduction to optimization methods. Excel serves as the basic computing software.",https://ga.rice.edu/programs-study/courses/stat/,2.5,System Optimization,engineering_capabilities-2,"{""system optimization"": 1}"
STAT 405 - R FOR DATA SCIENCE,"Description: This course introduces students to the statistical programming language, R, and how to use it in statistical and data science problems. The course traces the data science pipeline from importing data into R, exploring and visualizing data, applying a variety of statistical methods, and communicating results. Important computational tools for data science (e.g. databases, web scraping, and big data) and good programming practice are integrated throughout the course. No programming experience is required. Graduate/Undergraduate Equivalency: STAT 605 . Mutually Exclusive: Cannot register for STAT 405 if student has credit for STAT 605 .",https://ga.rice.edu/programs-study/courses/stat/,3.5,Pipeline,delivery_and_storage-3,"{""pipeline"": 1}"
STAT 411 - ADVANCED STATISTICAL METHODS,"Description: Advanced topics in statistical applications such as sampling, experimental design and statistical process control. STAT 411 will have assignments and examinations focusing more on basic concepts than on theoretical methods. Graduate/Undergraduate Equivalency: STAT 616 . Mutually Exclusive: Cannot register for STAT 411 if student has credit for STAT 616 .",https://ga.rice.edu/programs-study/courses/stat/,1.5,Process Control,technical_skills-1,"{""process control"": 1}"
STAT 450 - SENIOR CAPSTONE PROJECT,"Description: Students engage in individual or team-oriented statistical projects to solve problems motivated by theory, computation, or application to real problems and data. Typical projects involve statistical modeling, data analysis, and computing to answer substantive questions in engineering or the physical, biological, or social sciences. Participants attend regular seminars addressing project development, research techniques and effective written and verbal communication skills in presenting statistical results. Repeatable for Credit.",https://ga.rice.edu/programs-study/courses/stat/,2.5,Project Development,engineering_capabilities-2,"{""project development"": 1}"
STAT 484 - ENVIRONMENTAL RISK ASSESSMENT & HUMAN HEALTH,"Description: Learn and apply quantitative risk assessment methodology to estimate human health risk from environmental exposure to contamination in air, soil and water. Students will conduct a series of team projects focused on toxicology, risk based screening levels, exposure concentration estimation and risk characterization. Cross-list: CEVE 484 . Graduate/Undergraduate Equivalency: STAT 684 . Mutually Exclusive: Cannot register for STAT 484 if student has credit for STAT 684 .",https://ga.rice.edu/programs-study/courses/stat/,2.0,Risk Assessment,technical_skills-1,"{""risk assessment"": 2}"
STAT 605 - R FOR DATA SCIENCE,"Description: This course introduces students to the statistical programming language, R, and how to use it in statistical and data science problems. The course traces the data science pipeline from importing data into R, exploring and visualizing data, applying a variety of statistical methods, and communicating results. Important computational tools for data science (e.g. databases, web scraping, and big data) and good programming practice are integrated throughout the course. No programming experience is required. STAT 605 includes more advanced assignments and/or examinations than STAT 405 . Graduate/Undergraduate Equivalency: STAT 405 . Mutually Exclusive: Cannot register for STAT 605 if student has credit for STAT 405 .",https://ga.rice.edu/programs-study/courses/stat/,3.5,Pipeline,delivery_and_storage-3,"{""pipeline"": 1}"
STAT 616 - ADVANCED STATISTICAL METHODS,"Description: Advanced topics in statistical applications such as sampling, experimental design and statistical process control. STAT 616 will have more advanced assignments and examinations focusing on theoretical methods. Graduate/Undergraduate Equivalency: STAT 411 . Mutually Exclusive: Cannot register for STAT 616 if student has credit for STAT 411 .",https://ga.rice.edu/programs-study/courses/stat/,1.5,Process Control,technical_skills-1,"{""process control"": 1}"
STAT 650 - STOCHASTIC CONTROL AND STOCHASTIC DIFFERENTIAL EQUATIONS,"Description: This course will cover both theory and applications of stochastic differential equations. Topics include: the Langevin equation from physics, the Wiener process, white noise, the martingale theory, numerical methods and simulation, the Ito and Stratonovitch theories, applications in finance, signal processing, materials science, biology, and other fields.",https://ga.rice.edu/programs-study/courses/stat/,2.5,Materials Science,engineering_capabilities-2,"{""materials science"": 1}"
STAT 684 - ENVIRONMENTAL RISK ASSESSMENT & HUMAN HEALTH,"Description: Learn and apply quantitative risk assessment methodology to estimate human health risk from environmental exposure to contamination in air, soil and water. Students will conduct a series of team projects focused on toxicology, risk based screening levels, exposure concentration estimation and risk characterization. Cross-list: CEVE 684 . Graduate/Undergraduate Equivalency: STAT 484 . Mutually Exclusive: Cannot register for STAT 684 if student has credit for STAT 484 .",https://ga.rice.edu/programs-study/courses/stat/,2.0,Risk Assessment,technical_skills-1,"{""risk assessment"": 2}"
SOCI 304 - ENVIRONMENTAL ISSUES: RICE INTO THE FUTURE,Description: Students use the campus as a laboratory for learning about sustainability through group projects to reduce Rice's environmental impact or resolve environmental issues. Cross-list: ENST 302 .,https://ga.rice.edu/programs-study/courses/soci/,4.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 1}"
SOCI 316 - ENVIRONMENTAL MEDIA: GAMING THE ENVIRONMENT,"Description: Explores the ways film and other media represent the environment and environmental issues (food, water, energy, waste, environmental justice, sustainability), and both expresses and shapes environmental values. We will view and analyze a variety of genres, as well as read supplementary material. Distribution 1 credit effective Fall 2022.",https://ga.rice.edu/programs-study/courses/soci/,4.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 1}"
SOCI 367 - ENVIRONMENTAL SOCIOLOGY,"Description: This course focuses on the foundations of environmental sociology and takes a social and historical approach to examine how humans affect the environment and the environment affects humans. Topics include: agricultural sustainability, resource extraction and climate changes; environmental racism/sexism; globalization and development; population, and consumption, and environmental movements. Cross-list: ENST 367 .",https://ga.rice.edu/programs-study/courses/soci/,4.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 1}"
SOCI 421 - RESEARCH-PRACTICE PARTNERSHIPS,"Description: This course provides a foundational understanding of research-practice partnerships (RPPs) in education, an emerging way for education researchers and practitioners to work together on pressing problems of practice. Topics include launching an RPP, theories of action, supporting research use, communications, sustainability, and measuring RPP effectiveness. Mutually Exclusive: Cannot register for SOCI 421 if student has credit for SOCI 521 .",https://ga.rice.edu/programs-study/courses/soci/,4.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 1}"
SOCI 521 - RESEARCH-PRACTICE PARTNERSHIPS,"Description: This course provides a foundational understanding of research-practice partnerships (RPPs) in education, an emerging way for education researchers and practitioners to work together on pressing problems of practice. Topics include launching an RPP, theories of action, supporting research use, communications, sustainability, and measuring RPP effectiveness. Cross-list: SOPE 510 . Mutually Exclusive: Cannot register for SOCI 521 if student has credit for SOCI 421 .",https://ga.rice.edu/programs-study/courses/soci/,4.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 1}"
