title,description,relevance_score,matched_keywords,matched_groups,keyword_frequencies
"CHEG 4810 - Unit Operations Lab: Fluid Flow, Heat and Mass Transfer","A unit operations laboratory course designed to demonstrate the principles of transport phenomena. A variety of experiments will be done requiring the application of transport principles covered in fluid dynamics, heat transfer, and mass transfer. Prerequisites: CHEG 3120, CHEG 3300 and IEE 2610 with a grade of “C” or better in all prerequisites. 3 hours Restricted to majors in Chemical Engineering. (0 - 6)",4.0,Chemical Engineering;Heat Transfer,engineering_capabilities-2;technical_skills-1,"{""chemical engineering"": 1, ""heat transfer"": 1}"
CHEG 4440 - Energy Management Engineering,"Energy systems including combustion processes and steam generation and distribution. Practical issues and equipment used in the energy industry. Energy efficiency, economic operation, and reduction of emissions. Prerequisites: (CHEG 3120 and 3200) or (ME 4310 and 4320) or (CHEG 3120 and CHEM 4300). (CHEM 4300 may be taken concurrently). A minimum grade of “C” is required in CHEG prefixed prerequisites. 3 hours (3 - 0)",2.5,Combustion,engineering_capabilities-2,"{""combustion"": 1}"
CHEG 4100 - Chemical Reaction Engineering,"Chemical kinetics and equilibria; reaction rate expressions from mechanisms and experimental data; design and analysis of homogeneous flow and batch reactors; heterogeneous reactor design; solid catalyzed reactions. Prerequisites: (CHEG 3200 or CHEM 4300), and MATH 3740. A minimum grade of “C” is required in CHEG prefixed prerequisites. 3 hours Restricted to majors in chemical engineering and paper engineering. (3 - 0)",2.5,Chemical Engineering,engineering_capabilities-2,"{""chemical engineering"": 1}"
CHEG 4400 - Safety and Hazards Management in Chemical Processes,"A study of the technical fundamentals of process safety and hazards associated with chemical, physical and biological processes. Includes fires and explosions, relief systems, hazard identification, risk assessment, hazardous waste generation, toxicology, case studies, and regulatory requirements. Prerequisite: CHEG 3120, a minimum grade of “C” is required in CHEG prefixed prerequisites. 1 hour (1 - 0)",5.0,Hazard Identification;Risk Assessment;Explosion;Process Safety,engineering_capabilities-2;technical_skills-1,"{""process safety"": 1, ""hazard identification"": 1, ""risk assessment"": 1, ""explosion"": 1}"
CHEG 3550 - Bioprocess Engineering,"The extension of chemical engineering fundamentals to biological systems. Topics include: bioreaction engineering, bioseparations, and commercial applications of biomaterials and bioprocesses to societal needs.",3.0,Chemical Engineering;Process Engineering,engineering_capabilities-2,"{""chemical engineering"": 1, ""process engineering"": 1}"
CHEG 3300 - Mass Transfer,"Fundamentals of diffusional mass balances; diffusion in solids, liquids, and gases. Convective mass transfer; simultaneous heat and mass transfer. Component separation in continuous processes; gas absorption and adsorption; liquid-liquid extraction and distillation. Corequisites: CHEG 3120 with a grade of “C” or better (may be taken concurrently). 3 hours Restricted to majors in chemical engineering and paper engineering. (3 - 0)",2.5,Chemical Engineering,engineering_capabilities-2,"{""chemical engineering"": 1}"
CHEG 2960 - Material and Energy Balance,"Fundamentals of chemical engineering dealing with behavior of gases, thermophysical properties of solids, liquids and gases, thermochemistry and associated problem solving. Emphasis is on material and energy balances. The laboratory session will be used as a problem solving workshop.",2.5,Chemical Engineering,engineering_capabilities-2,"{""chemical engineering"": 1}"
CHEG 3110 - Unit Operations in Chemical Engineering I,"A consideration of the unit operations in the area of fluid mechanics. Emphasis is on principles of fluid mechanics, equipment design, and applications. The laboratory is centered around problem solving, design, and optimization issues. Relevant software will be used in visualizing and solving industrial problems.",2.5,Chemical Engineering,engineering_capabilities-2,"{""chemical engineering"": 1}"
CHEG 3120 - Unit Operations in Chemical Engineering II,"A consideration of the unit operations in the area of heat transfer. Emphasis is on the principles of heat transfer, equipment design, and applications. The laboratory is centered around problem solving, design, and optimization issues. Relevant software will be used in visualizing and solving industrial problems.",4.5,Chemical Engineering;Heat Transfer,engineering_capabilities-2;technical_skills-1,"{""chemical engineering"": 1, ""heat transfer"": 2}"
CHEG 3200 - Chemical Engineering Thermodynamics,A lecture consideration of the fundamental laws and concepts of thermodynamics and how they explain the behavior of matter in its different phases. Special emphasis on application to industrial situations. Prerequisites: CHEM 1120 and CHEG 2960. A minimum grade of “C” is required in CHEG prefixed prerequisites. 3 hours (3 - 0),2.5,Chemical Engineering,engineering_capabilities-2,"{""chemical engineering"": 1}"
CHEG 2611 - Environmental Engineering I,"The sources, impacts, and management practices for gas, liquid, and solid byproducts of natural, industrial, and municipal sources. Legal, ethical, engineering, and economic implications included in evaluation of applicable emission reduction and emission control techniques and processes will be stressed. This course satisfies WMU Essential Studies Level 2: Exploration and Discovery – Science and Technology Category. This course also meets the Planetary Sustainability student learning outcome. Prerequisites: CHEM 1100, CHEM 1110 and either (MATH 1230 or MATH 1710) 3 hours (3 - 0)",4.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 1}"
CHEG 1010 - Introduction to Chemical Engineering,"Introduction to chemical engineering, including process safety, basic laws at the foundation of chemical engineering, units and measurements, chemical equipment and instruments used in the process industries. Emphasis will be on oral and written communication skills and career planning development. Prerequisites: CHEM 1100 and IEE 1020 both with a grade of “C” or better (may be taken concurrently). 3 hours (2 - 3)",4.0,Chemical Engineering;Process Safety,engineering_capabilities-2,"{""chemical engineering"": 3, ""process safety"": 1}"
"CHEG 2800 - Chemical Engineering Computation, Modeling and Simulation","An introduction to computer tools used to solve chemical engineering problems. These tools will provide a framework for doing homework, laboratory exercises, and research in later chemical engineering courses. MathCad and Excel with Visual Basic for Applications will be utilized. Usage of process simulation packages such as ASPEN; module set up; data inputting and optimization techniques will be utilized. 3 hours Restricted to majors in Chemical Engineering and Paper Engineering.",5.5,Chemical Engineering;Process Simulation,engineering_capabilities-2;technical_skills-1,"{""chemical engineering"": 4, ""process simulation"": 1}"
BCM 4540 - Business Communication for Worldwide Sustainability,"Applied Business Communication for Worldwide Sustainability is designed to strengthen students’ communication skills by reading, writing, and discussing businesses’ sustainability scenarios with culturally diverse audiences. Students will evaluate real examples of how businesses communicate their values, changes, and impact on the planet. Students will also discuss the impacts of such communication on the business’s success, other countries’ economies, and the environment.",5.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 3}"
BIOS 5265 - Proteins as Biological Machines,"The survey of principles of protein sequence, structure, and biological function. The course will review fundamental aspects of proteins, including amino acid sequence, structure, biological function, and biophysical properties such as solubility, folding, stability, molecular recognition and self-assembly, enzyme catalysis and evolution of protein function with respect to amino acid sequence and structure. Individual case studies of model proteins that have biomedical relevance or applications in diagnostic assays, biopharmaceuticals and nanotechnology, will be presented. The use of molecular graphics and bioinformatics software for visualization and analysis of protein sequence and structure will be emphasized.",3.5,Catalysis,production-3,"{""catalysis"": 1}"
BIOS 1050 - Environmental Biology,"An ecology course that examines the relationships among living organisms, including humans, and their environment. Emphasis will be placed on how an understanding of basic ecological and evolutionary principles is useful in understanding the basis of and potential solutions to major global environmental problems. Credit not acceptable for Biological Sciences majors but applies toward a minor in biology. This course satisfies WMU Essential Studies Level 2: Exploration and Discovery – Scientific Literacy with Lab Category. This course also meets the Planetary Sustainability student learning outcome. 3 hours",4.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 1}"
CCE 5500 - Civil Infrastructure Management and Spatial Analysis,"Study for management of civil infrastructure systems, such as highway features, bridges, pavement systems, roadside features, control devices, and pipelines, through spatial analysis techniques.",3.5,Pipeline,delivery_and_storage-3,"{""pipeline"": 1}"
CCE 4850 - CCE Senior Design Project,"This capstone senior design course features open-ended team projects involving design, analysis, and application which results in a written design report and a professional presentation. Students are expected to draw on knowledge from numerous courses within engineering as well as their broad-based undergraduate education to effectively engage and interact with stakeholders to solve real world engineering problems while incorporating engineering standards and realistic constraints. This course emphasizes the role of professional and ethical conduct and the significance of sustainability in the civil and construction engineering industry. This course is designed to facilitate the student’s transition to working within the practice of the civil and construction engineering profession. This course satisfies WMU Essential Studies Level 3: Connections – Local and National Perspectives Category. This course also meets the Planetary Sustainability student learning outcome. Prerequisites: CCE 4830 and approved project; (CCE 4300 and CCE 4400 for CIVJ majors), or (CCE 4310, CCE 4360 and CCE 4400 for CENJ majors), with a grade of “C” or better in all prerequisites. 3 hours (3 to 3)",5.0,Sustainability,sustainability_and_policy-4,"{""sustainability"": 2}"
CIS 4990 - Enterprise Project,"This is the capstone course of the CIS curriculum. Applications of computer, programming, and system knowledge, and skills gained from the previous classes are applied in developing an enterprise-wide software project. Some industrial enterprise-wide packages are reviewed. A team approach is applied to develop and integrate different computerized business functions into an integrated software system. Project management techniques and computer simulated solutions are formally presented to emphasize team dynamics and management skills.",2.5,Project Management,engineering_capabilities-2,"{""project management"": 1}"
AVS 2965 - Airframe Electrical Systems Lab,"Discusses aircraft power generation, distribution, electrical components, and equipment, including aircraft instruments, indication, position, warning, and autopilot systems. Details systems operation, testing, maintenance, and troubleshooting procedures. Students will demonstrate an understanding of systems operation and perform testing and troubleshooting procedures.",3.5,Power Generation,use-3,"{""power generation"": 1}"
AVS 2960 - Airframe Electrical Systems,"Studies aircraft electrical and battery systems, focusing on power generation, distribution, electrical components, and equipment. Discusses aircraft instruments, including magnetic compass, pitot-static and gyroscopic systems, temperature and pressure indicating devices, and position and warning systems. Introduces the basics of autopilot systems. Emphasizes systems operation, testing, maintenance, and troubleshooting procedures. Students will be able to explain the step process of testing and troubleshooting electrical systems using relevant schematic or wiring diagrams.",3.5,Power Generation,use-3,"{""power generation"": 1}"
AVS 2955 - Airframe Rigging Laboratory,"Discusses flight control systems and maintenance practices for fixed-wing and rotary-wing aircraft. Details airframe inspection types, processes, and requirements. Students will demonstrate the ability to perform airframe inspection and use relevant maintenance forms. Prerequisites: AVS 1220 and AVS 1915 and AVS 1925 and AVS 1935 and AVS 1945 and AVS 1955. A grade of “C” or better is required.",1.5,Control Systems,technical_skills-1,"{""control systems"": 1}"
ECE 4710 - Motion and Control,"Analysis and implementation of linear closed-loop motion control systems containing electrical, hydraulic, pneumatic and mechanical components. Analytical and experimental development of models for components and systems. Prerequisite: ME 3600 or ECE 3710. 3 hours This course is cross-listed with ME 4710. A student may not receive credit for both ECE 4710 and ME 4710. (2 - 3)",1.5,Control Systems,technical_skills-1,"{""control systems"": 1}"
ART 3310 - Sculpture II,"Development of individual sculptural direction in all media. Advanced welding, molding and casting techniques are among the media explored. Prerequisite: ART 2310 (A grade of “C” or better is required.) 3 hours Restricted to majors or minors in Art; or majors in Art Education, Graphic Design or Industrial Design.",3.5,Welding,delivery_and_storage-3,"{""welding"": 1}"
AVS 4740 - Aviation Maintenance Management,"Students will learn different management roles and responsibilities as well familiarize themselves with different management styles. Manufacturing applications in aerospace will be discussed as well as the role of repair facilities in aviation operation and their role in the economy. Each of these topics will consider safety, oversight procedures, and project management strategies. : AVS 2990 and AVS 3970. A grade of “C” or better is required.",2.5,Project Management,engineering_capabilities-2,"{""project management"": 1}"
AVS 4630 - Professional Maintenance Operations,"Operations of commercial aviation maintenance will be examined. Topics include corporate structure, maintenance philosophy, authority and responsibilities of the maintenance organization, designing and implementing maintenance programs, cost control, economic impact, quality assurance and safety management within maintenance operations. Support organizations, the impact of Federal regulations, and the development and management of technical teams will also be covered. This course will contain significant writing and communication assignments.",1.5,Quality Assurance,technical_skills-1,"{""quality assurance"": 1}"
AVS 4280 - International Aviation,"A focus on the common issues surrounding the globalization of aviation. Topics include human resource management, employee recruitment and selection, labor/management relations, international requirements and opportunities. International standards and agreements and international flight operations. Prerequisites: AVS 3190 and junior standing 3 hours Restricted to majors in Aviation Flight Science; Aviation Management and Operations; or minors in Aviation Sciences.",1.5,Resource Management,technical_skills-1,"{""resource management"": 1}"
AVS 4240 - Corporate Aviation Management,"Management of aviation flight departments of business corporations. Topics include human resource management, aircraft selection and planning, management and organization of flight and maintenance operations, and requirements of international operations. Current and future issues such as globalization of business operations. Prerequisite: AVS 3190 and Junior standing 3 hours Restricted to majors in Aviation Flight Science; Aviation Management and Operations; or minors in Aviation Sciences.",1.5,Resource Management,technical_skills-1,"{""resource management"": 1}"
AVS 4130 - Airport Planning,"This course introduces the student to the process of planning for airport infrastructure and each airport’s role in the national aviation system. Topics related to master planning, airport layout plans, public involvement, and environmental review will be covered. Additionally, topics related to airport compatible land use, FAR Part 77 Surfaces, and land acquisition will also be discussed. Specialty studies such as feasibility studies, site selection studies, and system planning will also be covered in this class. Prerequisite: AVS 2100 with a grade of “C” or better and Junior standing. 3 hours Restricted to majors in Aviation Management and Operations.",3.5,Port Infrastructure,use-3,"{""port infrastructure"": 1}"
AVS 3945 - Engine Electrical and Instruments Lab,"Discusses reciprocating and turbine engine operation, including AC and DC power generation and instrument systems. Emphasizes systems operation and testing as introduces troubleshooting procedures. Students will be able to demonstrate the ability to troubleshoot, remove, and install powerplant electrical/instrument equipment.",3.5,Power Generation,use-3,"{""power generation"": 1}"
AVS 3201 - Project Management,Introduction to the discipline of project management to include tools and techniques for the successful management of a project from inception to close. 3 hours,3.0,Project Management,engineering_capabilities-2,"{""project management"": 2}"
CCE 4300 - Traffic Design,"Elements of traffic engineering including traffic flow theory, highway capacity analysis and traffic control systems. Traffic engineering tools and implements including traffic sensor and data systems, parking and traffic accident analysis, freeway traffic management systems and uniform traffic control devices. Application of control measures such as ramp metering systems, actuated signal control systems and traffic impact analysis. Concepts in transportation system management, cost-effectiveness, and public policies.",2.0,Control Systems,technical_skills-1,"{""control systems"": 2}"
CCE 4380 - Construction Project Management,"The characteristics of construction industry, project organizations, labor, material, and equipment utilization, construction productivity, value engineering. TQM, constructability, construction safety, contract types, and contract bonds are presented. Building Information Modeling and Data Management software tools are used for illustrating the integrated information management process of a construction project. Prerequisite: CCE 4310 or CCE 4360, with a grade of “C” or better in all prerequisites. 3 hours Restricted to majors in Civil Engineering or Construction Engineering. (3 - 0)",2.5,Project Management,engineering_capabilities-2,"{""project management"": 1}"
CCE 1100 - Introduction to Engineering Practice,"An introduction to the engineering analysis and design process for civil engineers. Topics include: an introduction to the civil engineering profession and the specialty areas in civil engineering; communicating as an engineering; leadership, teamwork and group dynamics; an introduction to project management; critical thinking and problem solving techniques in the engineering design process; an introduction to basic engineering analysis tools with an emphasis on engineering software tools; and an introduction to engineering ethics, sustainability, and the impacts of engineering solutions on society. 2 hours",7.0,Sustainability;Project Management,sustainability_and_policy-4;engineering_capabilities-2,"{""sustainability"": 1, ""project management"": 1}"
CHEM 5750 - Advanced Chemical Synthesis,This course provides a synthetic laboratory experience for undergraduates in conjunction with the CHEM 5700 and CHEM 5150 capstone courses. The fundamentals of synthetic techniques will be exercised through independent synthetic laboratory projects and detailed investigations of molecular structure using modern spectroscopic methods. Students will get hands-on experience with modern spectroscopic instrumentation and will learn to utilize the chemical literature and databases.,2.5,Chemical Synthesis,engineering_capabilities-2,"{""chemical synthesis"": 1}"
CHEM 5210 - Instrumental Methods Laboratory,"Application of the theory and practice of modern chemical instrumentation in a hands-on laboratory, exploring electrochemical, spectroscopic, separations, and other instrumental techniques.",2.5,Electrochemical,engineering_capabilities-2,"{""electrochemical"": 1}"
CHEM 5200 - Instrumental Methods in Chemistry,"An introduction to the theory and application of modern chemical instrumentation is presented. General topics covered are elementary electronics, electrochemistry, spectroscopy, and other instrumental techniques. This course includes lecture and laboratory.",2.5,Electrochemistry,engineering_capabilities-2,"{""electrochemistry"": 1}"
CHEM 5150 - Inorganic Chemistry,"The course, along with CHEM 5700 and 5750, provides a capstone chemistry experience for undergraduates. The course will present the principles of inorganic chemistry in terms of its relevance to the “real world” of industry and environmental protection. Topics include symmetry, structure, and bonding, as well as a survey of the descriptive chemistry of the elements.",4.5,Environmental Protection,sustainability_and_policy-4,"{""environmental protection"": 1}"
CHEM 4300 - Chemical Thermodynamics and Kinetics,"The theory and principles relating the interaction of physical conditions to chemical systems are developed starting from simple models based on the kinetic theory of gases. Additional complexity is explored as the models are expanded to better reflect real systems, including energy and materials flow, mixtures of phases and substances and the equilibria between them, and the effects of those equilibria on chemical, electrochemical and physical properties. Kinetic and dynamic phenomena of chemical systems are explored to understand the mechanism of transformations between substances. Additional topics may be examined if time permits. Prerequisites: CHEM 1120, CHEM 1130, MATH 2720, PHYS 2050, PHYS 2060; with a minimum grade of “C” of better in any prerequisite. 3 hours",2.5,Electrochemical,engineering_capabilities-2,"{""electrochemical"": 1}"
CHEM 1120 - General Chemistry II,"The properties of a number of the more representative elements and the compounds which they form are studied. Chemical relationships in the periodic table, electrochemistry, and the equilibrium principle are also treated. Prerequisites: CHEM 1100 and CHEM 1110; with a minimum grade of “C” or better in all prerequisites. 3 hours",2.5,Electrochemistry,engineering_capabilities-2,"{""electrochemistry"": 1}"
CHEM 1100 - General Chemistry I,"The theory and fundamental principles of chemistry are emphasized in this foundation course which serves primarily those who intend to enroll for more than two semesters of chemistry. Students well prepared may earn credit by taking an examination. When taken in conjunction with CHEM 1110, this course meets the graduation requirement for WMU Essential Studies Level 2: Exploration and Discovery - Scientific Literacy with Lab Category. This course also meets the Planetary Sustainability student learning outcome. Prerequisites: One year of high school chemistry; and one of the following: MATH 1110 or MATH 1180 or MATH 2000 (with a minimum grade of “C” or better in any prerequisite) or ACT minimum score 25 or SAT minimum score 560 or adequate performance on the MATH placement tool. 3 hours",4.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 1}"
CHEM 1110 - General Chemistry Laboratory I,"The companion laboratory course to CHEM 1100. This course is also intended for students who completed a general chemistry course without laboratory at another institution. When taken in conjunction with CHEM 1100, this course meets the graduation requirement for WMU Essential Studies Level 2: Exploration and Discovery - Scientific Literacy with Lab Category. This course also meets the Planetary Sustainability student learning outcome. Prerequisite: One of the following: Math 1110 or MATH 1180 or MATH 2000 (with a minimum grade of “C” or better in any prerequisite) or ACT minimum score 25 or SAT minimum score 560 or adequate performance on the MATH placement tool; and CHEM 1100 with a minimum grade of “C” or better (may be taken concurrently). 1 hour",4.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 1}"
CHEG 5950 - Topics in Chemical Engineering,A specialized course dealing with some particular area of chemical engineering not included in other course offerings.,3.0,Chemical Engineering,engineering_capabilities-2,"{""chemical engineering"": 2}"
